Datum,Kikinda Centar,Novi Sad Rumenacka,Novi Sad Liman,Beocin Centar,Sremska Mitrovica,Pancevo Sodara,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Sabac,Kostolac,Smederevo Centar,Obrenovac Centar,Valjevo,Bor Krivelj-ZIJIN,Bor Brezonik,Bor Gradski park,Bor Institut RIM,Kragujevac,Kosjeric,Popovac,Zajecar,Paracin,Uzice,Kraljevo,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Nis IZJZ Nis,Kopaonik,Novi Pazar,Vranje,Vrsac
2020-01-01,4.54,7.81,,10.77,4.81,8.78,4.23,7.56,5.45,8.62,5.73,5.42,19.89,6.95,15.23,12.54,10.36,13.6,10.39,6.17,7.12,5.37,21.06,,3.36,13.14,18.04,13.24,8.57,2.89,,12.86,
2020-01-02,3.27,10.32,,10.39,5.6,9.41,5.11,10.82,7.56,19.17,16.53,4.96,17.92,10,13.45,10.36,7.15,7.48,7.45,5.91,8.68,5.39,18.03,,4.11,11.72,16.23,13.11,9.3,,,16.49,
2020-01-03,3.52,8.21,2.09,11.75,5.43,11.76,6.26,7.87,16.87,42.87,5.21,5.22,14.07,7.83,14.12,26.9,24.68,17.24,14.85,7.37,9.17,5.6,24.58,,9.22,6.83,16.13,11.75,12.46,,,25.98,
2020-01-04,4.59,8.76,2.99,12.25,5.59,11.48,6.49,8.77,14.3,24.64,4.71,7.09,9.18,8.7,13.54,16.03,39.43,95.89,29.96,10.39,7.3,6.51,37.96,,8.55,8.55,21.12,17.35,13.8,2.8,,37.77,
2020-01-05,3.51,8.15,2.62,10.89,5.19,9.03,5.88,4.19,4.95,8.08,4.26,11.12,20.68,6.12,10.87,7.27,9.54,9.76,8.42,6.83,5.17,5.83,28.68,,3.77,5.72,7.42,11.95,8.07,2.99,,9.48,
2020-01-06,3.95,9.31,,11.32,5.15,7.47,4.6,5.27,4.62,6.13,4.11,9.83,19.27,6.55,10.8,9.36,10.33,12.69,8.77,6.68,10.48,5.62,22.65,,3.9,13.81,18.97,10.69,7.94,2.52,,10.73,
2020-01-07,4.87,12.39,2.47,5.42,6.74,14.54,5.92,11.42,10.11,14.16,6.65,13.72,15.76,8.5,20.19,54.08,41.87,37.42,27.54,9.08,8.25,5.81,34.45,,5.55,10.66,19.6,12.29,10.86,4.64,,15.83,
2020-01-08,4.56,8.62,2.08,5.16,5.8,9.89,7.85,10.31,15.75,27.24,8.16,6.04,16.7,8.52,12.33,55.23,44.8,47.58,34.9,9.34,7.85,5.81,63.68,,5.34,16.26,33.49,10.72,10.46,4.29,,14.8,
2020-01-09,4.01,9.29,4.03,5.17,7.5,19.04,13.55,10.74,13.42,18.28,20.45,32.91,29.65,20.22,18.55,28.54,23.96,26.82,24.76,7.36,9.15,5.58,53.25,,9.37,10,22.53,14.02,14.51,4.2,,19.07,
2020-01-10,8.17,26.56,18.57,10.51,12.34,31.34,13.73,22.58,23.97,34.68,18.57,26.97,33.35,17.51,15.57,49.57,160.14,138.67,435.9,8.04,12.36,5.47,106.45,,13.97,13.38,15.95,17.07,17.32,4.12,,20.82,
2020-01-11,4.74,11.37,6.16,4.54,7.39,18.21,8.35,12.58,9.06,15.64,15.21,14.53,29.92,12.77,21.23,,27.94,26.62,48.66,7.67,11.19,5.46,53.29,,10.33,15.61,26.57,16.3,11.39,3.91,,16.35,
2020-01-12,3.34,7.13,1.82,3.91,5.46,9.85,5.18,6.76,9.14,11.88,5.4,5.95,13.83,7.7,13.57,,50.16,51.71,23.42,4.9,9.61,5.45,44.16,,6.88,11.45,18.47,16.81,10.38,3.94,,6.09,
2020-01-13,7.72,8.05,2.38,4.8,5.02,13.26,5.5,7.7,13.03,15.46,2.61,18.72,6.59,6.27,10.64,20.57,77.94,,49.36,11.33,9.28,5.72,42.7,,9.55,6.68,11.05,13.67,12.96,3.87,,4.55,
2020-01-14,11.58,8.54,3.91,5.98,5.37,14.97,10.37,11.67,14.63,20.9,2.9,14.1,10.22,8.46,17.33,40.99,291.53,,66.65,7.54,8.13,5.87,73.51,,14.06,6.67,10.91,11.47,11.97,3.9,,2.48,
2020-01-15,,8.43,2.85,5.31,5.23,16.09,7.46,8.02,17.04,18.07,2.87,26.84,19.76,8.43,14.61,39.71,429.34,209.12,90.73,6.94,9.63,5.68,44.54,,12.28,7.43,8.98,11.03,13.38,3.61,,1.53,
2020-01-16,,7.81,2.41,4.99,5,10.16,4.81,7.38,11.89,14.5,1.98,5.02,7.04,5.76,16,,161.1,82.43,258.96,5.65,9.56,5.54,40.97,,12.01,11.5,18.03,11.51,13.99,3.81,,4.05,
2020-01-17,,7.06,2.78,6.6,5.26,12.19,8.75,9.53,14.17,14.54,2.21,16.94,17.16,6.59,10.8,,157.33,182.19,25.64,11.66,8.3,5.37,9.37,,10.65,8.06,38.75,9.26,11.32,4.43,,14.26,
2020-01-18,6.21,7.97,4.09,7.64,5.55,13.23,7.42,7.35,10.52,10.72,2.87,12.42,44.55,7.38,11.36,,11.5,,8.6,5.06,7.61,5.05,15.36,,6.13,8.01,7.06,7.77,10.14,4.8,,5.48,
2020-01-19,5.1,7.73,3.51,6.54,5.13,11.77,7.64,5.06,10.22,17.63,2.89,6.38,19.02,6.45,10.84,,52.13,,39.47,12.57,7.35,5.46,16.11,,4.2,13.1,14.11,9.21,8.92,5.14,,9.4,
2020-01-20,3.21,6.79,1.81,4.35,4.12,8.81,4.75,5.49,8.3,10.41,1.5,5.11,21.88,3.9,9.16,,12.72,18.33,18.35,4.75,6.87,5.18,29.4,,3.22,14.91,22.88,9.5,9.23,4.53,,16.44,
2020-01-21,2.59,6.71,4.35,3.42,4.91,9.38,5.88,6.13,6.36,7.85,12.03,4.5,28.16,4.93,10.53,,6.87,12.18,11.16,3.07,9.08,5.9,20.08,,3.94,15.77,16.47,11.04,10.21,4.44,,18.58,
2020-01-22,4.68,14.74,,7.69,8.75,24.61,36.89,23.75,23.93,43.22,17.31,14.78,36.06,13.76,18.52,,42.33,37.89,21.79,6.5,10.13,5.81,27.02,,8.35,10.29,12.5,12,13.56,4.18,,39.69,
2020-01-23,4.62,9.33,3.06,4.31,6.82,17.8,23.74,27.36,17.21,34.17,8.05,6.03,21.4,18.79,15.2,,26.15,32.85,22.87,7.12,8.66,5.78,26.69,,6.39,10.72,25.23,12.73,11.16,5.58,,15.98,
2020-01-24,9.44,17.87,11.27,9.12,10.85,21.64,21.95,20.38,20.39,31.26,16.92,12.23,35.4,19.34,14.65,,202.48,126.87,74.49,7.22,9.59,5.61,40.35,,9.7,12.93,14.06,16.2,21.95,4.23,,9.2,
2020-01-25,12.13,14.71,11.75,9.27,12.37,31.92,30.41,31.31,26.13,50.06,18.6,18.73,45.73,23.57,19.5,,150.32,172.78,222.9,9.18,11.22,5.82,77.6,,12.08,11.7,11.58,19.99,22.47,4.46,,12.58,
2020-01-26,8.36,10.94,9.47,7.27,13.78,29.19,22.63,21.13,17.27,28.85,21.21,25.12,68.13,25.23,18.5,,86.75,276.22,452.41,7.79,11.29,6.61,64.27,,9.34,12.99,13.22,19.03,18.28,4.57,,21.93,
2020-01-27,7.45,9.07,5.37,5.48,6.95,11.24,7.15,6.83,8.96,9.42,7.54,10.88,19.9,11.35,14.93,,56.53,95.52,70.24,8.66,9.51,6.72,40.29,,10.78,12.99,22.43,14.83,11.93,5.16,,11.11,
2020-01-28,9.68,12.1,9.46,5.55,9.01,16.36,15.56,15.44,9.77,19.62,19.12,14.04,40.73,19.35,19.9,,24.29,18.69,21.84,9.34,8.85,7.1,51.3,,9.23,11.74,,23.24,14.26,5.53,,13.11,
2020-01-29,8.75,10.99,6.95,5.76,8.94,17.03,8.11,8.39,8.59,14.7,7.27,11.71,25.71,14.7,16.06,,17.52,14.07,19.44,7.28,7.95,6.87,27.22,,5.84,11.96,,16.54,12.91,5.41,,13.39,
2020-01-30,7.35,10.03,3.05,4.85,7.98,10.8,6.93,10.16,8.36,12.9,8.71,7.41,20.34,14.69,17.87,,10.87,9.32,18.07,6.47,7.64,6.21,17.58,,6.43,9.61,15.91,11.82,11.16,5.16,,9.24,
2020-01-31,10.09,14.92,10.41,7.5,11.64,19,15.37,28.5,12.57,24.32,15.42,16.07,51,20.04,20.16,13,12.54,10.69,27.81,6.66,8.88,6.36,27.82,,6.49,10.61,10.45,19.49,18.53,4.76,,10.92,
2020-02-01,8.86,14.34,8.06,5.81,12.84,19.21,20.22,26.17,11.5,18.99,8.08,17.36,46,22.08,19.78,19.66,17.86,16.04,19.6,6.47,8.88,6.68,37.4,,6.86,12.52,9.56,17.48,15.22,4.91,,14.82,
2020-02-02,9.15,13.7,9.94,5.47,12.68,18.13,10.61,14.57,8.05,10.28,7.38,16.61,42.23,19.45,20.33,11.26,12.08,9.15,13.54,6.12,7.8,6.8,37.24,,5.62,11.31,9.73,18.12,15.29,5.14,,10.95,
2020-02-03,7.81,11.11,8.4,2.78,10.54,13.44,8.79,14.31,8.15,10.12,7.24,12.73,28.2,17.2,21.85,13.94,15.11,14.82,14.97,7.76,9.2,6.59,38.39,,4.87,12.21,12.29,18.49,15.02,4.95,,12.16,
2020-02-04,10.53,10.58,8.88,7.05,8.94,12.76,9.41,11.32,7.52,8.63,4.23,10.57,22.1,17.81,17.81,22.2,49.6,22.22,22.08,9.04,7.9,7.17,36.68,,5.91,20.04,,17.44,13.66,5.6,,13.02,
2020-02-05,10.27,8.71,6.69,13.16,7.35,9.68,6.36,4.71,6.05,5.39,2.84,33.91,10.27,11.71,14.51,9.13,16.72,8.24,7,8.45,6.04,6.71,25.95,,4.5,8.39,12.35,11.96,8.21,6.5,,6.4,
2020-02-06,8.78,7.52,4.76,3.64,6.63,9.25,6.11,4.74,5.67,5.38,2.98,31.09,34.24,8.38,14.45,9.54,15.75,12.52,11.19,6.43,5.74,5.55,21.61,,3.01,15.22,15.59,7.99,8.76,5.44,,9.07,
2020-02-07,7.5,7.45,4.78,2.34,6.33,8.41,5.21,5.29,5.63,6.26,3.18,10.76,30.25,12.67,16.96,9.04,12.25,9.39,7.42,6.3,8.04,5.9,23.92,,3.83,18.04,21.03,10.15,9.25,4.89,,6.83,
2020-02-08,8.14,6.86,4.04,2.27,6.2,10.45,9.44,7.94,6.35,8.35,3.36,10.61,15.63,8.48,15.98,20.16,47.53,22.72,10.43,8.66,8.72,5.93,41.6,,4.71,12.44,25.17,14.23,17.13,4.68,,6.51,
2020-02-09,13.3,28.15,29.93,14,11.99,28.46,24.06,21.43,15.28,39.77,8.77,13.4,25.33,32.44,14.2,24.49,97.65,18.96,18.33,4.83,7.29,5.28,40.82,,4.91,8.02,15.57,8.79,14.79,4.39,22.39,7.1,
2020-02-10,13.58,13.18,11.72,7.33,11.33,18.74,13.28,15.18,8.27,13.19,6.81,13.79,40.79,20.02,17.22,37.67,70.57,106.31,52.19,8.86,6.75,6.03,31.64,,5.4,12.01,11.74,14.8,12.85,4.7,35.25,10.25,
2020-02-11,9.29,9.14,7.69,5.19,7.72,11.65,7.93,6.86,8.34,9.37,3.39,9.5,18.01,13.72,16.15,9.87,67.38,55.34,47.18,6.27,7.12,6.56,34.06,,4.38,11.42,8.42,15.78,12.11,5.37,25.1,13.65,
2020-02-12,9.68,8.54,6.44,3.13,8.25,13.81,8.17,10.65,8.02,11.08,4.93,9.29,15.83,13.09,18.11,8.11,11.59,7.44,9.08,4.42,6.89,5.88,35.32,,3.85,8.6,7.56,10.95,10.47,5.07,19.48,7.49,
2020-02-13,8.74,11.93,10.81,5.43,10.47,18.66,16.12,20.58,13.11,23.93,7.57,42.34,35.62,19.52,16.24,42.89,221.6,143.48,130.7,4.13,8.26,5.51,38.71,,5.78,9.37,8.63,9.15,12.96,4.7,17.76,6.95,
2020-02-14,9.69,8.96,6.19,3.63,7.37,11.79,9.16,10.65,7.93,9.24,3.79,10.12,23.15,13.84,15.74,46.95,107.65,200.29,103.99,5.59,6.9,6.11,29.74,,5.71,21.72,12.77,11.04,12.14,5.19,29.2,6.41,
2020-02-15,7.39,7.81,3.57,3.42,6.91,8.9,6.03,10.31,8.37,12.98,3.39,6.46,22.41,12.69,13.33,9.74,19.63,49.77,17.77,3.32,6.11,5.43,39.35,,4.1,13.98,,10.14,10.66,4.93,22.46,12.19,
2020-02-16,14.46,12.36,11.63,13.13,13.63,14.1,10.03,11.44,8.39,14.83,4.73,7.75,32.48,11.46,14.98,14.64,95.04,156.31,71.06,3.18,6.82,5.29,32.59,,4.86,8.39,,7.01,11.52,4.61,18.21,7.33,
2020-02-17,12.12,14.45,13.46,8.06,10.47,18.47,15.69,17.65,13.16,15.52,10.09,9.13,43.24,20.17,18.33,14.1,154.95,,97.48,4.69,8.98,5.84,32.41,,7.48,11.89,,11.37,13.07,4.28,21.18,6.7,
2020-02-18,9.4,9.13,7.55,4.28,8.54,12.71,10.42,12.42,10.57,15.48,5.72,9.86,32.65,16.47,18.8,14.75,18.78,,52.2,6.27,9.17,5.88,41.23,,6.46,11.48,,14.43,13.49,5.25,22.72,17.62,
2020-02-19,8.37,8.5,5.92,4.7,8.88,11.23,9.68,9.45,9.5,9.35,5.89,10.09,26.23,12.96,18.45,8.09,13.21,450.47,13.16,6.44,7.05,6.41,39.98,,5.45,13.96,22.8,26.01,20.05,5,19.86,13.46,
2020-02-20,8.22,7.77,5.06,4.91,8.01,8.24,7.26,7.59,8.22,7.76,4.42,6.68,17.39,11.57,14.51,8.76,13.96,33.34,11.62,5.16,5.78,5.88,25.53,,3.41,12,9.73,8.9,9.09,5.64,26.07,19.24,
2020-02-21,9.58,16.5,11.73,9.82,10.93,15.05,17.03,20.71,11.83,16.33,5.77,11.95,21.79,13.35,20.21,8.03,12.06,13.13,8.86,5.76,7.36,5.55,25.26,,5.73,10.89,15.2,10.31,11.19,5.53,21.6,,
2020-02-22,7.16,6.55,4.75,5.86,6.81,8.76,6.44,10.3,9.19,20.6,5.97,6.79,25.84,15.08,14.64,12.28,13.4,15.99,10.11,4.1,6.45,5.24,27.46,,3.89,14.42,11.1,7.79,10.5,5.76,18.73,,
2020-02-23,13.25,18.76,18.89,12.33,13.54,22.95,21.98,24.82,14.19,26.77,8.41,17.48,36,25.61,21.12,14.26,15.16,16.28,9.8,5.2,8.19,5.52,28.28,,5.65,9.69,10.51,10.06,13.93,5.3,25.36,,
2020-02-24,10.39,11.88,8.59,11.01,11.84,10.85,11.63,13.8,9.02,13.17,9.29,15.94,38.33,16.92,19.91,14.85,15.79,16.72,9.32,7.51,6.36,6.04,37.37,,6.24,12.04,13.34,13.19,14.92,5.37,33.24,,
2020-02-25,18.55,24.16,25.84,18.22,14.66,20.18,15.89,19.03,13.73,18.08,10.99,24.89,40.47,20.46,24.88,11.1,20.95,38.58,19.17,8.45,9.18,6.62,41.76,,8.91,15.04,11.42,16.01,12.89,5.32,26.86,,
2020-02-26,14.13,12.44,11.59,7.78,12.45,14.47,12.57,16.69,9.85,11.22,6.62,25.27,21.38,20.68,18.35,9.85,19.62,15.52,12.84,9.26,8.74,7.07,25.37,,7.59,17.54,11.23,18.47,14.69,6.11,23.46,11.31,
2020-02-27,8.78,8.56,5.89,7.65,8.21,10.68,7.87,6.43,8.2,7.64,4.29,18.2,16.56,14.59,18.32,10.49,21.12,17,9.64,8.69,7.7,6.48,24.59,,4.14,11.87,12.48,13.84,10.38,6.31,19.54,10.28,
2020-02-28,6.75,8.15,3.99,6.79,8.06,11.28,8.42,7.06,8.27,8.8,4.69,4.89,13.33,14.64,17.19,7.81,17.63,12.85,6.17,7.5,,6.35,23.66,,4.72,16.34,11.98,9.35,10.02,5.69,26.06,6.97,
2020-02-29,8.21,9.77,5.38,8.72,8.97,13.54,7.31,9.64,7.42,8.83,6.58,6.98,22.18,13.21,17.9,8.47,16.4,15.43,7.96,6.76,,6.05,19.92,4.83,3.86,8.99,11.36,9.53,13.86,4.85,12.54,6.59,
2020-03-01,8,10.99,7.17,7.17,9.49,18.7,11.23,11.84,8.17,10.32,6.63,7.59,43.01,18.48,19.37,7.89,20.7,30.67,12.96,7.16,,6.18,35.1,3.56,4.79,9.58,11.09,14.42,17.59,4.7,16.41,7.82,
2020-03-02,7.75,10.04,7.79,6.86,11.82,14.79,14.34,19.04,11.13,12.38,7.52,8.34,21.92,18.36,19.22,7.83,21.73,22.43,9.98,8.4,,7.09,38.58,4.45,6.65,11.97,10.67,14.67,14.13,5.21,15.54,8.15,
2020-03-03,9.33,17.06,16.64,8.34,10.48,12.45,9.75,9.75,8.46,8.31,6.02,8.75,31.26,17.83,19.16,8.74,36.97,38.89,27.93,8.73,9.83,7.08,38.75,5.22,5,14.42,10.37,18.56,14.24,5.26,14.72,8.6,
2020-03-04,6.43,8.4,6.56,5.82,8.09,9.28,7.89,5.91,8.15,7.59,3.99,5.26,6.98,13.85,16.48,10.35,19.87,17.26,8.32,7.67,9.31,6.93,22.38,4.68,3.74,9.65,11.33,11.96,9.74,5.51,26.4,7.4,
2020-03-05,7.1,8.16,6.19,6.4,8.4,11.78,7.74,7.43,8.48,10.1,5.21,7.15,19.04,15.96,17.5,9.71,20.67,20.03,12.33,9.88,10.16,6.57,29.59,5.42,5.59,10.91,,12.44,10.53,5.34,18.66,18.56,
2020-03-06,10.02,10.01,11.79,9.03,9.01,15.19,10.12,9.28,8.6,10.16,6.07,8.02,26.42,17.38,19.83,8.15,20.1,37.13,9.53,9.43,11.06,6.84,27.75,6.51,6.89,16.79,,14.26,14.38,5.71,22.19,7.2,
2020-03-07,6.83,8.21,6.47,5.95,8.16,12.08,8.69,5.84,7.73,11.01,4,6.73,20.45,13.95,16.43,8.03,19.6,24.29,12.38,8.15,9.49,6.7,26.96,5.7,4.26,9.94,,12.69,11.64,5.26,18.31,7.66,
2020-03-08,6.18,6.7,4.23,5.78,7.17,8.96,6.46,5.09,6.55,6.33,3.01,4.53,14.33,11.3,15.43,8.56,18.15,16.98,7.6,5.36,8.6,6.3,21.24,5.57,2.36,9.55,,8.09,8.38,5.07,13.3,4.58,
2020-03-09,6.96,7.67,5.02,5.88,8.25,10.16,7.9,6.53,7.87,8.17,5.37,9.36,14.43,14.08,24.48,13.49,22.57,21.55,12.98,6.58,13.53,6.4,27.18,15.65,3.71,10.14,,11.37,9.72,5.23,16.17,6.19,
2020-03-10,7.36,7.94,4.85,5.58,8.43,9.57,8,7.8,8.26,10.59,4.57,5.1,19.01,15.49,18.95,7.72,17.22,14.25,6.88,6.18,,7.63,17.43,5.04,3.58,9.98,,9.03,8.48,5.66,18.05,2.34,
2020-03-11,9.82,11.98,8.29,6.75,12.99,21.64,23.68,23.62,13.8,45.21,18.48,15.06,32.67,31.24,21.37,8.78,15,46.88,7.41,6.2,,1.88,27.32,5.46,4.91,10.29,10.49,12.37,12.12,4.58,17.95,10.67,13.8
2020-03-12,12.05,20.79,19.1,8.95,12.21,15.06,14.62,23.92,10.01,13.67,8.59,8.2,24.17,21.11,20.46,8.87,59.31,29.61,20.73,6.59,9.92,3.17,35.31,5.74,8.03,6.56,8.62,11.12,12.54,4.38,17.21,10.55,9.25
2020-03-13,7.48,8.41,7.01,5.83,9.25,10.16,9.4,10.35,8.3,10.2,5.21,13.57,17.87,19.01,25.05,10.91,90.2,50.8,33.78,8.19,11.53,3.79,23.4,8.22,8.15,7.78,14.29,14.54,12.85,4.88,18.36,18.12,4.36
2020-03-14,5.87,6.6,6.13,7.45,8.22,8.9,7.81,7.67,7.19,8.38,5.51,5.8,29.69,13.77,26.38,9.33,22.38,23.62,13.96,7.86,9.46,3.07,26.94,10.35,4.27,11.73,14.6,14.76,13.02,5.31,16.09,17.57,3.07
2020-03-15,8.84,5.23,5.57,4.61,7.36,10.03,8.2,5.35,6.68,7.6,2.98,5.12,24,10.56,22.01,6.73,14.2,219.84,5.86,5.06,13.02,2.57,16.12,5.67,4.66,11.59,9.02,7.53,9.01,6.15,13.16,5.2,2.07
2020-03-16,6.17,6.55,7.71,6.15,18.33,13.89,9,8.96,8.81,11.61,6.89,3.78,34.59,8.52,14.83,5.23,14.99,52.4,13.5,3.03,9.2,2.05,14.14,3.01,3.72,8.26,6.64,3.74,12.52,4.28,18.19,4.31,2.3
2020-03-17,9.28,9.66,9.65,6.15,11.24,15.52,11.02,11.22,8.7,15.2,8.18,8.56,32.77,15.19,23.2,14.89,141.9,88.31,47.58,9.66,14.67,2.73,37.91,8.7,6.89,14.98,13.39,11,18.33,5.25,17.02,11.11,8.41
2020-03-18,7.98,7.57,8.16,4.93,9.57,11.76,8.86,11.05,9,10.96,7.67,25.22,18.67,12.89,31.08,6.85,17.68,47.35,23.15,7.36,,2.73,37.76,8.96,10.34,8.63,12.26,9.02,11.66,5.93,14.15,11.6,3.67
2020-03-19,8.98,8.07,8.42,4.75,17.77,17.65,24.23,22.49,14.16,28.19,10.76,11.43,20.39,31.99,31.23,10.08,89.14,53.57,24.1,5,,2.76,43.53,9.67,6.45,6.63,12.49,8,12.21,5.07,12.35,7.46,9.62
2020-03-20,8.41,13.71,19.54,8.15,42.76,22.44,35.99,14.67,11.4,14.87,25.02,27.31,21.97,83.81,27.18,10.78,101.12,83.61,51.18,8.74,,3.5,40.88,16.83,8.1,10.71,17.02,11.13,15.47,5.2,13.98,17.87,9.54
2020-03-21,16.67,10.6,15.69,8.77,12.16,19.88,13.23,13.16,10.63,17.92,9.03,18.85,33.3,39.45,28.21,12.89,260.03,177.62,49.07,11.05,11.8,4.36,39.45,17.04,6.94,14.67,15.61,15.26,14.33,5.63,13.03,11.03,13.08
2020-03-22,6.28,5.55,7.56,5.59,8.45,8.35,8.59,4.57,6.07,6.4,3.34,8.83,18.73,11.82,14.9,10.85,22.88,22.01,12.02,8.78,8.25,2.83,20.95,9.4,2.7,16.21,10.4,9.1,10.19,5.45,15.28,15.08,2.7
2020-03-23,7.37,5.14,7.3,6.58,7.26,9.06,7.27,3.99,6.32,5.9,2.73,19.09,19.65,10.27,17.47,6.66,15.62,48.65,5.04,5.68,12.05,3.24,16.92,13.4,5.4,8.02,15.48,10.29,12.08,5.29,29.62,2.72,1.4
2020-03-24,7.26,4.63,6.96,6.93,6.67,9.95,9.37,10.86,13.19,16.24,2.6,4.58,10.3,10.28,14.05,6.12,15.78,181.2,4.05,5.4,8.43,3.17,7.95,5.96,2.73,5.41,9.11,5.67,7.99,5.25,10.69,2.3,1.13
2020-03-25,7.14,4.49,6.92,8.07,7.2,15.99,10.57,6.96,8.24,10.96,5.89,7.03,53.95,10.27,14.08,6.13,23.9,210.14,4.07,4.95,8.32,,10.99,5.6,2.44,5.4,8.61,5.91,8.82,5.06,12.92,4.6,1.78
2020-03-26,7.73,8.38,13.72,9.26,8.32,15.37,10.16,7.08,7.85,8.5,14.98,8.12,50.47,12.43,15.98,6.84,20.5,255.44,5.66,4.66,8.87,3.64,10.17,4.76,2.68,7.42,7.89,6.99,9.38,4.95,11.95,9.9,2.73
2020-03-27,10.22,8.98,13.36,7.84,12.97,23.85,11.12,8.38,8.33,9.27,16.98,8.19,42.99,13.93,18.59,6.76,16.52,522.91,7.91,4.81,9.66,4.46,17.77,6.03,3.54,5.38,7.97,7.87,8.79,5.09,14.46,12.56,3.09
2020-03-28,13.39,14.61,17.81,8.85,14.44,18.45,14.52,12.28,10.92,19.49,12.8,32.58,23.86,19.21,22.48,7.26,48.27,89.48,27.11,6.53,10.57,4.69,28.19,9.79,4.84,6.43,9.77,9.94,9.75,5.27,11.31,5.79,5.06
2020-03-29,9.54,9.01,12.28,9.89,11.79,14.71,12.32,11.43,9.86,13.38,11.21,14.6,25.91,24.73,27.77,12.29,28.21,27.01,21.71,8.02,16.22,5.31,28.08,14.35,8.27,11.8,20.32,14.37,12.28,5.8,21.15,8.6,4.39
2020-03-30,7.93,6.27,9.43,7.17,8.99,9.19,8.32,6.96,7.65,7.48,6.35,7.26,27.31,13.98,18.53,10.03,21.13,21.61,13.58,7.3,11.68,5.06,21.23,12.54,6.88,10.42,14.48,11.71,10.74,5.47,9.69,8.09,1.77
2020-03-31,7.99,5.12,8.07,6.54,8.35,9.54,8.42,5.01,7.54,9.83,4.73,9.5,31.27,13.64,19.28,11.03,22.63,26.89,11.75,4.44,10.67,5.14,21.2,7.43,2.68,10.24,15.32,8.56,10.4,5.41,17.66,11.39,1.58
2020-04-01,10.17,6.49,10.58,8.38,9.87,14.34,17.08,13.9,13.93,19.97,9.44,6.43,30.07,11.66,15.7,6.82,17.08,545.61,4.52,5.06,8.32,6.46,8.71,5.42,2.7,4.56,9.32,4.77,7.9,5.51,21.71,2.09,1.35
2020-04-02,14.8,11.93,14.79,8.39,23.22,13.38,11.89,10.78,8.55,10.13,10.1,7.4,24.13,13.95,16.3,6.77,17,432.12,5.98,6.13,9.58,5.06,15.09,7.02,3.15,5.73,8.92,7.02,9.36,4.78,9.84,4.44,2.2
2020-04-03,11.59,11.93,16.61,10.72,14.39,21.23,13.05,13.27,10.91,15.24,10.39,16.57,29.88,34.36,29.2,8.48,68.83,59.25,17.6,8.71,13.88,2.91,27.53,9.12,6.98,7.27,13.05,11.27,10.98,5.26,12.38,4.45,8.41
2020-04-04,9.17,6.53,9.75,5.82,9.25,13.19,10.75,10.14,9.66,15.26,6.51,45.23,32.44,15.92,25.43,8.14,25.94,484.26,63.93,6.21,15.81,3.34,29.79,23.72,8.31,10.65,12.74,13.14,13.53,6.72,18.21,5.12,3.02
2020-04-05,7.25,6,9.52,5.15,13.47,19.71,11.96,8.94,9.14,10.28,9.27,7.3,22.38,12.23,,6.25,14.05,762.52,7.08,3.82,9.05,2.36,18.71,7.85,2.77,5.93,7.82,6.41,9.61,4.67,6.75,30.26,1.57
2020-04-06,6.85,7.44,10.61,4.91,10.65,12.8,9.01,5.91,7.11,6.41,8.04,5.2,26.5,10.11,14.25,5.19,11.97,98.43,4,2.51,8.33,2.38,24.97,5.35,2.96,4.77,7.38,3.68,8.9,3.82,7.35,,0.61
2020-04-07,6.92,7.59,10.91,4.69,8.99,10.37,8.68,6.2,7.08,6.42,13.86,5.16,25.8,10.06,14.93,4.95,14.75,161.32,12.61,2.12,7.86,2.1,19.47,4.8,4.55,4.26,7.05,2.09,8.45,4.02,6.74,,0.47
2020-04-08,7.58,7.2,11.33,10.47,15.11,20.18,15.18,13.93,11.22,15.16,12.75,37.58,23.62,16.3,16.37,5.29,24.85,87.3,27.28,3.66,9.19,2.16,28.47,6.37,10.65,5.54,7.73,3.99,9.07,4.11,9.77,,3.42
2020-04-09,8.14,6.7,7.8,5.4,12.45,11.87,9.92,10.94,9.27,17.94,7.1,16.73,14.7,17.1,25.94,10.74,121.3,75.94,31.6,5.13,13.82,4.9,30.51,13.57,12.29,6.79,13.21,5.99,11.46,4.33,10.94,6.47,6.95
2020-04-10,7.93,6.48,8.2,5.33,9.89,11.86,9.03,8.56,8.48,11.93,6.28,20.69,12,17.26,11.61,7.96,20.1,16.57,13.17,5.7,10.8,6.51,26.45,14.48,11.46,8.84,20.37,10.03,14.32,4.82,16.21,13.14,2.3
2020-04-11,7.27,5.45,7.4,4.97,9.49,13.01,8.77,7.29,8.31,11.3,5.77,21.48,12.76,15.63,9.72,11.3,29.78,119.32,16.45,6.57,9.6,7.21,24.49,14.21,8.03,8.92,10.59,7.97,12.75,5.09,15.31,18.7,0.6
2020-04-12,7.93,9.37,12.56,7.14,13.88,15.85,12.05,9.1,9.21,12.68,9.78,8.4,12.91,20.78,8.47,7.33,43.05,106.43,53.63,5.82,9.62,7.77,23.92,11.07,7.89,7.1,13.51,6.44,17.84,4.23,8.68,8.18,2.43
2020-04-13,9.22,8.78,11.59,7.84,14.44,21.34,14.33,13.7,10.88,14.67,11.09,15.49,27.67,22.81,9.09,8.91,177.91,140.84,124.88,5.55,8.91,8.32,27.3,9.34,6.34,7.05,13.48,13.07,16.5,4.84,9.79,7.76,6.92
