Datum,Novi Sad Rumenacka,Novi Sad Liman,Beocin Centar,Sremska Mitrovica,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Sabac,Kostolac,Smederevo Centar,Obrenovac Centar,Smederevo Carina,Valjevo,Bor Institut RIM,Kragujevac,Kosjeric,Popovac,Zajecar,Cacak,Paracin,Uzice,Kraljevo,Krusevac,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Nis IZJZ Nis,Novi Pazar,Vranje,Vrsac
2020-11-09,24.46,18.4,22.17,22.66,25.21,23.02,29.99,24.95,47.24,13.93,10.85,18.06,39.38,19.61,17.53,18.51,22.26,14.42,7.71,11.44,24,14.78,35.54,13.39,12.75,2.86,26.41,25.11,25.04,19.37,15.74
2020-11-10,21.86,17.09,15.15,25.73,27.16,27.25,30.54,25.31,34.61,23.14,9.36,28.95,33.97,15.23,21.49,24.7,23.75,10.14,10.26,12.15,17.6,11.27,30.98,12.01,14.09,2.26,20.72,24.11,16.29,16.03,13.54
2020-11-11,15.12,13.04,12.72,23.71,20.21,21.98,23.57,18.03,32.72,20.04,6.2,28.12,26.57,12.61,18.73,21.26,21.21,10.18,8.97,8.43,13.52,14.35,24.61,9.81,12.57,2.43,17.18,20.96,17.84,22.97,7.99
2020-11-12,27.43,20.66,16.42,26.81,27.74,30.57,31.8,30.38,40.69,22.61,8.43,29.38,39.45,17.37,20.85,25.57,27.62,14.39,7.99,16.06,21.91,16.62,34.41,16.44,18.31,2.85,25.88,31.37,20.57,26.15,9.33
2020-11-13,26.09,22.23,15.77,22.57,30.68,31,33.89,34.22,42.67,21.88,11.9,20.67,38.65,17.89,21.49,27.32,28.75,12.7,7.62,17.03,25.45,16.65,33.53,18.45,17.11,4.55,29.01,31.3,24.18,35.05,18.68
2020-11-14,19.22,14.27,16.51,27.43,25.15,29.05,35.81,30.01,34.59,30.33,13.05,23.73,41.69,17.11,16.35,34.32,29.62,11.55,6.98,17.65,18.14,17.45,26.57,15.71,13.54,3.2,28.39,31.45,26.06,28.68,18.94
2020-11-15,15.89,10.8,13.24,21.7,24.72,30.08,36.17,24.11,35.03,23.54,13.64,25.48,31.46,19,17.8,25.93,22.89,14.47,6.99,,14.8,12.14,21.54,11.9,11.34,2.99,22.35,21.51,23.84,30.76,15.35
2020-11-16,32.44,,26.62,28.94,39.23,47.43,48.12,40.79,40.01,27.68,10.46,33.25,46.87,16.57,32.9,24.44,29.87,11.36,9.5,13.01,26.76,15.64,39.67,16.68,19.87,4.67,38.97,43.8,31.93,32,9.99
2020-11-17,23.72,20.1,16.42,20.24,22.61,21.7,29.24,25.77,45.93,15,9.42,13.46,35.64,12.93,25.11,25.84,26.23,9.61,7.22,15.98,14.98,16.5,29.24,13.75,14.81,8.45,16.16,22.29,22.57,19.54,16.86
2020-11-18,21.06,14.73,16.33,21.65,22.59,28.02,33.08,29.51,53.62,22.98,9.01,19.69,34.77,16.48,23.29,24.66,29.99,12.97,6.24,17.13,20.59,18.3,31.29,14.26,15.38,5.08,19.07,26.14,21.45,15.86,20.83
2020-11-19,18.36,12.59,16.7,25.79,21.97,23.19,34.37,20.3,46.84,18.63,6.2,24.37,21.57,11.14,30.72,25.06,23.99,12.54,10.15,11.26,21.08,13.43,32.37,9.46,15.38,2.53,22.41,27.92,26.41,23.93,8.82
2020-11-20,26.01,20.92,13.6,19.25,20.71,26.2,28.49,26.65,56.7,16.09,8.91,17.31,27.55,13.35,23.73,29.96,25.83,8.11,7.06,17.36,12.94,16.93,27.01,13.11,16.42,5.43,19.68,22.23,24.13,16.44,13.53
2020-11-21,18.88,13.56,9,12.97,13.85,21.02,23.51,17.84,49.76,14.59,6.84,19.19,24.94,11.86,29.18,28.87,20.66,10.29,6.2,11.99,8.96,12.89,23.33,11.02,9.6,5.69,14.52,15.5,18.03,12.64,13.87
2020-11-22,19.83,12.81,15.1,21.34,22.8,21.3,33.86,23.03,47.43,20.21,11.19,21.82,20.61,14.71,21.16,27.41,22.09,9.2,6.77,10.02,14.62,14.04,20.11,10.82,12.04,3.57,17.59,17.79,19.01,14.62,18.91
2020-11-23,33.32,20.8,21.22,35.41,27.3,36.22,41.86,33.12,52.64,26.72,12.52,20.56,34.39,15.25,31.88,41.96,29.01,20.87,8.98,24.15,25.23,20.19,31.03,16.61,18.6,6.91,29.06,29.62,24.62,27.9,16.55
2020-11-24,23.18,20.38,18.99,28.16,31.19,33.64,40.17,36.16,54.22,24.76,11.67,22.38,33.82,18.29,30.58,43.32,33.18,15.03,7.29,24.73,19.41,20.53,32.4,14.55,17.48,5.49,23.64,29.58,25.42,20.11,19.25
2020-11-25,19.1,12.3,15.88,29.55,28.2,31,39.21,30.54,49.37,28.05,13.76,,29.31,19.05,30.54,57.55,35.04,14.26,9.71,21.06,23.42,21.99,37.46,15.4,21.82,3.64,28.35,29.84,25.74,27.58,19.22
2020-11-26,23.15,13.38,22.9,21.59,23.69,31.82,32.43,29.72,41.24,22.07,14.5,,36.67,11.55,27.88,58.64,30.34,18.65,11.07,34.01,30.12,18.8,38,24.37,21.61,4.97,38.57,42.61,40.44,32.26,17.45
2020-11-27,30.75,20.92,24.54,22.03,42.54,47.24,50.08,46.06,55.1,23.64,12.68,,51.96,16.9,22.47,48.34,27.92,19.42,13.45,41.42,27.98,19.35,46.6,17.56,17.47,8.65,32.83,28.39,49.65,34.63,15.08
2020-11-28,23.08,17.1,13.89,24.46,47.99,50.69,50.83,45.33,52.3,25.03,10.18,,45.08,15.74,20.72,24.63,30.19,22.49,14.6,33.11,21.8,17.58,43.36,14.68,16.51,4.4,30.35,28.5,46.21,36.32,13.23
2020-11-29,20.39,13.78,10.8,20.2,22.42,27.87,31.14,26.23,42.59,16.46,6.27,,25.55,11.63,19.59,15,25.52,9.25,7.56,17.82,15.33,16.27,18.78,11.39,15.46,12.93,23.29,22.76,23.97,16.06,15.35
2020-11-30,28.82,18.43,14.27,27.31,30.66,30.63,46.82,33.02,44.99,26.43,20.72,,32.74,17.06,31.23,18.34,29.46,13.54,6.84,23.36,19.95,20.75,31.4,16.89,18.05,5.63,24.01,27.07,25.36,17.87,23.03
2020-12-01,20.4,15.83,18.45,24.78,28.5,31.18,36.98,26.78,33.56,23.9,10.18,,20.87,12.34,32.61,17.35,29.14,16.78,8.59,18.86,24.9,15.88,36.01,11.17,18.45,4.1,25.38,31.25,36.76,32.92,19.1
2020-12-02,17.99,10.32,16.03,24.28,21.64,27.01,35.64,20.42,28.57,30.78,6.27,,24.71,9.94,35.81,11.7,28.37,18.84,12.72,17.6,20.25,18.53,34.33,10.76,18.05,3.97,15.13,25.83,41.63,28.93,7.97
2020-12-03,16.37,8.53,9.95,21.76,16.25,17.09,25.9,14.46,22.85,20.4,6.27,19.15,11.73,6.87,,13.18,18.78,21.87,15.75,17.02,21.85,10.92,50.85,8.16,12.81,4.65,13.52,21.02,45.14,13.77,7.46
2020-12-04,17.95,8.66,8.6,20.05,19,15.01,26.95,16.86,19.07,15.4,7.03,20.19,9.79,7.77,24.53,26.31,18.12,16.37,18.02,20.86,18.56,10.07,47.18,8.14,10.51,3.76,11.47,16.85,25.92,18.75,6.53
2020-12-05,12.38,7.24,9.78,19.93,15.52,13.62,29.87,14.29,31.82,18.61,5.32,24.77,10.98,10.42,37.2,16.43,15.01,20.76,8.43,18.41,20.38,11.44,38.69,9.41,11.03,4.35,12.82,21.66,36.06,14.65,5.84
2020-12-06,7.35,3.35,7.39,10.6,9.1,9.81,15.52,8.82,29.31,9.28,4.95,13.32,6.99,5.57,17.82,12.81,11.95,11.57,8.58,8.13,12.54,4.91,31.18,5.76,8.01,3.35,8.24,13.62,26.3,16.16,3.66
2020-12-07,12.76,6.43,8.03,18.16,14.19,13.46,23.9,12.56,23.6,14.57,4.86,18.82,10.78,5.73,17.54,12.16,14.98,10.55,9.14,12.02,13.1,6.67,28.39,6.95,9.03,3,8.21,14.87,24.89,24.57,3.95
2020-12-08,12.8,8.54,14.91,19.84,16.01,15.81,25.73,14.07,24.83,17.88,5.01,23.07,13.31,6.88,29.12,13.42,14.75,9.62,10.93,14.33,15.79,13.63,19.45,7.33,12.39,4.13,12.96,18.79,31.61,21.87,5.01
2020-12-09,9.87,4.68,7.9,15.83,12.41,15.43,21.33,12.29,19.33,14.01,5.74,17.55,10.94,5.82,19.52,14.05,15.09,10.48,19.6,13.97,12.36,7.35,26.42,7.15,10.77,4.28,10.85,16.35,28.77,20.12,4.85
2020-12-10,22.54,15.23,13.27,21.19,25.32,30.46,33.97,28.22,41.84,24.54,10.38,28.87,28.14,14.82,23.27,29.85,27.33,11.97,9.7,22.34,19.66,18.16,30.88,14.34,17.61,2.89,18.08,27.02,30.82,20.81,14.56
2020-12-11,17.91,12.7,15.68,23,20.07,26.06,24.2,21.71,37.6,21.72,9,17.02,20.79,8.26,19.3,38.77,27.89,9.79,10.86,31.12,18.66,18.2,23.06,11.78,19.19,4.53,31.08,28.07,36.08,26.98,15.15
2020-12-12,15.76,10.23,13.06,25.65,20.3,22.27,28.38,20.96,41.18,20.62,6.32,22.52,22.61,9.5,20.42,22.69,26.46,12.24,9.94,15.64,15.07,16.29,22.2,10.87,17.37,3.81,21.91,21.2,41.13,17.04,12.72
2020-12-13,16.39,11.12,11.54,13.28,12.05,20.82,18.96,16.81,41.61,12.15,4.23,10.89,19.62,6.76,18.27,19.54,21.41,8.14,5.74,17.52,11.97,13.01,13.1,10.68,13.63,6,23.92,17.18,19.14,7.48,12.13
2020-12-14,27.9,14.38,13.31,20.27,15.01,32.02,27.16,22.56,43.44,17.43,4.2,17.08,25.78,8.61,24.52,16.87,28.31,7.98,6.24,18,8.21,13.8,24.7,10.32,13.14,,14.5,20.55,18.21,13.18,17.01
2020-12-15,18.5,11.88,16.21,25.16,,21.88,34.76,20.63,37.92,22.91,9.76,26.75,19.77,10.91,19.76,21.66,22.9,8.26,9.8,15.76,17.72,19.16,25.34,11.24,16,3.96,22.18,19.56,25.23,18.75,16.21
2020-12-16,30.35,22.12,26.25,27.93,,28.88,35.81,28.58,46.27,26.38,7.59,27.85,26.92,11.01,26.12,11.43,26.48,12.47,8.69,17.31,11.97,18.11,24.2,16.18,17.45,4.62,25.97,20.76,26.37,18.28,15.82
2020-12-17,38.45,30.94,33.03,23.06,39.12,41.53,43.41,40.91,57.28,22.04,12.52,19.91,34.9,12.34,27.8,20.83,28.43,15.16,8.02,14.5,24.16,22.37,29.18,18.17,19.29,6.61,31.32,27.08,32.09,22.05,21
2020-12-18,26.34,18.61,16.78,24.24,29.96,32.75,35.96,29.97,47.27,17.08,14.1,19.96,32.55,13.54,22.09,24.6,31.02,16.01,10.2,14.21,27.5,18.62,28.35,16.96,20.13,6.73,26.43,22.86,36.16,19.96,18.36
2020-12-19,21.45,12.11,16.45,24.08,28.06,29.28,34.44,25.5,40.4,23.23,10.75,21.44,25.85,11.6,17.46,11.96,24.51,8.6,10.02,10.6,14.08,15.85,17.03,12.54,19.23,6.3,19.6,15.81,26.33,16.5,19.56
2020-12-20,18.28,11.52,14.05,21.56,23.91,24.03,30.65,20.12,36.7,24.89,6.04,19.06,20.73,8.87,13.86,12.54,18.2,12.66,7.1,9.18,15.33,11.59,15.31,16.68,14.46,4.36,15.52,18.91,32.37,14.55,11.25
2020-12-21,21.48,15.51,23.38,27.45,24.29,22.35,34.77,19.74,35.34,22.86,6.21,31.52,24.42,10.25,29.5,17.13,18.51,11.44,11.42,15.27,20.92,14.47,24.29,11.4,13.51,2.76,17.51,24.5,35.69,20.49,8.59
2020-12-22,36.96,28.17,32.17,28.81,35.17,34.95,44.34,29.08,47.13,32.08,6.94,33.16,30.51,11.86,35.59,19.51,27.92,12.14,11.1,19.8,25.71,20.76,28.68,14.45,18.9,3.95,24.31,29.53,39.11,19.97,7.96
2020-12-23,42.98,19.53,22.37,41.43,56.28,54.36,78.19,53.53,68.78,43.28,20.86,37.78,48.38,18.03,33.35,42.06,37.27,11.3,13.45,29.25,30.34,27.64,39.47,28.88,27.29,7.81,36.8,42.09,53.49,25.03,15.73
2020-12-24,35.64,7.55,8.6,37.25,56.02,40.8,61.84,40.38,68.12,42.85,19.01,36.7,45.47,13.19,71.39,37.94,39.07,18.56,12.57,42.04,36.85,33.83,33.37,25.18,31.47,7.57,46.96,49.7,62.82,25.41,13.06
2020-12-25,35.28,19.39,16.87,29.27,23.51,35.75,37.73,,54.89,28.41,7,15.6,35.47,10.83,35.38,27.95,32.83,7.07,8.95,33.89,26.41,19.42,39.89,19.34,20.4,4.87,19.67,20.18,47.48,33.16,17.28
2020-12-26,22.08,13.74,12.52,19.06,10.63,23.23,17.49,,39.75,16.01,3.71,11.08,22.48,6.41,29.83,16.75,23.57,5.84,7.29,16.27,12.82,13.01,31.26,16.31,15.89,4.99,17.85,21.15,,11.96,11.71
2020-12-27,10.36,4.55,,16.03,12.46,14.86,19.24,13.02,27.18,17.72,3.78,15.18,11.93,6.77,23,11.35,18.53,9.68,9.03,8.26,14,9.5,21.13,8.23,15.76,3.07,13.77,17.45,,14.36,7.45
2020-12-28,21.88,4.43,,18.7,25.25,11.26,37.44,16.57,35.16,20.48,6.93,29,14.45,11.08,28.48,19.53,15.84,15.69,10.97,14.16,23.5,9.36,39.39,14.96,13.28,2.23,20.93,22.68,48.08,18.31,5.63
2020-12-29,22.86,8.17,,22.83,34.81,18.7,50.97,25.66,50.31,31.94,9.28,38.24,28.01,13.42,30.97,41.55,19.39,16.69,10.28,31.52,28.31,20.61,43.31,14.24,26.84,1.93,31.41,37.81,32.02,16.83,7.94
2020-12-30,34.44,17.01,,34.16,40.63,32.34,52.88,37.13,59.69,31.36,10.66,35.56,38.28,18.14,35.97,38.1,26.98,11.78,12.37,29.57,25.32,10.37,39.99,13,10.2,2.18,24.67,34.62,34.27,14.27,15.03
2020-12-31,31.14,14.69,18.64,23.14,28.8,25.39,39.41,26.48,53.67,17.56,11.78,23.29,36.24,10.23,34.91,28.99,26.21,10.6,8.96,32.65,19.83,11.23,33.97,19.62,10.88,3.4,25.85,25.8,35.04,18.86,14.34
