Datum,Novi Sad Rumenacka,Beocin Centar,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Smederevo Centar,Obrenovac Centar,Popovac,Nis O.s. Sveti Sava,Nis IZJZ Nis,Novi Pazar,Beograd Vracar,Novi Sad Liman,Smederevo Carina,Smederevo Radinac,Kostolac,Kragujevac,Valjevo,Kosjeric,Uzice,Zajecar,Bor,Kamenicki Vis
2020-10-03,22.07,,13.45,,4.74,18.52,15.3,10.23,,22.15,17.66,45.25,7.96,27.58,41.72,,22.5,25.76,35.73,42.44,47.71,29.97,44.06,13.91
2020-10-04,22.35,,16.33,21.07,4.69,23.46,18.88,14.62,,30.44,18.98,76.07,10.31,19.55,52.7,,39.19,43.85,34.82,40.81,35.73,36.37,37,32.03
2020-10-05,36.28,,25.77,31.7,8.5,35.26,29.84,23.26,,42.51,23.98,54.2,11.04,29.96,64.4,,33.19,58.28,44.61,52.59,56.76,51.71,42.61,35.34
2020-10-06,19.37,,17.98,22.18,7.94,27.59,18.28,13.39,,19.21,12.96,36.92,11.22,20.1,43,,31.75,42.39,34.64,39.54,39.36,34.35,29.74,12.26
2020-10-07,25.94,,17.2,21.71,8.29,22.78,21.14,11.69,,16.41,11.4,48.16,5.79,18.45,34.77,,30.03,21.38,30.83,21.94,29.56,29.68,39.32,8.24
2020-10-08,14.88,,8.08,11.01,4.93,15.43,11.24,6.58,,8.87,8.01,32.25,7.6,15.53,16.83,16.69,11.97,14.66,22.86,13.6,16.32,9.14,9.97,0.18
2020-10-09,22.28,,13.48,17.87,9.22,24.9,16.19,14.12,,18.61,14.55,35.07,15.02,15.89,26.71,36.01,31.02,27.04,34.46,32.1,31.2,29.42,21.4,20.87
2020-10-10,25.39,,22.88,26.07,12.97,35.2,32.58,15.19,,29.24,24.94,47.93,19.18,18.82,51.59,76.42,42.63,29.96,31.56,32.64,43.89,35.64,21.4,11.35
2020-10-11,35.43,,27.61,34.74,14.48,35.1,39.51,13.41,,31.62,29.76,53.04,13.75,32.33,61.48,91,33.91,36.72,50.43,38.45,41.17,40.21,41.7,12.45
2020-10-12,11.56,,13.43,17.24,6.85,18.02,16.78,4.97,,25.85,22.54,59.88,,13.88,25.25,50.51,21.04,25.76,32.82,29.2,38.99,42.77,68.01,11.03
2020-10-13,7.22,,5.8,7.97,3.04,9.32,13.65,7.85,,16.44,17.65,30.69,5.42,7.49,20.13,19.05,15.78,26.13,36.46,15.6,27.02,15.17,11.24,1.83
2020-10-14,17.48,,10.47,12.89,5.68,18.47,23.42,13.6,,35.18,30.05,58,8.32,12.79,26.89,72.78,16.7,35.44,45.34,31.38,47.89,33.26,24.85,6.04
2020-10-15,16.44,,8.88,10.01,5.04,14.03,22.98,5.61,,21.05,23.1,49.85,7.23,12.61,38.24,30.74,15.78,30.14,48.24,50.13,88.7,53.18,37.54,6.83
2020-10-16,21.46,,14.75,19.45,9.34,22.42,17.48,9.48,,23.56,24.21,38.33,7.96,19,26.53,45.39,20.86,28.68,27.75,23.04,36.64,61.22,35.54,6.66
2020-10-17,24.68,,18.09,20.15,10.96,23.82,27.23,10.31,,21.48,18.58,28.19,9.22,19.55,40.26,34.7,30.65,33.25,40.62,18.86,29.92,22.66,25.57,7.87
2020-10-18,19.88,,19.62,30.79,15.58,31.61,35.49,15.05,,27.02,26.58,36.08,14.83,13.7,45.2,84.14,35.73,30.33,38.45,27.75,29.02,38.01,12.69,6.41
2020-10-19,28.15,,31.42,38.77,24.76,49.17,53.34,19.51,,35.39,39.38,54.95,20.26,14.62,70.08,110.07,51.33,40.92,42.07,35.91,48.97,67.62,13.78,9.36
2020-10-20,38.73,,33.86,37.39,21.95,38.36,42.73,22.57,,40.01,40.33,66.27,16.46,25.03,57.64,81.8,30.47,56.09,70,49.01,58.95,104.89,37.35,9.34
2020-10-21,47.58,,20.98,27.04,13.71,30.33,33.5,19.11,,53.81,54.95,73.2,13.38,34.53,59.41,65.78,27.57,62.65,68.02,48.61,70.55,122.42,41.52,10.8
2020-10-22,62.09,,44.5,50.11,25.7,74.33,58.09,31.16,,63.79,57.99,87.47,33.46,31.42,94.05,115.03,49.17,54.26,55.13,58.23,84.16,119.16,41.89,10.98
2020-10-23,70.43,,75.84,75.78,42.33,104.68,75.39,30.81,,64.98,58.01,90.88,47.56,49.51,,132.31,66.61,58.82,77.41,64.94,87.96,130.31,34.45,11.72
2020-10-24,41.73,,74.67,75.66,40.93,87.1,82.18,26.29,,72.85,65.78,98.84,35.98,31.61,,136.79,68.36,83.49,93.42,67.11,64.94,184.21,39.9,23.26
2020-10-25,38.01,,35.96,42.33,23.39,47.36,59.15,19.19,,74.45,77.99,65.76,20.44,41.26,,59.41,46.62,64.31,70.92,51.51,48.25,74.75,45.16,15.75
2020-10-26,28.23,,24.51,29.09,17.83,33.57,41.53,16.08,,50.69,53.32,63.68,13.94,24.12,,80.58,33.73,42.57,58.58,46.07,49.16,63.59,34.27,12.81
2020-10-27,29.38,,17.69,20.26,9.91,19.97,23.43,16.42,,,29.38,68.35,8.32,30.51,,52.56,26.12,48.23,46.98,44.8,62.22,50.62,34.82,10.34
2020-10-28,42.86,,21.84,28.47,13.42,33.64,27.52,15.7,,44.46,41.08,76.04,17.73,50.6,,,36.82,46.41,57.68,50.43,64.02,84.98,42.43,12.27
2020-10-29,38.88,,27.59,36.28,17.75,48.85,44.9,15.6,,59.27,61.03,78.35,11.21,49.32,,,57.32,78.19,71.64,53.14,66.93,68.71,38.62,21.6
2020-10-30,31.35,,13.62,20.77,9.78,26.88,37.34,14.66,,41.42,37.56,73.11,12.66,24.48,,,35.37,31.42,43.17,45.89,44.44,67.07,16.68,10.98
2020-10-31,19.41,,16.57,22.35,10.25,24.04,13.39,13.14,,35.65,30.7,77.42,17.36,22.47,,,33.01,24.12,38.27,44.07,32.46,32.71,11.97,5.68
2020-11-01,23.85,,21.39,27.38,16.88,33.23,52.64,17,,32.37,39.23,59.41,29.66,21.92,,,42.62,48.23,44.26,35.01,42.81,73.82,11.79,6.04
2020-11-02,49.81,,43.37,54.43,27.06,63.44,74.28,25.02,,66.39,62.73,106.54,35.08,44.76,,,34.1,61.02,103.94,64.93,62.39,139.98,28.48,15.38
2020-11-03,59.86,,52.71,67.63,32.54,78.7,78.03,31.02,,80.36,81.9,92.02,25.5,51.88,,,75.99,74.54,65.28,69.47,73.83,106.53,39.17,29.66
2020-11-04,32.88,,29,37.67,19.91,53.95,34.28,16.59,,59.7,57.08,57.1,13.2,42.02,,,47.16,74.01,69.83,64.21,54.6,38.01,38.27,30.57
2020-11-05,20.49,,12.71,17.11,8.49,23.73,18.2,5.6,,33.13,29.73,30.63,17.54,26.13,41.54,43.03,24.48,28.32,28.12,18.32,26.12,54.46,43.88,
2020-11-06,40.12,,17.49,25.33,12.79,34.63,32.9,26.48,,34.81,33.38,22.8,,33.44,57.47,49.25,35.01,37.45,54.78,35.92,45.36,66.7,45.33,
2020-11-07,55.56,,38.5,41.22,31.04,67.35,75.58,29.5,,54.47,59.44,57.89,31.85,44.58,113.65,109.15,74.01,78,68.75,49.88,50.79,68.71,54.41,17.21
2020-11-08,54.16,,39.24,44.39,24.59,56.46,68.74,38.29,,58.35,63.86,87.01,26.96,63.22,106.52,104.96,49.52,75.99,83.24,60.77,77.27,36.19,32.28,16.47
2020-11-09,34.1,,18.07,17.8,17.55,33.18,32.48,9.88,,80.99,78.03,98.42,17.19,40.93,56.92,65.25,37.9,66.49,77.63,81.26,87.25,38.19,38.44,11.17
2020-11-10,27.96,,15.85,17.16,19.42,26.56,24.22,16.15,,45.42,41.64,52.88,12.67,33.62,51.24,43.05,21.58,33.06,59.31,65.66,59.67,29.42,27.57,3.84
2020-11-11,15.59,29.24,10.58,12.92,13.66,18.26,14.63,9.24,,47.15,60.47,81.43,9.41,20.28,36.96,22.33,12.88,35.62,57.85,45.88,41.54,30.34,29.92,5.31
2020-11-12,50.18,59.4,22.15,26.67,31.01,36.98,44.41,19.85,,70.27,65.82,111.24,17.91,53.9,70.82,54.18,25.58,100.65,73.81,64.94,62.04,56.28,43.7,15.93
2020-11-13,58.81,67.34,37.2,58.99,53.05,74.85,51.93,22.27,,89.45,78.28,109.62,36.74,73.26,95.35,95.2,56.62,90.97,68.02,65.11,84.33,74.19,33.01,22.16
2020-11-14,38.48,53.3,27.88,47.3,39.19,55.83,39.88,21.08,70.33,90.94,95.8,111.56,28.77,55.36,92.96,76.67,54.04,109.23,47.7,52.06,66.56,122.98,41.52,22.89
2020-11-15,34.03,42.64,25.63,44.86,36.88,49.8,65.92,16.05,53.06,102.14,110.35,120.89,27.52,51.16,109.24,98.56,47.89,84.93,71.65,76.35,84.35,83.51,40.98,16.48
2020-11-16,55.98,75.08,37.46,65.5,54.35,67.94,53.4,20.77,56.43,128.53,132.73,151.96,31.84,68.34,73.93,71.96,37.54,81.64,103.94,79.99,140.91,51.71,39.53,14.83
2020-11-17,35.4,42.51,20.49,36.65,31.43,45.7,40.18,8.81,45.72,42.51,43.36,99.6,20.08,49.89,85.81,75.21,54.06,72.33,61.13,56.95,62.94,58.48,33.54,19.41
2020-11-18,36.05,41.15,21.77,38.69,34.66,46.94,56.44,16.04,40.48,40.27,44.43,49.9,17.55,45.86,95.53,95.55,44.8,59.36,57.8,50.61,74.19,77.3,37.18,4.76
2020-11-19,25.1,38.81,13.76,22.39,21.84,26.68,33.62,10.36,43.18,47.23,64.78,90.93,11.76,30.69,60.75,47.62,19.78,49.01,78,61.49,70.74,41.78,44.42,4.05
2020-11-20,29,36.01,14.21,25.63,19.2,27.91,20.71,14.49,33.17,43.24,42.94,70.71,16.46,38.37,45.21,63.56,,48.4,47.34,47.89,33.02,65.06,,8.61
2020-11-21,17.49,19.53,11.52,19.47,14.77,23.05,27.7,9.71,26.18,25.12,24.97,31.94,11.03,22.16,54.36,40.47,26.82,34.34,56.4,26.48,29.39,40.75,16.67,5.62
2020-11-22,35.63,37.56,23.94,34.94,28.7,40.33,42.27,13.46,32.26,53.68,61.53,67.25,20.36,38.63,82.36,28.02,37.37,,82.34,42.99,53.14,48.8,26.66,8.79
2020-11-23,49.79,67.9,30.37,51.78,41.11,53.79,56.39,26.31,57.27,60.22,66.52,101.87,27.34,51.29,92.99,,53.54,,116.63,63.85,118.61,211.4,39.89,20.88
2020-11-24,52.8,64.3,35,65.55,46.83,63.12,41.26,22.28,47.64,54.63,55.49,105.74,32.73,66.85,81.09,,49.89,,,,81.08,179.24,28.11,20.69
2020-11-25,37.7,46.28,19.46,43.83,35.43,51.47,96.1,15.3,56.14,79.29,103.78,88.95,25.68,48.53,134.16,,45.89,,95.32,54.91,,158.41,34.46,16.66
2020-11-26,41.04,48.38,9.77,35.25,30.13,41.13,32.66,40.99,80.2,114.06,141.14,139.79,20.99,57.32,62.96,,50.98,,108.65,95.77,,273.9,35.9,14.46
2020-11-27,36.12,35.43,14.78,37.2,30.49,49.07,34.73,13.79,55.6,97.88,81.6,154.5,25.87,45.6,67.72,,31.19,,77.8,131.87,172.01,372.92,45.33,22.15
2020-11-28,20.53,29.75,15.33,39.15,32.7,51.11,40.48,14.7,51.01,77.94,66.84,154.63,26.4,29.48,71.75,,29.19,,78.71,135.84,186.47,181.05,22.85,36.43
2020-11-29,24.57,29.19,12.38,25.61,18.35,27.42,24.75,6.32,28.57,50.79,42.59,69.82,15.55,29.48,52.72,,29.92,,50.59,38.81,75.46,61.58,15.23,8.97
2020-11-30,38.88,48.89,28.42,52.65,43.62,65.14,69.86,17.77,38.63,41.32,34.11,45.79,9.22,41.2,90.79,,57.68,,80.7,51.7,57.86,146.54,21.21,19.23
2020-12-01,42.29,60.48,28.83,62.3,45.87,56,68.18,14.82,70.1,56.97,62.35,108.18,41.41,45.05,80.52,,43.17,,130.96,83.61,99.56,104.14,34.1,17.03
2020-12-02,25.86,36.63,26.99,31.86,26.78,34.05,31.59,11.03,81.79,29.52,29.88,135.74,25.32,34.25,51.25,,23.76,,144.36,108.81,113.71,67.41,49.5,15.2
2020-12-03,22.37,20.41,23.53,22.28,19.71,24.38,21.58,7.78,125.05,21.51,23.38,131,19.46,27.47,40.27,,25.76,,158.72,237.26,280.74,60.67,52.77,9.52
2020-12-04,19.11,13.78,18.88,16.12,13.05,19.94,17.65,3.87,87.28,18.08,24.59,48.43,16.43,20.28,38.26,,24.49,,35.55,198.44,235.55,75.28,35.9,10.44
2020-12-05,18.9,18.03,19.49,19.93,16.25,21.43,24.25,4.42,35.17,21.53,34.48,109.5,18.59,21.06,47.39,45.96,20.13,,112.99,152.52,159.78,73.82,26.66,10.62
2020-12-06,13.88,14.22,14.32,14.33,12.17,15.81,11.98,3.55,81.91,18.24,24,74.88,15.73,21.6,36.78,23.26,16.51,,42.63,105.39,97.21,41.3,15.96,11.9
2020-12-07,8.99,7.74,8.1,7.08,7.48,10.14,8.92,2.43,92.62,14.01,14.17,47.14,11.9,12.45,24.16,11.9,12.52,,27.75,32.83,52.6,32.53,11.06,
2020-12-08,11.38,13.09,11.63,10.49,9.25,13.7,15.02,3.94,23.54,20.1,22.73,97.78,13.55,,28.55,14.47,10.34,,82.35,42.8,39.18,41.11,21.94,
2020-12-09,7.89,8.62,8.1,6.92,6.29,11.33,10.26,2.41,46.75,15.34,16.85,67.66,13.02,,23.98,10.8,8.89,,34.28,64.74,60.75,38.74,24.12,
2020-12-10,25.23,24.17,29.56,33.54,22.19,31.41,43.41,19.67,29.7,29.57,36.48,85.3,22.36,23.93,80.16,64.11,17.05,,65.11,76.91,129.51,99.41,33.91,
2020-12-11,28.21,31.02,39.6,41.11,27.36,41.18,34.66,11.68,57.83,86.64,84.37,108.62,33.27,28.68,68.1,62.28,36.47,,50.62,39.36,62.04,214.5,44.61,
2020-12-12,27.04,27.11,28.55,30.63,19.87,31.64,29.5,13.12,29.72,40.8,46.79,110.86,25,29.78,49.78,40.48,18.5,,54.94,46.62,66.57,68.89,38.08,
2020-12-13,27.2,33.4,25.53,30.3,19.75,28.98,20.67,6.93,25.95,38.88,39.72,35.57,18.48,29.3,43.93,44.67,27.38,,45.89,32.83,38.63,114.78,21.94,
2020-12-14,28.98,29.21,23.88,28.66,16.63,26.68,19.22,11.8,22.14,20.65,24.85,26.7,22.35,26.85,45.39,54.54,27.2,,50.42,41.35,41.89,63.77,15.78,
2020-12-15,29.03,28.66,,33.68,23.05,33.69,37.93,13.04,26.63,32.2,41.73,71.04,28.77,35.99,60.95,47.34,34.28,,53.15,57.68,57.5,65.79,20.31,
2020-12-16,48.1,52.1,,58.69,35.83,56.99,35.06,26.64,38,66.3,70.99,81.3,43.24,59.15,50.34,39.31,18.5,,115,53.15,97.95,57.38,19.95,
2020-12-17,59.26,71.5,92.1,81.88,64.07,102.14,54.46,48.03,52.1,128.14,126.59,84.53,64.92,68.86,80.17,81.94,46.98,,121.87,121.17,163.95,53.91,43.16,
2020-12-18,32.26,35.84,42.65,44.16,27.97,44.49,35.16,18.7,55.58,71.94,74.36,100.68,31.01,37.45,69.55,84.1,52.81,,90.51,111.92,156.69,73.27,44.44,
2020-12-19,31.25,33.49,48.1,42.66,31.76,51.77,54.9,12.5,49.97,44.48,46.23,69.72,39.27,,89.68,78.58,42.44,,42.8,62.58,58.4,59.93,29.74,
2020-12-20,36.36,33.35,41.5,40.7,26.43,43.1,32.25,12.92,30.96,27.56,33.65,86.14,32.77,,55.46,,19.59,,110.24,48.97,74.72,,,
2020-12-21,27.05,58.91,23.42,22.9,19.35,31.79,29.75,12.79,78.54,30.1,37.7,98.53,23.47,,,,,,50.59,70.55,101.4,,,
2020-12-22,64.55,114.9,49.6,47.54,33.92,51.01,37.51,20.82,64.35,50.07,61.65,151.59,,,,,,,163.04,100.31,186.29,,,
2020-12-23,50.08,44.55,89.23,83.45,69.89,93.46,106.9,26.58,94.51,124.42,143.83,172.5,,,,,61.06,,125.7,90.32,195.87,192.58,45.67,
2020-12-24,23.89,11.19,51.82,56.58,29.25,71.46,75.56,19.16,82.71,108.96,104.59,178.68,,,,,57.32,,268.41,150.55,114.62,243.94,37.72,
2020-12-25,16.24,22.66,19.5,19.61,14.2,,24.58,5.22,39.23,21.12,21.24,121.7,,,,,22.14,,56.96,50.96,48.6,130.83,24.85,
2020-12-26,24.79,33.25,17.1,21.49,13.31,,15.2,4.61,21.58,14.69,18.58,,,,,,20.86,,60.77,32.11,48.07,52.62,12.88,
2020-12-27,12.33,13.04,12.41,12.31,9.42,15.6,13.79,3.79,20.95,23.88,28.27,,,,,,11.97,,96.12,55.69,42.44,25.76,17.95,
2020-12-28,12.17,9.32,12.59,10,9.37,13.2,18.17,5.2,73.44,41.62,45.79,105.56,,,,,16.68,,57.5,63.47,103.43,44.77,19.04,
2020-12-29,11.91,10.74,15.41,8.8,11.34,15.6,19.67,11.17,49.37,48.41,66.15,64.1,,,,,17.05,,61.66,51.7,70.38,167.57,26.48,
2020-12-30,18.41,20.06,29.89,24.91,18.34,31.77,39.08,16.52,56.91,35.62,62.64,83.98,,,,,21.23,,62.58,100.13,98.49,184.56,34.46,
2020-12-31,23.8,27.39,30.18,36.93,25.04,32.77,23.38,14.85,29.03,47.88,56.07,93.18,,,,,25.57,,82.52,64.94,67.11,233.52,31.01,
