Datum,Beograd Novi Beograd,Beograd Stari grad,Beograd Mostar,Beograd Vracar,Beograd Panc.most,Beograd Zeleno brdo,Bor Brezonik,Bor Institut RIM,Bor Gradski park,Cacak,Kamenicki Vis EMEP,Kikinda,Kopaonik,Kosjeric,Kostolac,Kragujevac,Kraljevo,Krusevac,Loznica,Novi Sad SPENS,Novi Sad Liman,Nis IZJZ Nis,Obrenovac Centar,Pancevo Sodara,Paracin,Sabac,Smederevo Carina,Uzice,Valjevo,Vranje,Zajecar,Smederevo Radinac
2011-07-18,19.9,19.26,23.53,18.15,66.12,25.09,93.98,157.73,332.4,6.82,6.12,9.86,6.12,7.41,11.97,6.12,17.04,6.12,11.35,13.68,14.7,11.53,54.59,23.08,6.12,18.79,16.7,9.31,17.28,6.12,11.91,
2011-07-19,15.15,16.08,31.27,18.79,68.32,22.92,21.14,241.96,382.28,6.12,6.12,9.06,6.12,7.56,24.21,6.12,17.06,6.12,28.3,10.71,13.67,13.49,24.64,22.9,6.42,20.22,20.24,9.84,8.61,6.51,11.64,
2011-07-20,6.12,6.51,24.63,22.29,68.74,16.1,180.79,168.79,263.55,6.12,8.92,6.12,6.12,7.28,10.91,6.12,20.17,6.76,27.06,6.43,6.68,14.18,18.35,24.01,6.12,6.77,14.47,9.04,9.75,7.94,16.37,
2011-07-21,6.12,6.51,9.92,9.76,69.76,15.07,6.12,13.0,38.74,6.12,7.87,6.12,6.12,8.09,11.7,6.12,17.25,6.12,,6.12,6.12,10.59,46.37,6.69,7.47,7.5,16.59,8.78,13.1,6.12,16.92,
2011-07-22,40.23,39.56,50.21,35.28,68.68,28.77,6.12,176.13,234.21,6.12,6.12,7.08,6.12,6.12,39.1,6.12,16.79,6.43,13.62,7.91,7.69,10.94,25.41,24.8,7.74,21.74,19.42,7.18,12.71,6.41,51.99,
2011-07-23,7.84,11.78,23.94,10.82,69.22,17.6,138.39,45.92,170.34,6.12,6.12,9.25,6.12,6.4,9.58,6.12,15.66,6.12,8.62,13.27,11.83,11.15,11.5,11.6,6.12,7.85,10.74,6.92,7.06,6.12,7.02,
2011-07-24,21.77,17.07,22.15,20.84,75.23,25.0,35.94,66.43,458.17,8.67,7.81,6.12,6.12,7.97,26.6,6.12,18.27,9.51,6.83,6.12,6.12,8.73,21.65,19.7,9.71,6.12,17.42,7.71,15.2,6.12,6.12,
2011-07-25,6.12,6.12,6.12,6.4,70.45,13.55,9.56,28.15,524.6,11.94,15.26,6.12,6.12,18.95,9.04,6.12,64.66,12.55,,6.12,6.12,9.91,9.42,6.12,18.93,6.12,8.6,6.65,27.15,6.12,7.03,
2011-07-26,44.3,33.77,46.2,47.89,70.82,43.35,29.04,209.51,385.73,7.97,8.02,6.12,6.12,20.92,7.18,6.12,102.85,10.72,,6.12,6.4,11.19,24.17,24.06,11.84,17.02,13.13,6.12,23.35,6.12,23.09,
2011-07-27,24.85,26.35,31.63,34.7,,,6.12,16.93,22.86,6.12,7.37,6.12,6.12,6.12,33.52,6.12,87.04,6.12,6.12,8.33,7.63,10.24,46.3,19.04,6.12,36.42,29.36,7.98,8.15,6.12,11.34,
2011-07-28,20.34,19.64,22.06,23.75,,,40.25,89.93,195.51,6.12,6.12,6.12,6.12,6.12,26.87,6.12,41.57,6.12,6.12,13.09,12.11,15.08,10.41,15.16,6.12,20.97,24.58,9.04,10.51,7.2,22.17,
2011-07-29,6.12,6.12,6.12,9.23,68.46,14.35,13.59,26.7,82.58,6.12,8.02,6.12,6.12,6.49,6.65,6.12,6.37,6.37,9.28,6.12,6.12,8.84,6.12,6.12,10.66,6.12,6.72,7.45,13.44,6.12,37.3,
2011-07-30,6.12,6.12,6.98,6.41,66.64,13.76,6.12,6.47,36.29,6.12,7.78,6.12,6.12,6.74,6.38,6.12,6.37,6.12,16.09,6.12,6.12,9.41,28.91,6.12,6.42,6.41,8.16,8.51,30.51,6.12,6.88,
2011-07-31,6.12,6.12,6.82,6.78,66.58,14.77,6.12,181.32,79.41,6.12,7.8,6.12,6.12,9.55,6.65,6.51,7.24,7.78,7.92,6.12,6.12,8.7,21.5,7.48,8.05,9.66,7.35,7.71,9.23,6.12,20.91,
2011-08-01,6.12,6.12,6.12,6.12,68.95,13.56,6.12,37.78,44.07,6.12,13.12,6.12,6.67,6.12,7.71,8.33,8.81,13.26,7.32,6.12,6.12,14.07,37.79,6.12,13.02,6.12,6.67,7.71,8.08,7.37,16.26,10.12
2011-08-02,6.12,6.12,6.12,7.33,68.33,14.38,6.71,19.21,44.63,6.38,10.0,6.12,6.12,20.95,6.65,8.7,6.72,11.13,20.57,6.12,6.12,11.42,16.28,6.12,7.04,6.12,6.99,8.78,14.72,6.43,18.51,9.88
2011-08-03,6.12,6.12,7.03,7.94,68.78,14.24,6.12,6.12,33.87,6.12,15.01,6.12,7.2,12.4,15.69,6.67,8.97,7.37,14.21,6.46,6.12,11.45,14.67,6.12,7.74,6.12,6.94,10.64,13.42,7.89,18.37,9.93
2011-08-04,9.89,10.05,15.76,12.52,69.07,17.02,56.47,130.89,211.9,6.12,6.85,6.12,6.38,6.12,20.75,6.12,8.32,6.12,7.65,17.6,18.52,10.12,11.74,18.45,6.12,13.49,16.88,8.78,10.48,6.12,17.76,11.29
2011-08-05,6.75,6.72,9.85,9.44,67.22,15.5,6.99,50.01,366.97,6.12,7.07,9.09,6.12,6.45,16.76,6.12,6.96,6.12,8.42,8.3,7.98,8.95,21.91,9.34,7.88,10.66,13.79,8.51,14.0,6.12,10.03,9.66
2011-08-06,13.22,13.51,16.15,18.85,67.63,23.27,7.16,76.15,125.7,6.12,8.12,11.25,6.12,6.12,21.81,6.12,6.89,6.12,6.12,11.47,9.1,11.59,6.12,16.15,7.08,28.58,19.42,9.58,6.83,6.12,11.46,11.21
2011-08-07,28.58,24.28,26.5,24.31,66.09,20.69,6.12,14.36,51.95,6.12,7.98,6.56,6.12,6.12,11.97,6.12,13.68,6.12,6.82,10.29,9.61,8.87,11.22,20.38,6.12,10.91,24.51,10.11,12.49,6.12,7.64,11.67
2011-08-08,7.54,6.37,34.29,10.68,65.29,15.77,7.01,9.46,81.73,6.12,6.71,9.0,6.12,6.12,16.49,6.12,9.49,6.38,6.59,17.22,16.12,13.79,12.65,20.12,6.12,7.18,19.03,12.24,9.43,6.12,13.4,13.58
2011-08-09,6.12,6.12,6.12,6.12,68.61,13.78,6.51,13.03,41.8,6.73,9.51,6.12,6.12,6.12,13.03,6.64,18.24,6.12,11.65,6.12,6.12,8.86,24.94,6.12,6.67,6.12,8.32,9.04,6.12,,12.29,10.36
2011-08-10,6.12,6.12,6.12,6.4,68.98,13.59,6.39,13.27,38.21,6.12,9.23,6.12,6.37,6.12,7.71,7.76,9.14,8.14,6.12,6.12,6.12,11.46,10.24,10.68,7.69,6.12,10.31,8.78,6.4,,10.13,11.74
2011-08-11,6.46,6.57,6.12,9.47,70.62,14.22,6.12,11.54,38.36,6.12,8.65,6.12,6.38,14.73,7.71,9.86,6.12,8.2,20.63,6.12,6.12,10.61,21.55,6.12,10.41,6.9,8.19,13.03,9.66,,18.27,12.44
2011-08-12,6.12,7.95,8.45,10.19,72.01,15.45,6.12,67.04,38.95,6.47,16.55,6.12,9.54,14.62,15.16,6.12,12.9,17.6,12.02,6.63,6.43,16.88,7.37,6.12,15.96,27.42,8.25,14.36,11.89,,37.37,10.92
2011-08-13,6.12,6.58,9.15,10.86,72.27,19.22,6.12,36.77,51.83,6.12,26.22,7.4,7.74,16.49,20.75,6.38,34.82,7.85,9.35,7.09,6.12,15.91,7.87,6.12,13.67,8.99,9.11,13.3,32.05,,40.48,10.78
2011-08-14,6.12,6.12,8.71,10.98,70.14,15.1,6.12,19.75,35.99,6.12,15.04,6.12,9.02,7.6,26.07,6.12,13.17,15.48,8.08,7.07,6.48,13.75,14.4,6.12,17.53,17.11,10.42,12.77,9.4,,35.08,10.87
2011-08-15,17.04,9.82,22.83,17.59,73.23,21.13,51.09,143.16,282.21,6.12,12.54,6.12,6.12,6.12,34.58,6.81,10.88,9.63,7.94,7.38,6.42,18.4,19.03,10.76,6.12,33.59,25.72,13.57,12.18,,23.19,20.05
2011-08-16,6.12,6.38,7.46,9.14,73.67,15.53,7.03,192.17,69.94,6.64,14.85,6.12,8.57,10.02,8.25,10.99,13.79,14.29,24.94,6.12,6.12,13.41,29.47,6.12,8.28,6.79,10.23,12.77,10.76,,53.53,10.74
2011-08-17,6.12,6.12,6.12,8.93,69.12,14.73,8.29,35.84,5.9,6.12,12.21,6.12,7.99,12.59,11.7,8.53,17.12,13.92,10.58,6.12,6.12,18.68,6.12,6.12,14.76,6.12,8.67,13.83,17.58,,37.93,11.21
2011-08-18,6.12,6.12,10.05,12.83,71.39,17.54,81.04,163.26,330.35,8.7,7.94,6.12,7.0,13.42,50.27,8.97,13.59,11.77,9.77,6.43,6.12,13.94,,6.12,11.36,9.41,10.13,14.63,10.75,6.72,15.88,12.41
2011-08-19,12.91,12.14,20.53,21.3,73.86,23.27,104.43,107.75,174.46,6.12,6.12,10.34,6.12,7.24,16.23,9.48,10.52,8.78,7.0,26.36,26.9,14.15,,23.18,7.28,19.49,35.73,14.9,10.12,7.37,11.17,22.96
2011-08-20,6.37,7.48,8.25,11.49,71.89,17.19,12.49,44.21,50.06,7.17,7.43,6.12,10.51,10.14,18.62,6.12,12.67,6.92,8.55,6.4,6.12,18.31,,7.34,8.89,6.12,13.09,14.63,15.2,9.74,50.04,11.29
2011-08-21,6.12,7.27,7.63,7.48,68.47,15.25,17.3,97.5,226.82,6.43,7.3,6.12,8.53,6.84,27.93,10.25,20.93,10.29,6.12,6.12,6.12,13.68,,6.12,15.75,6.75,10.78,12.5,9.15,7.14,23.0,13.18
2011-08-22,6.12,7.49,10.03,10.99,72.27,17.76,45.77,110.4,163.09,6.12,15.04,6.12,11.24,9.31,28.73,9.01,12.83,18.08,6.8,7.15,6.42,15.83,,6.54,17.71,12.18,16.56,14.9,11.69,9.12,43.69,13.34
2011-08-23,26.57,30.69,33.52,35.13,73.86,29.21,178.56,206.7,334.85,6.12,14.12,6.12,10.21,11.16,31.65,13.91,15.46,12.99,8.27,6.12,6.12,18.78,,33.16,14.81,55.18,20.21,14.9,17.57,10.68,32.54,16.54
2011-08-24,17.68,11.08,22.49,24.62,69.97,26.7,13.88,38.7,35.42,6.12,6.12,10.26,6.63,8.63,25.27,8.8,9.43,6.92,9.36,29.07,28.56,14.9,,22.37,7.05,24.32,39.67,17.29,9.94,10.84,18.99,22.8
2011-08-25,12.0,12.38,18.02,18.39,70.87,20.14,7.35,16.05,22.38,6.12,6.12,7.53,6.12,7.3,22.34,6.41,10.02,6.12,6.95,20.26,14.52,11.46,7.29,21.46,6.12,35.54,21.9,17.02,15.35,11.28,10.6,12.87
2011-08-26,6.12,6.12,10.1,12.72,66.33,18.03,7.46,10.53,56.35,6.12,6.12,19.79,7.79,8.67,26.6,6.93,11.01,6.79,7.36,10.78,7.02,10.71,6.64,19.68,6.12,25.38,18.42,15.69,11.65,8.1,14.14,12.7
2011-08-27,6.77,6.12,7.81,11.06,65.01,16.16,6.12,6.41,61.21,6.12,8.02,17.05,10.4,9.34,14.9,6.12,14.03,7.86,8.57,6.83,6.12,14.35,6.12,13.49,6.12,30.63,13.53,15.16,8.06,7.68,9.13,11.97
2011-08-28,8.21,8.12,16.69,30.29,65.81,38.06,6.12,90.46,379.8,7.78,7.71,10.24,6.64,16.41,42.29,6.12,9.42,6.12,6.48,8.59,6.12,9.73,78.17,34.76,6.12,15.14,26.39,14.36,20.99,6.12,8.91,22.68
2011-08-29,9.99,10.96,17.82,20.49,66.99,26.97,43.57,337.5,435.4,6.12,6.12,12.97,6.12,6.91,15.43,6.37,8.29,6.38,9.16,14.24,11.69,9.93,12.35,18.69,6.12,27.47,20.32,16.23,7.76,7.65,17.88,17.28
2011-08-30,12.59,12.27,21.78,24.18,70.82,23.34,211.87,430.71,741.23,7.76,6.12,27.61,6.76,14.22,98.95,7.07,22.45,7.44,6.69,18.21,16.81,13.79,45.79,16.78,6.96,41.47,45.05,16.76,25.64,8.38,33.39,21.65
2011-08-31,6.49,6.4,12.67,16.06,70.63,19.43,29.7,45.76,40.11,8.5,15.59,6.12,13.42,22.84,15.96,9.84,22.9,15.82,6.47,11.25,6.12,23.09,15.3,7.27,16.45,11.63,18.93,18.62,29.66,14.32,48.93,13.29
2011-09-01,10.4,11.59,18.89,17.61,72.16,20.58,18.91,57.57,24.86,6.12,8.72,6.12,9.84,10.37,46.55,8.93,26.03,14.65,9.3,11.35,6.12,15.57,64.02,11.96,11.63,18.15,20.08,17.56,20.03,12.68,26.28,13.73
2011-09-02,6.47,7.75,10.17,13.12,68.35,17.9,9.25,15.46,9.16,6.12,6.12,6.12,7.02,7.42,15.96,9.15,14.83,7.65,7.17,7.04,6.12,10.72,24.68,6.38,9.54,8.17,17.64,16.76,13.79,7.97,23.49,11.5
2011-09-03,6.12,6.12,10.27,12.22,68.09,15.97,9.88,93.67,166.93,6.12,8.37,6.12,10.77,13.77,31.12,6.12,16.0,14.54,6.55,9.6,6.12,12.96,9.22,6.12,10.68,7.92,15.47,18.62,18.15,6.37,25.49,11.07
2011-09-04,9.39,9.73,12.28,13.37,67.71,17.66,34.99,244.41,525.95,6.12,6.12,6.61,7.82,6.77,13.83,7.46,14.85,7.16,10.12,10.85,8.46,13.2,7.94,21.72,6.12,24.2,25.76,16.49,9.01,6.12,7.82,16.9
2011-09-05,9.85,8.08,12.87,15.2,66.69,20.0,9.9,24.19,27.56,6.12,7.75,10.47,6.12,9.01,29.79,8.91,11.08,7.36,6.96,11.7,8.39,17.99,17.66,27.31,7.0,16.12,20.2,17.82,11.21,9.65,14.33,13.41
2011-09-06,6.12,6.12,6.4,8.0,69.36,16.39,11.24,22.84,13.82,6.12,9.13,6.12,7.4,6.12,11.44,7.38,9.83,7.54,7.35,6.12,6.12,14.55,21.85,6.93,15.06,7.05,19.19,13.57,6.41,7.59,15.62,10.61
2011-09-07,6.12,6.12,7.33,9.43,71.0,16.72,9.6,15.01,9.37,6.12,9.28,6.12,6.12,6.45,44.95,8.0,9.65,13.27,11.36,6.38,6.12,12.9,7.26,6.44,24.8,31.74,15.28,16.23,10.51,6.76,18.86,10.88
2011-09-08,6.12,6.12,7.15,9.81,73.33,,6.4,8.25,3.59,6.12,22.28,6.12,11.38,6.67,20.48,11.1,41.95,16.78,7.24,6.52,6.12,18.46,7.14,6.12,15.03,11.48,15.45,15.69,12.57,12.45,10.65,11.04
2011-09-09,6.12,6.12,6.12,6.56,71.65,,6.44,11.14,6.06,7.28,6.87,6.12,9.41,9.95,10.37,8.12,20.43,11.48,6.69,6.12,6.12,14.43,26.53,6.43,8.6,9.71,15.79,17.82,15.61,8.51,23.43,11.83
2011-09-10,12.17,8.47,14.72,18.09,68.66,,118.95,111.86,159.08,6.12,6.12,6.12,6.4,7.45,57.99,6.12,10.68,6.37,6.67,13.99,14.12,16.86,18.83,39.45,6.12,25.9,47.51,15.43,9.3,6.44,17.31,33.28
2011-09-11,12.01,9.96,16.96,21.37,70.22,,385.35,203.67,464.81,6.12,6.12,7.56,7.95,6.81,32.45,6.4,13.02,7.46,8.52,15.54,9.4,15.83,25.9,27.81,6.12,52.51,40.17,16.49,11.49,6.12,14.43,29.02
2011-09-12,8.51,11.36,16.2,19.56,72.81,,283.19,286.25,362.17,6.12,6.12,7.0,,8.84,32.19,8.01,17.78,9.43,6.77,15.69,11.23,22.44,12.26,19.54,10.55,15.45,42.28,18.35,9.98,6.44,21.04,35.17
2011-09-13,6.37,6.12,11.05,11.94,70.76,,11.68,116.34,36.59,6.12,8.83,6.12,,11.39,36.71,8.65,17.28,12.2,6.52,9.72,6.12,21.49,6.65,6.93,9.89,39.41,16.68,18.35,17.61,8.63,58.8,12.46
2011-09-14,22.34,19.29,29.67,26.0,74.17,30.26,201.97,112.91,175.1,6.12,9.0,6.12,,12.57,95.76,6.61,17.87,10.11,7.74,14.8,9.15,23.69,23.91,31.39,6.87,74.15,33.17,19.68,11.68,7.87,18.68,19.26
2011-09-15,6.12,6.12,7.02,8.9,71.55,16.71,36.92,97.7,109.53,10.29,15.28,6.12,,9.47,23.67,11.02,23.15,14.5,6.12,10.37,6.12,23.69,19.1,6.12,20.08,9.03,18.45,17.56,27.51,10.92,74.27,12.35
2011-09-16,6.12,6.12,6.81,9.27,71.15,17.4,7.34,47.58,75.02,8.93,6.89,6.12,,12.87,25.8,6.12,24.13,18.84,11.95,7.35,6.12,16.24,6.12,6.12,14.95,11.75,16.45,20.75,16.91,13.75,23.43,13.66
2011-09-17,8.21,9.58,11.81,17.66,72.02,20.1,147.5,252.01,379.35,10.51,6.45,6.12,,20.31,45.49,7.94,20.43,12.78,11.02,6.37,6.48,19.0,7.19,7.91,9.92,34.09,32.42,19.95,17.01,7.81,25.5,76.2
2011-09-18,26.35,13.09,19.48,24.41,65.89,27.0,19.46,100.59,225.28,6.12,11.21,14.91,,7.2,23.41,6.12,16.36,9.91,6.12,20.14,22.67,17.59,8.18,25.46,7.54,20.87,25.6,17.56,11.12,6.12,14.56,16.46
2011-09-19,10.01,10.19,17.31,19.1,64.91,22.17,9.83,11.73,680.79,6.12,9.78,18.69,,8.47,35.11,6.12,14.11,10.26,6.12,15.23,17.54,20.58,6.77,27.18,6.12,12.64,26.47,18.09,9.65,6.12,8.71,18.39
2011-09-20,7.65,6.12,6.12,9.86,69.37,17.96,76.49,53.32,1052.78,6.12,9.29,6.44,,6.12,22.34,6.12,11.35,6.56,6.12,7.25,8.82,12.46,6.12,15.78,6.12,7.29,18.88,16.23,6.12,6.41,6.95,13.37
2011-09-21,6.38,6.76,7.6,10.34,71.28,16.52,52.0,111.65,959.2,6.12,6.12,6.12,,6.12,27.4,6.12,14.3,7.3,6.76,9.09,7.24,6.12,7.15,12.36,6.43,6.38,18.69,12.24,6.12,6.12,8.04,12.27
2011-09-22,6.12,9.29,9.5,14.7,69.52,17.35,24.02,82.5,76.03,6.12,9.55,6.12,6.12,8.13,23.14,6.12,7.08,7.75,6.12,11.65,8.19,11.17,11.76,7.3,12.31,11.12,17.06,5.85,13.01,7.86,16.66,11.65
2011-09-23,6.12,9.81,10.97,16.56,70.37,17.12,6.55,10.84,4.14,6.12,6.4,6.12,6.12,6.42,10.64,6.12,20.7,7.23,6.12,11.45,7.92,11.58,22.42,7.18,6.77,8.5,14.48,6.65,7.78,6.12,12.8,12.35
2011-09-24,7.34,13.88,10.73,12.41,68.09,17.39,7.18,19.33,7.25,6.88,8.32,6.12,6.12,6.84,6.65,7.73,24.87,8.2,6.75,11.74,10.15,9.09,13.2,7.95,6.49,8.03,6.53,6.12,6.46,6.12,8.98,12.76
2011-09-25,8.57,20.4,14.72,16.31,66.16,20.99,12.5,60.79,626.38,6.12,9.99,16.07,6.12,10.96,16.23,6.12,13.87,7.47,6.55,12.08,10.46,14.96,7.75,15.86,7.36,37.12,12.62,7.18,17.04,6.12,11.08,14.35
2011-09-26,11.21,23.76,21.86,22.26,65.82,24.32,20.8,201.77,578.78,6.12,6.12,8.96,6.43,7.55,30.32,6.12,14.7,8.81,6.75,25.41,28.6,13.32,11.54,30.46,6.96,65.17,16.4,6.92,8.48,10.95,13.1,16.08
2011-09-27,14.13,25.3,18.07,20.35,67.74,24.32,74.93,187.28,358.55,6.12,7.69,18.27,6.12,6.12,46.82,6.12,9.25,6.44,6.56,21.16,22.37,13.63,15.32,21.72,6.12,26.32,26.98,7.18,8.27,7.29,12.37,33.81
2011-09-28,6.41,20.2,12.64,18.19,72.13,24.76,269.75,176.54,233.33,7.69,7.05,6.64,7.7,12.36,18.89,6.97,22.06,16.63,8.67,14.15,16.06,13.79,11.78,12.4,14.65,14.72,11.48,7.18,18.74,8.07,20.29,15.13
2011-09-29,6.12,17.74,8.57,11.57,69.69,18.68,9.83,33.73,11.84,8.77,8.36,6.12,9.63,13.27,13.83,6.45,32.79,10.0,12.54,10.44,9.86,14.34,10.21,8.69,7.96,7.57,6.12,7.71,14.0,7.57,18.81,14.28
2011-09-30,6.84,19.99,14.56,18.49,70.02,19.57,6.42,65.65,17.62,7.58,8.22,6.12,6.37,7.44,18.89,7.47,29.55,8.26,10.45,13.89,12.7,14.72,18.61,8.58,8.91,10.37,7.04,8.78,10.56,8.61,27.54,16.31
2011-10-01,6.12,21.37,14.02,17.45,68.66,18.81,10.13,17.59,8.91,6.53,7.59,6.12,6.78,9.7,13.57,8.23,51.42,9.04,6.73,7.5,14.5,13.42,14.69,6.38,9.3,10.06,6.12,7.71,7.96,6.67,28.31,14.16
2011-10-02,6.12,21.96,11.38,14.53,65.87,20.16,9.17,46.33,6.14,8.27,8.83,6.12,7.09,12.37,13.03,9.47,38.24,7.15,12.55,6.12,15.54,9.21,9.27,10.4,6.98,11.79,6.12,8.78,24.53,6.43,33.42,13.76
2011-10-03,6.12,26.12,14.52,18.37,69.26,20.79,90.34,145.99,122.68,6.86,10.99,6.12,6.12,12.83,27.4,6.12,14.77,8.63,16.69,6.12,16.38,16.56,28.23,10.82,10.27,14.28,7.81,10.11,9.25,7.69,21.24,15.36
2011-10-04,7.39,34.97,19.68,28.51,72.02,37.04,23.77,50.96,33.12,8.28,13.89,6.12,8.94,14.77,15.43,11.95,20.24,10.7,10.05,6.12,17.37,14.55,33.05,10.71,11.14,12.32,9.77,10.37,15.0,11.45,27.96,14.45
2011-10-05,7.18,34.97,21.24,21.67,66.39,25.77,61.5,52.47,132.68,7.33,15.02,6.47,8.09,9.6,12.77,6.12,22.03,10.24,10.01,6.12,18.74,18.3,28.84,12.73,9.35,18.23,13.49,8.78,13.2,10.63,22.23,14.55
2011-10-06,13.41,36.66,24.82,27.66,67.57,30.18,10.89,58.15,19.13,6.12,6.96,6.12,6.42,10.44,97.89,6.12,23.08,9.99,9.13,6.12,34.38,19.72,21.16,24.45,7.71,21.37,54.24,10.37,11.37,9.88,14.55,22.35
2011-10-07,21.41,45.43,69.05,30.09,72.25,34.09,50.36,17.91,18.31,6.12,6.12,11.37,6.12,9.79,10.37,6.12,16.91,8.2,12.87,6.12,27.07,34.58,10.52,22.06,8.05,11.46,6.39,11.17,10.53,6.99,19.68,17.04
2011-10-08,6.12,19.68,6.46,13.63,73.82,17.32,11.4,12.91,7.42,6.12,6.12,6.12,6.12,7.13,5.32,6.12,10.59,6.62,9.26,6.12,15.78,6.42,18.1,6.68,6.94,7.9,6.38,9.31,12.61,6.12,26.52,12.82
2011-10-09,6.12,19.43,7.15,10.8,72.18,16.87,6.12,6.12,2.5,6.12,6.12,6.12,6.12,6.47,5.85,8.26,10.82,6.12,7.81,6.12,16.48,6.12,7.75,6.12,6.12,6.77,6.12,10.64,6.38,6.12,49.59,13.0
2011-10-10,6.12,18.27,7.67,12.52,73.89,19.75,8.49,9.08,,7.19,6.12,6.12,6.12,6.12,9.84,8.21,23.65,7.03,25.68,6.12,17.66,7.3,10.47,7.95,6.12,9.31,9.57,10.11,9.47,9.45,90.77,15.05
2011-10-11,8.52,42.64,19.1,32.09,71.33,36.19,16.6,22.6,20.45,7.24,10.33,6.12,6.89,7.35,12.24,11.68,22.13,14.08,15.3,6.12,18.59,13.03,23.76,25.46,14.09,27.55,24.36,9.58,26.94,12.34,33.32,22.02
2011-10-12,7.77,30.42,23.55,24.76,75.99,26.17,17.61,20.45,16.34,6.4,8.91,6.12,6.12,9.59,13.83,8.69,18.77,14.69,13.86,6.12,22.3,15.38,18.28,14.18,11.89,21.75,16.73,9.58,19.06,12.88,35.79,17.57
2011-10-13,6.12,19.4,6.49,10.92,75.8,20.29,12.62,16.02,12.21,8.14,6.12,6.12,6.12,6.86,5.32,6.48,8.65,6.12,8.02,6.94,18.76,7.07,9.32,9.4,7.39,10.58,14.44,7.18,8.73,9.07,27.49,13.02
2011-10-14,6.12,20.91,14.75,24.29,75.91,28.13,12.67,16.85,12.27,6.12,9.43,6.12,6.12,14.21,6.12,7.71,9.17,12.69,11.16,11.33,23.57,14.62,22.34,8.71,14.08,10.46,11.33,8.25,21.87,7.66,41.36,16.46
2011-10-15,6.63,20.24,7.78,12.68,74.05,24.21,100.8,30.63,17.12,6.38,9.52,6.12,6.42,19.79,17.56,8.86,8.74,10.87,8.1,10.03,21.49,16.28,9.58,9.14,10.12,16.9,22.61,7.45,28.32,15.57,43.92,19.82
2011-10-16,8.5,20.28,8.68,14.09,72.13,24.8,180.48,45.5,91.84,6.12,6.12,6.12,8.05,21.14,54.53,8.15,6.95,9.94,8.81,10.41,21.8,8.67,14.72,13.53,9.44,16.15,30.43,6.65,31.78,46.93,35.95,27.69
2011-10-17,8.62,19.85,15.87,32.93,73.97,48.79,57.1,132.52,158.69,7.69,7.25,7.2,10.8,15.06,5.59,8.97,11.68,17.41,11.3,12.46,23.34,16.25,10.95,13.22,11.35,24.71,51.03,10.91,23.64,20.39,54.85,26.88
2011-10-18,18.45,27.11,42.25,41.92,74.21,46.23,17.5,33.44,21.33,9.01,10.43,9.06,7.27,18.14,0.0,9.56,12.47,21.36,17.46,14.16,26.29,21.52,58.07,25.36,12.78,32.95,49.52,13.83,30.51,18.63,55.29,26.33
2011-10-19,34.15,36.01,68.38,63.51,82.43,54.69,124.55,125.26,6.18,7.03,6.12,13.67,6.12,20.69,0.0,12.25,11.09,27.5,16.91,26.19,37.26,32.85,25.71,38.03,12.55,43.83,20.8,10.91,37.01,25.23,62.28,30.54
2011-10-20,17.09,21.85,42.13,36.64,85.6,31.84,164.07,95.88,,7.44,6.12,8.73,6.12,14.8,,13.38,15.23,23.28,18.48,19.57,30.02,28.24,22.89,26.35,9.91,28.38,20.3,9.04,34.3,18.63,62.51,27.94
2011-10-21,6.12,6.12,6.12,8.72,81.37,20.82,13.9,55.79,13.59,6.12,6.85,6.12,6.12,6.12,,8.09,9.48,19.68,10.13,6.42,18.64,25.69,6.12,7.49,9.83,7.28,8.32,9.31,9.95,25.56,91.56,16.82
2011-10-22,7.29,6.12,6.12,12.72,82.41,23.37,24.49,19.15,269.39,6.12,9.08,6.12,6.12,8.57,,12.79,6.12,7.81,9.75,7.76,19.09,6.65,6.12,10.92,10.68,13.05,38.09,6.65,6.73,12.9,22.74,18.49
2011-10-23,11.53,7.79,7.54,22.99,75.68,25.05,6.12,6.12,734.48,6.12,6.93,6.12,7.04,7.36,,17.78,7.06,10.62,9.43,6.96,22.13,18.6,7.92,14.94,6.96,17.62,27.72,6.92,6.12,12.56,7.03,18.04
2011-10-24,12.79,7.65,13.03,18.08,70.8,22.12,6.12,6.12,696.41,6.12,6.12,6.12,6.12,12.54,,6.12,16.75,9.7,10.21,10.36,23.02,33.45,6.12,15.89,6.12,21.57,15.87,6.92,23.0,13.1,6.12,14.12
2011-10-25,11.65,9.35,14.95,20.68,69.47,23.75,29.47,6.12,1331.03,6.12,6.12,10.64,6.12,11.02,,8.7,36.33,10.56,13.16,14.03,27.03,39.66,6.12,28.47,6.12,27.83,21.85,7.98,17.43,15.17,8.8,16.44
2011-10-26,19.51,11.68,19.52,24.7,69.43,27.53,12.82,6.12,363.84,6.12,6.12,15.65,6.12,11.89,,10.77,29.27,9.74,14.2,15.21,28.6,40.04,6.93,35.29,6.12,28.6,15.03,7.98,23.35,21.15,14.31,14.7
2011-10-27,17.62,9.47,16.67,22.52,69.68,25.97,14.59,6.12,221.17,6.38,9.23,18.1,6.38,16.11,,7.34,33.38,11.75,13.21,10.73,24.93,37.28,6.12,17.57,6.12,25.74,15.81,7.98,23.29,19.11,14.03,14.84
2011-10-28,12.64,11.28,21.66,23.08,70.24,30.18,21.88,10.43,103.61,7.2,9.32,18.15,6.12,13.44,,13.62,25.77,12.55,15.44,16.96,29.67,47.65,6.12,41.7,6.37,45.1,25.23,7.98,30.82,19.2,26.51,22.84
