Datum,Beocin Centar,Beograd Mostar,Beograd Zeleno brdo,Bor Gradski park,Bor Institut RIM,Bor Krivelj,Cacak,Kikinda,Kopaonik,Kosjeric,Kostolac,Krusevac,Loznica,Nis IZJZ Nis,Novi Sad Liman,Obrenovac Centar,Pancevo Sodara,Paracin,Popovac,Sremska Mitrovica,Smederevo Carina,Smederevo Centar
2013-01-01,10.13,12.35,76.59,410.73,106.0,121.07,10.67,17.79,2.48,4.43,28.87,44.68,16.84,8.49,,4.19,24.05,19.03,,6.65,35.89,21.86
2013-01-02,4.58,29.2,58.69,441.73,442.5,83.16,13.1,7.5,2.09,9.7,24.36,36.91,42.24,0.81,,9.62,21.49,22.89,,11.5,34.95,20.63
2013-01-03,3.45,21.46,63.43,22.98,35.66,22.98,15.57,6.68,3.99,9.96,11.47,50.99,64.78,2.01,,16.09,13.8,20.58,,15.94,45.65,22.59
2013-01-04,2.23,34.88,40.83,21.92,30.38,20.43,11.93,7.54,3.55,14.62,15.69,32.13,45.69,1.83,,15.21,18.45,17.61,,28.83,39.12,28.76
2013-01-05,1.6,11.03,30.22,22.74,6.21,15.23,10.05,6.92,3.07,11.37,5.34,20.48,31.75,1.72,,7.82,8.79,13.01,,15.73,23.69,14.96
2013-01-06,1.98,9.79,35.42,19.44,11.28,14.35,12.18,5.97,3.18,7.95,7.71,11.18,30.2,1.71,,2.19,4.08,15.92,,10.24,24.29,11.76
2013-01-07,1.87,7.26,27.13,13.24,3.46,16.39,16.77,5.25,6.89,8.57,13.2,9.0,24.76,2.04,,2.57,2.8,12.09,,9.27,33.32,14.23
2013-01-08,2.28,10.83,47.63,32.36,17.91,20.79,22.33,7.14,5.62,9.59,9.5,21.81,34.69,0.92,,4.37,10.94,14.7,,12.99,51.29,46.42
2013-01-09,6.42,15.82,75.65,81.2,26.08,57.56,23.05,22.91,4.52,19.33,25.65,24.03,31.82,0.85,,7.91,8.98,15.64,,8.58,30.17,60.9
2013-01-10,5.65,28.37,80.69,424.17,110.4,364.08,17.02,20.87,4.03,7.61,20.67,47.79,50.95,1.41,,11.06,17.17,23.19,,8.66,40.04,73.05
2013-01-11,7.18,43.26,53.36,174.33,296.99,167.46,18.07,13.17,2.23,10.93,11.6,44.57,30.82,1.76,,10.97,19.86,18.78,3.34,13.74,45.73,46.12
2013-01-12,,18.25,48.04,18.75,11.85,16.65,16.36,8.35,2.16,11.34,4.72,32.27,31.96,1.35,,7.29,11.11,26.54,4.48,12.92,39.49,36.46
2013-01-13,10.61,33.37,51.95,273.87,170.41,106.84,12.78,11.14,1.9,13.73,24.27,18.84,59.35,1.58,,9.85,23.22,16.88,8.99,17.43,42.74,68.82
2013-01-14,7.41,33.54,44.42,402.1,12.9,32.15,17.48,20.02,1.21,14.71,31.16,16.39,38.2,2.73,,6.25,31.16,5.94,6.89,22.79,62.33,98.04
2013-01-15,7.6,37.25,46.33,642.61,13.29,72.7,15.12,27.39,2.22,15.93,39.77,20.87,28.61,1.31,,5.23,,2.11,7.23,15.82,54.5,80.69
2013-01-16,4.09,22.51,53.72,1061.51,367.57,1015.67,17.29,13.95,2.41,10.4,31.6,21.95,19.7,1.82,,6.41,,6.97,6.63,10.56,67.48,52.68
2013-01-17,4.6,36.6,58.65,396.06,406.78,234.99,16.39,10.73,2.12,6.61,25.04,20.59,25.34,1.35,,18.85,,2.77,6.48,12.03,50.37,42.78
2013-01-18,4.2,15.35,40.27,31.27,28.79,17.64,19.72,9.63,7.17,9.49,8.46,12.15,19.45,4.69,,5.83,,4.24,,12.03,27.09,42.53
2013-01-19,9.79,22.04,55.1,36.2,33.93,24.56,23.42,12.05,6.7,12.52,11.63,18.63,39.19,11.97,,18.07,,24.92,,13.65,39.71,43.9
2013-01-20,17.0,40.83,45.61,117.44,97.27,53.75,13.11,32.23,6.12,12.49,31.38,21.65,53.98,13.61,,11.74,13.18,17.93,,22.22,40.65,68.54
2013-01-21,7.8,64.56,37.97,364.39,326.24,239.12,15.58,18.99,5.57,14.56,32.61,14.56,38.87,20.27,,5.01,19.39,11.1,,28.06,38.86,64.69
2013-01-22,3.31,29.29,35.64,111.69,114.78,91.73,17.31,12.08,6.12,13.38,7.77,18.15,68.96,10.71,,5.22,8.16,16.19,,13.33,27.34,34.86
2013-01-23,19.36,20.25,44.2,32.83,142.82,30.32,15.84,8.26,6.12,8.3,12.5,42.37,29.64,15.21,,17.77,11.74,15.88,,13.27,29.55,38.05
2013-01-24,,24.96,39.41,102.88,134.55,38.3,14.05,9.78,4.25,6.97,25.3,22.14,26.1,9.78,,9.63,29.57,15.83,,16.36,46.48,75.11
2013-01-25,,11.22,15.41,65.2,34.45,35.72,15.63,10.01,10.05,6.36,8.16,16.0,22.9,7.66,,4.1,7.86,7.94,11.77,12.48,23.82,36.73
2013-01-26,,9.93,33.33,18.13,11.18,17.5,22.2,8.61,12.8,14.36,7.57,17.12,76.57,9.37,,4.97,6.77,10.25,13.32,10.09,44.13,18.58
2013-01-27,,15.39,56.16,97.56,20.8,56.64,32.21,7.73,4.16,38.03,20.43,27.63,67.19,19.52,,21.35,19.96,20.38,8.92,18.87,49.12,46.05
2013-01-28,,31.78,56.47,37.81,22.65,,23.55,25.98,2.09,18.82,21.0,40.99,66.52,32.98,,15.62,36.13,23.25,5.23,28.88,59.88,62.61
2013-01-29,,23.6,32.8,27.51,22.82,,26.07,12.47,10.36,15.03,13.27,29.96,44.99,26.7,,10.77,10.25,29.22,3.98,21.46,43.41,50.12
2013-01-30,,57.44,62.2,25.17,104.16,,25.97,12.16,2.67,15.82,22.45,40.9,62.81,33.56,,21.55,25.45,29.09,3.41,28.45,57.15,66.23
2013-01-31,4.81,38.14,37.21,27.04,20.67,,16.31,9.91,3.18,10.26,14.79,32.31,57.52,28.32,,10.89,14.78,17.64,3.58,24.42,39.83,52.58
2013-02-01,6.15,62.12,38.71,33.0,18.58,,22.45,10.41,1.42,17.4,23.22,43.93,38.08,18.8,,11.65,19.67,19.83,5.66,24.04,54.54,55.15
2013-02-02,5.51,54.8,22.84,177.65,117.12,,18.78,21.19,1.4,14.69,29.59,25.02,22.38,15.97,,9.58,32.35,9.2,6.75,23.91,25.75,58.49
2013-02-03,2.74,11.04,11.79,317.03,492.16,,15.84,8.05,2.55,14.14,8.52,15.26,31.51,11.5,,4.71,6.73,6.95,4.09,9.44,17.52,33.16
2013-02-04,8.49,35.11,52.28,20.56,18.42,,22.65,9.49,1.86,13.22,15.72,16.75,33.82,11.79,,14.15,24.21,9.66,3.0,21.88,38.63,43.77
2013-02-05,19.91,51.04,44.4,117.07,55.14,,16.92,12.22,2.38,9.35,17.27,39.63,50.51,12.6,,13.71,26.51,14.04,3.28,23.95,25.43,52.83
2013-02-06,7.09,48.86,32.87,138.18,273.26,72.68,17.59,16.86,4.21,13.81,27.52,38.89,46.46,25.4,,10.89,35.66,15.65,4.89,19.51,34.3,67.61
2013-02-07,3.5,17.42,14.91,51.58,18.95,56.85,22.57,10.51,4.86,13.53,9.37,24.12,43.62,16.48,,7.27,7.45,25.7,5.13,13.6,27.38,35.83
2013-02-08,5.0,8.59,17.04,28.43,21.53,22.95,25.96,10.05,11.5,20.36,5.11,21.66,35.37,18.85,,6.34,6.37,17.32,4.23,13.67,27.36,40.4
2013-02-09,3.46,5.29,18.24,229.77,111.18,254.68,20.67,8.15,3.77,12.47,5.99,32.44,54.33,14.44,,7.0,6.96,30.18,9.59,13.97,33.55,22.82
2013-02-10,3.67,18.5,86.15,31.24,12.17,28.43,28.21,7.77,2.58,12.59,11.04,23.91,16.43,12.95,,30.19,12.94,22.69,9.04,10.76,41.21,44.24
2013-02-11,11.72,44.02,75.58,44.64,34.11,94.52,28.07,8.58,4.19,34.91,12.77,38.96,30.5,24.26,,23.83,28.07,55.27,21.8,16.61,68.42,90.84
2013-02-12,7.56,46.65,50.68,40.09,27.91,28.95,18.21,18.92,7.64,23.25,29.28,15.08,39.28,9.8,,6.38,28.5,19.01,12.95,28.95,55.78,98.64
2013-02-13,11.12,22.07,25.39,43.18,4.32,18.68,10.48,16.17,5.87,12.83,22.18,19.61,28.74,9.82,,12.93,27.38,14.0,9.47,19.72,40.6,81.89
2013-02-14,3.76,7.54,29.3,19.32,7.81,16.44,18.74,12.58,4.59,16.98,11.42,22.74,53.28,7.4,,5.99,15.36,17.0,23.52,10.06,36.39,59.2
2013-02-15,3.35,14.69,47.97,24.98,4.6,21.77,15.13,8.28,6.01,18.45,6.81,22.96,49.6,4.19,,,38.75,12.44,12.3,9.96,59.23,31.64
2013-02-16,3.95,19.13,50.62,78.76,47.34,43.82,7.12,9.51,9.93,9.17,8.66,20.47,27.18,12.93,,,23.65,12.65,7.61,9.85,53.23,52.93
2013-02-17,2.95,10.7,16.34,24.48,18.56,17.99,11.9,8.18,13.24,8.15,4.77,18.6,29.6,13.18,,,11.33,19.44,5.3,12.75,39.29,32.37
2013-02-18,4.0,21.51,26.15,19.09,6.04,17.63,31.82,14.46,9.09,13.36,9.15,15.66,38.0,8.57,,,45.77,15.44,5.66,17.78,45.51,45.74
2013-02-19,3.26,16.84,34.96,35.58,9.32,24.02,14.06,11.63,8.08,20.62,29.26,16.59,28.64,8.3,,,23.37,19.4,6.61,15.46,58.38,51.9
2013-02-20,5.49,34.34,47.89,42.46,78.75,53.22,19.58,8.96,8.18,16.96,29.34,23.03,44.22,13.62,,,28.98,21.22,10.02,17.57,72.4,49.46
2013-02-21,2.34,,20.79,34.85,53.49,25.48,6.41,7.15,6.32,6.35,10.89,21.47,10.99,7.41,3.9,,11.29,17.1,6.08,9.17,49.1,24.86
2013-02-22,3.06,,27.53,,3.56,14.33,12.06,8.87,6.35,9.94,5.1,26.78,21.27,8.76,4.07,,10.36,15.39,6.28,9.45,34.13,27.48
2013-02-23,6.64,18.86,26.64,,1.45,11.7,12.19,9.33,6.79,10.75,10.44,14.45,43.2,9.74,6.37,,14.04,18.75,7.49,18.54,49.59,71.83
2013-02-24,5.14,8.88,10.91,,2.42,10.2,5.66,11.45,5.81,6.21,5.57,10.88,29.81,9.63,2.42,,8.89,9.87,6.67,24.44,30.2,60.68
2013-02-25,12.24,14.6,14.44,,2.33,11.89,8.28,11.24,5.41,5.76,5.56,11.43,15.92,5.2,11.6,,14.76,7.47,5.36,20.55,28.72,60.76
2013-02-26,2.99,5.25,17.97,,2.06,10.23,4.42,9.72,5.51,11.67,3.2,8.99,16.71,4.33,3.41,,12.92,6.11,5.76,9.19,31.08,48.58
2013-02-27,8.97,9.0,27.7,,17.56,10.95,8.87,12.76,7.26,8.88,6.95,10.73,16.57,3.36,5.38,2.02,15.94,11.26,5.8,9.44,34.87,58.74
2013-02-28,11.67,21.12,46.06,,57.6,167.76,7.57,17.45,7.0,6.57,16.63,21.78,21.28,5.76,16.39,30.92,24.26,11.47,9.18,18.03,47.94,41.97
2013-03-01,7.27,36.09,65.54,,32.88,44.98,11.12,9.86,6.95,8.29,32.22,32.51,43.23,7.63,10.35,25.08,24.75,19.11,7.65,19.52,65.61,55.48
2013-03-02,2.68,8.46,18.03,,12.47,28.89,6.72,8.06,12.22,7.03,10.8,25.1,31.4,9.76,4.92,4.9,6.05,21.59,7.73,14.45,46.24,39.04
2013-03-03,6.42,18.95,53.5,,58.05,38.26,17.58,7.12,10.46,5.41,23.23,36.05,28.51,11.72,6.37,35.56,10.26,29.55,9.69,43.04,69.65,45.06
2013-03-04,3.13,14.54,29.42,,30.7,27.83,16.81,8.65,18.51,14.32,19.29,35.28,44.94,13.91,5.74,10.53,9.79,21.37,10.32,14.5,63.71,37.96
2013-03-05,10.32,24.13,32.02,,10.62,14.2,13.97,14.76,7.91,11.02,13.64,14.79,37.71,9.23,5.64,8.71,21.22,13.42,7.75,39.41,37.66,59.1
2013-03-06,16.21,21.95,19.41,,,14.51,9.24,18.2,8.38,14.19,13.57,12.47,44.95,11.75,17.32,6.44,12.18,14.84,9.08,25.35,32.87,53.6
2013-03-07,9.06,41.16,14.71,285.65,290.48,162.96,8.37,12.7,6.24,8.98,13.89,16.91,30.27,11.66,8.79,14.91,8.81,18.56,7.03,20.65,,30.19
2013-03-08,10.93,33.72,33.55,87.0,80.27,143.12,6.03,13.64,6.05,8.71,13.18,19.7,36.12,11.63,7.82,19.22,13.65,13.05,6.84,20.2,,30.69
2013-03-09,6.84,23.03,27.35,58.38,69.36,99.74,4.12,13.24,5.85,9.38,9.86,17.5,23.06,9.5,6.74,10.37,18.41,10.42,,17.73,,28.56
2013-03-10,4.03,16.99,32.76,12.83,9.13,46.83,4.87,7.71,6.53,7.13,18.65,9.89,19.16,6.22,4.26,11.24,15.45,7.86,6.97,17.23,,22.99
2013-03-11,3.2,4.89,22.74,33.04,32.62,74.28,4.72,8.21,6.88,7.59,7.85,10.87,20.29,5.59,5.86,4.66,7.1,7.94,6.82,11.94,,26.49
2013-03-12,5.26,16.84,31.44,31.81,7.58,88.91,6.62,8.22,7.04,7.45,14.91,12.35,15.76,8.94,4.72,7.65,19.14,9.93,4.77,21.12,,33.38
2013-03-13,8.87,20.05,22.08,64.12,7.35,51.8,5.07,12.7,7.05,8.31,9.73,12.64,19.15,7.81,7.38,8.77,14.65,10.04,4.1,14.82,,45.35
2013-03-14,7.96,4.29,13.26,165.46,45.09,48.74,7.05,9.42,9.24,7.46,5.59,8.81,17.04,4.75,4.66,5.91,12.35,8.17,3.77,12.75,,38.47
2013-03-15,7.4,5.63,13.14,22.82,17.35,23.6,8.83,10.97,13.34,11.98,6.24,12.06,21.03,7.8,7.06,13.78,5.74,16.95,6.12,10.94,,28.98
2013-03-16,3.66,4.15,19.94,16.91,11.79,15.03,2.79,8.69,12.97,8.72,5.62,14.28,28.5,15.13,5.43,4.64,4.73,23.83,6.12,11.32,,41.86
2013-03-17,10.47,21.14,34.28,78.24,10.96,59.34,7.55,8.7,9.82,8.37,15.88,22.21,34.26,8.56,17.39,10.32,15.45,17.74,6.12,29.97,,46.72
2013-03-18,9.14,13.31,19.41,113.42,11.18,22.59,7.45,13.05,6.49,12.57,14.29,11.74,28.52,7.36,10.67,6.82,18.17,14.0,6.12,20.46,,75.2
2013-03-19,5.67,18.3,18.3,134.26,53.11,130.97,4.56,12.18,7.28,8.58,15.34,17.08,20.05,,7.35,12.01,34.13,12.55,6.12,16.65,,40.78
2013-03-20,9.13,25.29,22.99,144.37,64.03,151.15,6.42,11.42,7.71,7.67,10.53,18.28,25.18,14.85,10.44,7.85,43.29,8.45,6.12,18.91,,23.8
2013-03-21,5.48,11.11,12.48,84.43,66.92,24.35,5.18,10.24,8.05,6.94,8.2,10.06,13.64,12.34,8.56,5.09,17.78,9.54,4.93,12.8,,36.89
2013-03-22,3.25,5.19,8.09,11.15,6.11,13.95,2.7,8.52,8.41,7.22,5.04,7.94,9.79,7.98,5.57,17.08,3.42,10.76,3.2,11.17,,26.27
2013-03-23,2.89,3.61,8.23,18.24,18.79,20.69,5.89,7.19,7.81,10.1,5.89,19.04,13.58,16.25,4.43,5.11,5.08,18.99,5.14,,,22.48
2013-03-24,3.49,2.93,12.01,114.9,28.16,12.49,34.62,9.08,8.1,12.71,6.02,37.75,26.35,17.33,3.55,7.06,11.49,36.82,9.02,,,20.88
2013-03-25,22.64,5.74,11.79,773.16,3.51,10.07,10.43,11.37,8.73,13.31,6.87,13.3,16.79,6.68,14.61,6.53,,10.14,5.08,,,52.24
2013-03-26,5.8,2.99,30.36,1157.31,5.79,11.68,8.71,17.93,7.82,11.24,7.66,9.75,15.3,6.94,9.1,7.14,,9.4,3.76,,,45.82
2013-03-27,3.3,4.26,22.67,452.83,5.12,10.96,10.89,32.52,7.69,8.31,9.32,11.08,15.15,6.96,5.86,4.28,,9.25,2.62,,31.49,57.3
2013-03-28,7.57,18.13,23.5,83.68,4.19,10.3,7.69,18.54,6.94,9.1,8.59,9.32,19.15,6.03,12.26,6.59,,8.43,2.7,,36.29,56.94
2013-03-29,9.88,12.75,20.25,139.64,5.26,12.06,8.31,18.72,6.76,9.25,7.58,9.79,18.12,8.4,11.8,7.86,,8.82,2.15,,26.9,56.57
2013-03-30,7.98,16.53,15.65,202.09,35.25,22.57,5.81,15.83,7.98,9.56,16.55,9.13,17.57,9.99,12.87,8.47,27.49,11.47,3.91,18.24,29.5,44.12
2013-03-31,6.38,12.86,10.21,663.8,97.13,111.95,4.29,15.98,8.06,8.16,19.46,8.93,10.3,7.9,14.74,5.6,15.11,11.06,4.07,17.77,29.64,39.66
2013-04-01,2.88,8.62,46.83,19.57,36.65,16.99,7.3,8.07,7.63,7.59,6.14,10.62,10.56,6.72,5.5,8.38,8.18,8.67,2.33,11.23,43.61,24.55
2013-04-02,3.96,12.93,20.49,291.95,58.77,22.9,17.5,8.62,8.94,9.11,13.01,11.65,13.65,10.73,5.73,11.17,13.23,13.13,5.84,13.28,38.6,49.22
2013-04-03,3.56,3.99,15.07,174.39,19.21,15.13,7.05,7.75,8.57,9.39,4.89,22.23,28.32,11.81,6.23,5.01,6.51,22.74,2.73,12.24,27.27,30.16
2013-04-04,3.65,6.27,26.26,16.57,46.84,16.84,12.5,7.56,7.76,9.55,17.86,22.86,23.73,15.32,6.0,27.03,7.27,21.85,7.6,13.79,40.51,34.05
2013-04-05,11.72,14.82,20.49,303.03,59.2,60.61,21.53,8.25,7.63,10.44,21.0,13.41,17.41,14.24,9.4,11.57,13.11,14.65,4.67,16.18,43.77,40.33
2013-04-06,3.14,6.99,15.37,137.09,292.01,36.89,7.69,7.71,2.84,8.37,5.59,21.99,11.6,13.21,5.24,5.01,5.36,24.1,6.28,12.3,27.35,17.02
2013-04-07,2.94,5.63,14.95,263.93,87.43,13.12,8.35,7.48,5.21,10.22,4.67,16.92,9.89,9.54,5.81,3.44,4.37,13.31,5.04,11.75,20.22,20.96
2013-04-08,4.62,,13.14,672.46,4.23,10.76,10.45,8.66,5.95,12.19,6.55,14.24,13.22,6.1,6.75,4.4,7.32,12.48,3.75,14.55,12.62,22.53
2013-04-09,10.17,16.03,15.12,32.85,4.02,10.7,6.15,16.54,4.0,8.57,8.42,14.3,19.07,11.35,13.1,8.49,11.13,10.31,15.03,16.76,9.08,21.49
2013-04-10,3.56,16.2,17.87,35.25,13.92,20.06,5.45,10.21,,8.46,8.3,11.06,20.91,10.23,7.45,8.19,11.28,8.28,25.13,9.18,11.19,30.42
2013-04-11,5.23,21.57,15.77,14.19,10.4,15.32,,7.24,6.56,6.63,36.02,13.06,17.11,6.42,8.32,14.19,17.72,10.74,23.96,6.17,10.04,22.47
2013-04-12,5.2,25.07,10.82,153.93,110.87,12.75,,10.02,3.97,8.05,10.97,11.78,18.54,6.23,8.48,8.67,9.13,7.05,3.92,6.33,9.89,19.55
2013-04-13,2.17,9.54,8.08,159.69,170.54,66.89,,5.71,,8.81,8.58,10.31,13.37,6.69,5.85,11.98,4.53,11.77,4.17,3.41,12.16,14.63
2013-04-14,1.86,5.99,4.21,16.51,31.2,11.01,,5.25,4.16,6.07,6.26,8.17,11.31,8.09,4.08,5.8,2.34,8.81,5.41,2.29,10.06,11.01
2013-04-15,2.45,4.23,3.58,300.62,130.88,,,5.55,3.64,8.27,40.3,17.0,9.58,8.96,4.73,3.79,2.58,17.08,4.3,2.67,9.44,14.95
2013-04-16,3.18,11.96,8.64,579.79,124.88,,,5.89,3.69,11.63,99.65,20.24,11.55,6.15,7.74,7.23,6.88,15.94,11.95,3.67,11.65,24.76
2013-04-17,2.34,7.76,11.5,95.51,100.94,,,6.52,5.55,8.25,36.64,10.42,13.08,6.85,4.98,6.17,6.31,8.33,6.53,2.96,10.94,18.21
2013-04-18,3.01,10.35,15.23,163.67,43.41,,,8.86,4.23,11.76,104.68,8.61,13.18,5.77,5.76,6.24,12.54,11.01,14.83,3.86,11.18,24.96
2013-04-19,7.4,13.68,11.97,223.57,171.74,,,13.28,4.64,7.19,84.46,7.89,19.81,5.14,13.32,5.81,17.13,6.68,6.56,8.72,13.7,25.18
2013-04-20,5.29,9.9,10.7,562.08,376.52,,,8.51,6.46,10.04,122.13,6.0,16.84,4.22,9.95,9.11,9.53,6.85,7.28,6.03,12.05,17.4
2013-04-21,2.96,13.31,17.5,298.86,204.85,,,7.9,4.95,8.99,62.99,5.23,26.5,4.44,7.05,24.53,7.67,6.68,6.4,4.13,11.89,18.09
2013-04-22,9.43,11.37,9.42,1086.82,6.38,,,8.71,5.43,7.88,7.2,4.56,24.13,5.81,12.4,7.44,6.92,6.52,5.41,8.93,13.14,
2013-04-23,3.17,7.18,7.41,399.71,16.35,,,7.47,8.15,6.52,7.75,4.34,11.79,5.35,7.41,33.37,5.07,5.29,4.67,3.58,17.62,
2013-04-24,3.56,6.49,4.95,18.83,24.49,,,5.26,8.91,9.02,28.36,6.46,15.49,4.92,5.5,25.67,3.27,5.44,5.05,9.28,13.03,
2013-04-25,4.09,11.72,8.9,40.51,16.97,,,7.59,9.44,7.28,16.12,5.38,21.39,5.12,7.95,23.32,7.55,7.25,6.16,6.2,10.79,
2013-04-26,9.17,13.24,11.79,219.1,284.5,,,16.16,10.04,10.43,11.02,6.01,17.49,5.42,12.66,13.36,9.91,7.23,7.99,8.22,11.89,
2013-04-27,6.16,18.25,10.7,386.58,291.57,,,13.19,8.64,7.4,9.56,4.41,11.02,6.33,9.91,7.94,8.19,6.23,6.73,6.15,5.89,
2013-04-28,4.03,12.57,10.19,35.08,19.22,,,6.74,9.1,7.12,18.66,4.27,9.41,5.05,6.78,13.1,8.27,4.41,4.92,4.93,4.54,
2013-04-29,6.31,13.9,15.0,,191.74,,,13.01,11.89,6.54,9.65,6.36,16.53,7.27,21.5,7.63,12.56,6.66,5.33,5.24,9.74,
2013-04-30,6.1,20.01,16.18,,87.55,,,12.97,15.98,9.85,11.32,6.81,16.66,7.53,38.05,25.9,9.14,6.69,5.94,8.33,12.29,
2013-05-01,5.04,12.18,13.44,,131.95,,,9.4,15.65,9.81,20.84,6.93,15.46,6.57,36.83,8.92,8.27,8.98,5.07,5.33,12.29,
2013-05-02,7.6,10.77,12.78,,315.05,,,9.85,11.15,8.32,9.25,4.47,13.36,5.38,,6.55,12.22,6.27,4.98,11.4,17.37,
2013-05-03,8.96,15.73,14.74,,18.66,,,13.82,10.83,8.41,10.32,5.5,13.89,9.32,,11.52,12.17,7.39,4.83,7.1,11.95,
2013-05-04,4.27,6.3,12.13,,10.29,,,6.34,9.96,7.73,8.96,4.81,14.14,5.6,,16.13,4.01,7.56,4.38,4.64,5.99,
2013-05-05,3.9,5.09,10.36,730.65,43.39,,,5.99,11.3,8.45,19.83,4.36,12.1,4.94,,4.63,2.47,6.38,5.22,3.71,20.89,
2013-05-06,5.24,9.74,12.1,531.55,7.99,,,6.95,8.09,7.73,10.53,4.46,9.52,5.86,,6.49,3.66,5.54,4.77,5.49,5.95,
2013-05-07,5.4,8.48,12.59,932.66,14.32,,,7.48,8.19,7.4,8.1,4.12,7.59,5.86,,6.01,5.76,5.83,4.61,6.89,6.74,
2013-05-08,8.21,7.7,12.47,662.66,26.81,,,8.05,9.4,7.58,9.25,4.34,10.62,4.64,,7.5,6.88,5.73,5.84,9.78,5.73,
2013-05-09,6.01,8.58,12.61,1018.53,11.93,,,9.6,8.17,7.17,9.8,4.11,9.33,4.12,,6.36,7.09,6.69,5.15,12.69,5.32,
2013-05-10,15.61,12.04,16.72,396.3,133.75,,,9.75,8.32,7.41,7.94,4.08,8.6,4.08,,8.47,11.68,5.87,8.65,10.04,16.13,
2013-05-11,3.7,11.79,15.05,317.36,112.31,,,9.53,9.25,7.8,8.63,4.53,8.53,,,9.41,10.84,7.03,5.72,7.81,13.37,
2013-05-12,2.47,3.01,11.45,73.12,33.63,,,6.92,9.67,7.41,7.78,5.92,7.38,,,5.92,4.07,13.11,6.15,3.36,5.42,
2013-05-13,2.25,2.98,11.12,15.57,14.01,,,7.08,8.94,7.39,6.77,4.22,7.86,,,15.67,3.06,9.56,5.69,3.71,5.0,
2013-05-14,2.01,4.11,13.07,12.09,10.0,,,6.89,8.68,9.06,7.05,5.66,9.39,,,14.25,2.6,9.96,6.25,4.29,4.82,
2013-05-15,2.89,4.59,12.79,133.12,9.1,2.72,8.91,6.86,9.23,8.42,18.11,5.34,14.52,,12.07,17.15,2.98,13.03,7.37,4.97,5.45,
2013-05-16,8.14,18.01,13.74,132.51,120.74,63.96,8.48,11.54,9.65,8.07,10.8,5.77,11.46,,16.79,7.98,8.97,8.94,4.9,13.85,12.81,
2013-05-17,6.51,18.91,15.73,737.71,59.97,4.29,7.89,11.9,9.65,8.09,12.65,4.62,10.33,,16.8,7.36,8.08,9.1,5.67,6.96,8.97,
2013-05-18,3.05,9.64,15.85,116.84,178.41,16.82,8.28,7.44,7.94,8.43,41.54,4.71,13.03,5.48,12.52,37.56,4.4,17.89,6.4,6.71,7.3,
2013-05-19,10.51,14.72,14.17,749.78,192.95,80.52,7.91,15.65,8.58,8.92,,4.87,10.37,5.75,16.92,7.25,10.07,7.79,5.08,11.34,12.86,
2013-05-20,2.87,4.62,11.12,145.75,93.23,5.14,11.32,7.2,7.95,12.38,38.98,8.96,9.01,12.79,10.81,8.02,2.42,20.93,15.84,4.92,4.66,
2013-05-21,3.42,11.15,13.45,,59.72,3.86,9.28,8.43,7.73,10.75,35.91,5.18,11.18,6.46,12.47,10.16,4.51,8.19,7.17,7.26,17.3,
2013-05-22,2.97,9.25,13.23,,82.01,31.24,10.12,7.45,9.0,9.71,12.71,7.46,33.57,9.58,11.55,6.55,5.16,12.96,5.86,5.72,9.07,
2013-05-23,3.47,3.37,11.25,,19.24,2.66,8.56,8.02,9.86,9.43,8.65,5.26,10.32,6.28,11.43,1.84,5.03,9.08,8.05,5.01,5.81,
2013-05-24,3.15,5.7,14.2,,30.6,2.33,8.19,8.12,8.7,10.02,69.7,6.54,14.7,6.63,10.0,14.71,4.39,11.26,5.74,5.35,17.78,
2013-05-25,2.89,10.98,12.51,,44.62,8.45,6.83,9.19,8.55,8.83,15.52,5.55,10.35,5.86,9.41,1.85,5.44,10.82,6.82,4.72,9.4,
2013-05-26,2.89,6.75,13.23,,13.14,46.95,6.89,7.5,8.84,8.66,11.53,4.62,14.35,5.7,9.61,13.75,5.89,5.72,5.85,4.62,8.79,
2013-05-27,6.65,26.91,,,6.73,8.88,6.64,9.32,8.4,8.69,16.5,5.09,12.13,5.29,11.77,13.27,11.9,4.51,5.1,11.66,13.48,
2013-05-28,7.56,34.85,19.41,,81.35,83.8,6.74,10.37,10.33,8.85,14.36,5.12,12.98,6.06,14.55,3.74,10.23,4.74,6.58,8.83,10.01,
2013-05-29,11.17,20.45,14.57,,73.02,4.77,7.89,12.97,12.93,10.05,16.34,5.39,18.0,6.87,13.71,3.98,10.55,7.02,6.31,19.07,11.18,
2013-05-30,4.24,13.05,14.19,,31.82,3.34,7.46,9.35,8.79,8.91,13.77,4.72,17.93,7.74,9.31,10.27,13.41,6.22,9.64,7.4,9.72,
2013-05-31,5.72,15.22,22.8,,23.16,3.17,7.28,11.7,9.28,9.36,12.19,4.72,10.53,7.06,11.83,7.48,10.09,6.08,6.27,11.77,8.82,
2013-06-01,3.91,23.0,16.92,,190.3,28.46,6.62,8.62,8.53,8.97,11.7,4.43,11.13,5.74,9.15,9.72,8.56,6.05,7.1,6.06,8.25,
2013-06-02,3.58,9.2,12.62,,282.76,22.9,6.58,7.86,8.17,8.77,12.66,4.9,13.89,5.69,8.36,24.94,5.25,10.3,6.05,5.71,12.05,
2013-06-03,3.04,5.77,9.79,,12.17,13.57,6.47,7.48,7.55,8.27,9.6,4.89,9.81,5.72,7.56,6.28,2.7,7.57,5.56,5.09,6.38,
2013-06-04,3.09,4.07,9.56,,7.68,4.01,6.94,7.5,7.68,8.28,5.8,5.28,10.88,7.54,6.66,10.68,2.75,9.81,6.43,4.72,6.23,
