Datum,Kikinda Centar,Novi Sad Liman,Sremska Mitrovica,Pancevo Sodara,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Sabac,Kostolac,Smederevo Carina,Valjevo,Bor Institut RIM,Kragujevac,Popovac,Zajecar,Cacak,Uzice,Krusevac,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Vranje
2018-12-22,1.41,1.3,4.98,2.85,3.9,4.05,4.22,11.86,1.19,1.78,9.13,3.29,2.11,2.43,17.69,6.26,6.28,8.24,,9.43,12.71
2018-12-23,1.12,0.69,4.71,2.9,2.75,2.52,3.75,11.34,1.25,1.91,6.48,0.75,2.78,1.75,16.73,6.23,2.73,8.49,,9.22,12.15
2018-12-24,0.93,0.38,3.64,3,1.3,1.29,2.93,4.63,1.19,1.49,6.19,0.84,2.83,1.13,10.43,3.56,3.1,6.39,,5.59,7.38
2018-12-25,0.79,0.46,0.75,0.98,0.71,0.52,0.71,0.73,0.49,0.57,1.04,0.39,0.71,0.15,0.93,0.82,0.87,1.7,,0.63,1
2018-12-26,0.67,0.77,3.34,1.24,0.99,0.82,1.16,4.37,0.69,0.8,2.66,0.53,1.43,0.47,2.21,1.58,1.95,1.73,,1.92,3.67
2018-12-27,0.78,0.75,6.58,1.52,1.08,0.84,1.2,5.88,0.9,1.24,3.58,0.73,1.94,0.6,3.44,1.68,2.7,2.98,,1.91,4.34
2018-12-28,0.84,0.89,6.4,1.58,1.01,0.77,1.08,6.14,1.03,1.49,3.61,0.73,2.01,0.7,3.81,2.05,2.92,3.59,,3.06,8.55
2018-12-29,0.9,0.65,1.44,1.21,1,0.77,1.03,1.29,0.87,1.38,1.85,0.52,1.87,0.61,1.54,2,1.82,3.68,,3.09,8.78
2018-12-30,0.86,0.69,1.58,1.23,0.97,0.68,1.01,1.66,0.81,1.48,2.13,0.57,2.33,0.67,2.96,2.99,1.24,3.51,,1.46,2.31
2018-12-31,0.74,0.58,1.37,1.24,0.95,0.65,0.98,1.2,0.82,1.26,2.02,0.8,1.07,0.43,3.13,1.74,1.17,2.09,,1.12,1.93
