Datum,Novi Sad Rumenacka,Novi Sad Liman,Beocin Centar,Sremska Mitrovica,Beograd Stari grad,Beograd Novi Beograd,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Smederevo Centar,Obrenovac Centar,Smederevo Carina,Valjevo,Bor Institut RIM,Kragujevac,Kosjeric,Popovac,Zajecar,Cacak,Uzice,Kraljevo,Kamenicki Vis EMEP,Nis O.s. Sveti Sava,Nis IZJZ Nis
2019-01-01,22.75,11.09,53.52,18.37,26.75,23.25,37,22.53,23.42,20.97,21.48,27.13,17.64,22.47,15.84,,9.65,15.59,20.18,22.7,13.64,11.83,16.62,10.07
2019-01-02,20.06,14.65,52.84,19.11,24.12,17.68,37.16,24.32,23.36,21.54,16.86,23.49,25.35,21.84,20.18,,9.83,16.15,17.92,20.51,23.45,5.19,20.9,12.2
2019-01-03,25.31,15.31,45.08,14.47,15.47,21.99,28.47,23.21,21.01,21.78,21.43,18.32,21.91,13.58,17.69,,9.75,15.52,14.13,24.73,16.54,8.94,11.95,15.35
2019-01-04,33.64,16.8,45.23,21.96,20.78,33.59,36.1,25.29,23.94,27.74,31.2,18.73,30.8,15.87,26.92,,10.4,23.94,16.47,30.37,24.59,9.38,14.08,24.18
2019-01-05,20.57,10.41,42.51,29.75,33.37,16.26,41.89,24.47,28.72,37.4,31.3,17.99,28.08,22.32,19.14,,9.9,21.09,22.36,28.53,22.64,8.47,17.49,22.22
2019-01-06,18.14,13.26,50.56,12.97,16.4,22.07,24.52,20.27,17.22,17.11,19.32,21.39,18.42,14.24,19.17,,10.1,14.25,17.13,19.2,19.88,6.19,18.59,16.38
2019-01-07,31.01,12.08,44.42,23.1,18.41,29.06,37.12,22.12,24.07,25.56,21.8,23.86,24.24,21,20.94,,8.53,21.58,15.37,21.69,21.45,6.11,14.52,13.23
2019-01-08,39.46,10.56,45.48,34.37,52.74,33,59.61,33.36,31.7,43.47,28.08,20.33,44.17,31.91,31.47,,14.47,22.69,34.83,43.03,28.77,6.67,23.33,29.39
2019-01-09,46.62,23.59,66.56,36.13,45.73,46.27,52.03,33.22,27.7,38.64,33.09,22.59,31.79,28.12,39.24,,13.96,23.6,33.04,29.84,29.19,5.93,35.19,27.77
2019-01-10,31.33,19.06,49.66,19.76,21.06,30.32,29.95,26.48,20.56,18.94,25.98,26.79,22.94,34.89,36.56,,12.09,25.81,25.54,22.15,35.29,10.44,29.32,19.26
2019-01-11,29.95,20.36,,27.24,34.4,27.67,40.2,29.91,33.11,23.56,29.09,39.45,31.4,23.83,33.14,,13.35,20.07,21.71,27.75,33.7,9.88,32.78,24.17
2019-01-12,25.96,14.11,,29.86,41.01,17.95,45.04,28.56,33.99,40.54,36.85,51.32,36.28,23.06,35.17,,19.31,24.73,18.24,33.27,32.85,7.87,48.47,34.77
2019-01-13,41.7,20.28,66.5,36.51,50.29,32.83,61.36,32.03,42.23,42.5,39.27,57.18,44.92,38.75,42.86,,17.83,26.86,34.3,29.64,32.01,4.47,52.19,32.55
2019-01-14,25.87,13.98,64.57,34.01,31.16,23.54,50.14,33.12,25.85,31.05,35.09,46.05,43.94,30.05,33.88,,19.8,28.08,43.13,30.56,46.68,6.73,52.39,27.42
2019-01-15,26.14,14.1,61.79,32.46,27.37,20.81,46.01,31.39,26.49,26.53,25.86,34.31,41.13,20.24,25.77,,11.53,20.43,21.39,37.47,34.74,4.21,27.44,27.85
2019-01-16,34.34,17.76,74.91,57.05,48.43,35.97,65.14,38.08,33.72,47.46,53.44,47.46,56.82,36.07,40.73,,20.99,19.23,33.65,39.66,57.27,3.19,66.4,46.52
2019-01-17,14.89,5.23,72.79,43.25,57.59,46.47,71.83,35.35,27.2,58.68,45.32,59.21,57.83,54.13,46.1,,19.94,38.72,50.57,48.71,47.13,8.27,71,59.74
2019-01-18,41.38,21.96,71.43,28.34,42.17,43.33,53.81,34.08,27.31,36.59,34.57,46.61,49.12,48.56,58.56,,25.89,46.91,43.7,63,49.2,4.27,85.01,53.52
2019-01-19,21.82,15.47,57.69,22.82,27.99,26.48,35.84,23.76,18.67,34.08,25.07,38.61,20.94,23.74,31.22,,12.19,,33.39,24.37,22.64,5.15,44.17,19.03
2019-01-20,19.75,12.6,57.95,19.83,21.56,18.8,31.7,20.04,18.61,24.92,19.35,31.28,17.51,22.78,20.42,,9.75,,23.06,20.27,23.05,5.35,34.22,17.79
2019-01-21,26.52,14.76,59.86,25.93,20.56,24.46,33.34,20.66,14.65,29.15,22.91,32.87,17.74,31.57,28.01,,11.26,,28.99,16.38,21.88,5.21,33.71,23.1
2019-01-22,18.99,11.17,53.68,22.16,29.77,30.2,33.78,21.4,9.62,39.39,26.85,28.01,19.59,26.13,27.56,,8.06,,27.82,22.01,15.43,5.32,20.96,17.83
2019-01-23,29.96,21,61.76,25.89,29.34,30.92,34.72,24.91,22.5,29.68,31.1,36.85,16.2,35.97,31.4,,9.88,,24.46,26.02,28.59,4.49,21.91,25.55
2019-01-24,35.89,20.92,,25.76,31.45,21.87,39.27,28.8,24.18,27.24,31.23,35.78,32.4,28.81,33.27,,11.27,,25.84,28.77,29.51,6.81,21.98,16.91
2019-01-25,30.08,21.13,,30.39,24.59,29.69,33.54,28.12,27.23,23.58,23.19,33.36,22.99,25.98,30.41,,11.48,,22.34,25.06,24.85,7.44,21.91,15.95
2019-01-26,33.27,18.37,19.19,100.91,33.97,29.09,45.56,26.44,36.41,28.99,31.55,30.15,29.69,25.95,31.14,,13.73,,20.57,26.73,26.61,10.24,23.8,23.31
2019-01-27,50.59,25.92,21.47,54.35,53.26,53.3,64.5,28.22,45.63,40.53,33.55,37.87,43.28,35.87,39.11,,17.51,,35.93,39.47,38.68,5.65,52.73,33.69
2019-01-28,32.99,18.3,14.01,40.29,47.46,20.02,55.49,26.06,39.34,39.59,23.88,33.13,39.75,22.74,29.15,,9,,44.01,43.29,26.49,4.87,50.68,33.84
2019-01-29,41.53,22.17,22.85,36.06,38.47,37.49,48.55,32.14,40.25,33.14,36.14,35.26,28.39,48.46,30.84,,12.45,29.76,32.75,16.25,32.2,5.25,32.37,19.85
2019-01-30,44.47,27.41,28.55,33.95,46.15,43.38,53.38,34,42.98,40.96,33.6,41.81,28.64,47.18,35.94,,17.46,28.67,34.48,29.23,28.71,6.35,41.41,16.79
2019-01-31,26.51,14.3,19.11,30.32,35.62,43.25,41.24,27.79,36.22,34.81,28.99,36.47,22.68,54.97,29.17,,14.96,33.42,34.78,32.85,24.98,5.31,44.13,20.61
2019-02-01,26.01,15.75,15.81,39.23,50.57,25.06,49.31,24.71,41.72,39.54,20.6,35.88,27.19,61.84,23.38,,13.39,28.54,41.55,36.84,18.9,3.92,58.76,31.88
2019-02-02,16.74,7.34,7.18,15.34,51.47,9.69,37.28,21.06,40.19,34.58,12.07,31.79,35.8,59.11,12.09,,10.42,36.7,37.01,40.4,12.85,2.13,56.15,34.16
2019-02-03,17.33,6.63,6.51,18.92,41.05,15.38,32.63,18.41,43.95,29.07,12.66,32.89,15.4,49.43,16.79,,11.63,25.41,24.2,22.49,11.76,,29.55,24.57
2019-02-04,24.54,14.49,9.17,19.26,20.47,24.18,30.35,23.76,37.4,20.16,22.63,23.15,23.23,36.29,22.79,,10.69,19.47,21.74,12.17,18.15,,17.22,13.85
2019-02-05,20.51,13.9,13.33,17.33,18.21,22.28,26,19.42,28.52,16.57,20.85,23.03,22.67,27.65,23.33,12.83,10.92,13.93,22.8,14.39,19.05,,14.05,11.22
2019-02-06,33.07,19.04,16.79,24.56,23.93,23.05,32.35,25.59,32.79,22.71,22.44,25.64,29.12,24.58,23.17,11.25,11.65,15.68,24.34,18.83,20.68,,15.42,10.76
2019-02-07,26.02,14.49,18.38,32.56,36.85,31.26,45.01,26.27,36.66,37.72,24.49,29.87,33.83,19.62,26.94,16.55,10.85,13.33,32.5,31.41,19.85,6.06,14.02,20.3
2019-02-08,24.15,15.32,19.25,24.83,30.13,18.28,38.34,23.39,35.12,35.77,29.78,33.15,28.12,29.27,27.98,13.87,12.34,19.17,29.76,31.81,19.72,4.59,23.6,22.22
2019-02-09,40.05,22.93,23.41,30.24,41.25,40.67,50.96,29.21,42.49,38.43,38.89,43.07,28.76,40.08,30.08,14.08,10.58,26.62,30.37,33.94,25.56,4.89,33.53,24.82
2019-02-10,30.73,15.3,13.97,34.42,51.98,38.23,59.02,34.32,52.9,36.39,41.2,47.69,44.3,48.59,32.55,25.56,12.73,24.74,35.48,29.75,24.48,5.64,45.65,30.7
2019-02-11,24.49,14.17,10.43,23.36,28,18.95,36.04,27.94,50.26,25.59,21.56,34.84,36.14,40.01,32.21,18.68,10.78,21.82,27.76,30.31,27.36,4,32.74,30.46
2019-02-12,16.27,11.8,5.53,12.24,10.69,16.26,19.89,20.67,40.04,19.95,11.69,20.37,26.66,16.78,19.18,5.94,8.07,10.95,15.64,23.79,14.8,4.5,19.22,16.58
2019-02-13,30.54,15.84,10.92,26.34,27.12,29.72,41.8,26.3,39.23,27.74,33.92,26.6,36.51,16.28,25.75,9.9,9.65,26.72,18.81,32.5,27.55,4.45,19.28,23.63
2019-02-14,30.1,16.77,9.45,27.97,28.73,25.75,44.85,30.05,41.71,33.39,29.14,32.2,44.01,18.77,27.88,19.25,16.1,27.12,23.08,33.51,30,7.09,26.89,24.36
2019-02-15,28.04,16.66,14.27,28.88,31.52,36.44,44.52,26.56,43.39,31.92,40.14,38.69,33.96,35.01,27.46,12.93,12.03,29.33,21.04,32.05,24.26,5.1,16.63,20.7
2019-02-16,40.13,15.13,15.39,35.45,41.37,34.28,59.03,30.59,49.41,39.21,43.62,49.93,29.83,29.93,22.71,25.06,11.21,22.63,24.16,38.51,28.26,5.4,24.52,23.18
2019-02-17,47.92,13.56,19.88,34.7,53.21,47.82,62.62,37.92,57.78,35.86,45.88,50.81,30.2,30.54,25.56,21.98,10.93,23.86,32.18,39.72,27.71,6.85,31.02,23.61
2019-02-18,44.98,20.46,30.07,37.39,60,57.05,69.98,43.01,60.8,43.45,51.15,60.84,37.83,52.04,33.67,25.01,17.97,30.26,37.93,43.53,29.62,6.14,40.63,29.1
2019-02-19,56.47,24.55,24.97,50.21,63.39,65.31,77.61,49.41,58.91,50.77,53.03,49.33,40.58,56.77,39.92,24.49,16.66,30.59,37.09,45.49,36.09,7.35,50.85,36.53
2019-02-20,35.72,,20.44,37.55,40.92,42.55,59.97,41.73,54.71,36.46,53.67,53.99,42.49,38.45,45.31,21.19,16.08,26.69,33.98,51.93,31.98,8,38.98,33.75
2019-02-21,33.55,,16.87,37.59,43.96,39.2,62.46,40.32,50.81,38.39,44.89,50.25,35.8,27,33.02,20.89,12.79,26.95,28.96,42.4,28.83,9.82,36.57,31.77
2019-02-22,19.8,,9.14,20.49,25.92,23.13,33.68,27.43,48.36,22.07,22.5,34.39,28.47,28.8,28.65,21.45,11.26,22.09,29.72,29.03,27.4,8.11,34.88,20.47
2019-02-23,12.06,13.18,9.89,17.64,19.35,21.15,23.61,18.67,31.25,33.08,21.85,28.06,27.3,25.18,19.82,9.79,7.69,16.92,20,25.29,12.03,2.71,10.89,26.68
2019-02-24,22.19,17.88,12,23.84,21.08,29.74,29.88,22.65,37.15,28.67,29.24,31.74,25.23,29.45,19.43,14.83,8.74,25.14,17.63,25.28,16.37,4.32,16.07,27.84
2019-02-25,26.05,17.15,16.23,34.66,34.02,31.46,46.13,29.28,45.59,37.96,44.17,31.71,32.96,31.94,26.82,18.16,9.89,26.37,23.52,38.05,25.71,5.44,24.83,29.63
2019-02-26,26,20.66,11.87,27.18,40.32,39.25,62.08,38.05,52.8,38.65,41.97,36.55,41.95,28.87,36.53,16.95,14.46,21.55,25.19,37.04,28.23,5.87,30.72,31.62
2019-02-27,29.17,23.91,17.48,25.16,27.85,38.51,46.77,29.99,52.03,30.64,36.61,39.4,38.83,22.45,28.55,14.88,10.25,39.08,28.01,42.95,26.69,6.79,29.69,29.78
2019-02-28,29.56,24.23,34.36,51.16,46.27,27.36,69.36,37.89,57.9,46.66,56.39,46.66,47.33,33.29,32.58,29.45,15.38,34.07,34.09,45.41,33.23,5.66,45.61,31.46
2019-03-01,35.71,27.74,36.16,42.53,42.16,39.67,63.89,40.79,60.3,36.45,53.89,43.79,39.91,35.29,40.5,32.97,16.2,27.21,36.95,49.93,29.74,6.6,46.02,37.28
2019-03-02,18.07,17.26,15.44,22.09,21.58,24.19,34.14,28.94,51.04,27.38,27.97,39.23,32.31,28.63,24.79,23.91,10.71,24.25,34.26,28.42,20.83,6.7,25.44,25.23
2019-03-03,20.27,13.45,19.9,24.94,32.04,28.47,38.6,28.28,50.09,30.89,28.46,42.22,32.53,36.94,26.56,26.63,12.68,22.26,40.6,30.15,20.09,6.9,28.87,22.65
2019-03-04,26.65,10.79,53.18,39.5,49.04,34.42,65.97,35.01,58.72,49.25,48.34,44.69,44.08,45.78,29.66,28.08,14.12,30.27,45.82,37.01,31.61,6.72,25.89,22.26
2019-03-05,28.87,16.1,29.71,36.37,36.66,18.93,50.14,30.49,58.75,38.28,42.4,53.06,42.61,36.44,28.79,36.46,14.44,23.1,49.78,37.81,27.79,5.15,24.23,30.23
2019-03-06,24.26,19.31,19.04,32.49,32.06,28.22,45.85,28.48,55.58,39.08,33.47,44.91,34.82,48.95,31.86,52.06,14.48,24.31,46.55,38.29,20.81,,30.39,25.54
2019-03-07,27.16,9.14,23.4,38.57,52.39,23.73,58.7,30.84,61.75,45.24,34.9,64.38,34.75,51.58,29.93,24.18,17.61,27.55,43.09,42.8,24.14,5.83,30.64,23.62
2019-03-08,40.53,23.63,16.64,42.63,42.49,50.72,58.93,38.57,56.64,50.12,53.23,81.72,54.75,57.52,44.73,28.31,19.2,37.87,51.35,34.33,27.97,4.79,37.4,32.8
2019-03-09,26.15,14.86,20.99,35.39,36.8,22.92,45.72,27,52.1,31.61,39.75,83.92,30.07,36.95,26.23,36.67,14.23,25.2,43.83,32.5,18.12,3.89,36.6,28.01
2019-03-10,15.46,8.59,28.71,32.28,27.33,15.63,44.08,25.95,53.66,32.88,34.35,58.94,31.62,28.72,18.31,28.12,11.28,13.39,35.18,22.85,18.5,5.62,19.58,17.17
2019-03-11,21.49,10.99,25.68,28.41,22.49,21.08,39.82,25.58,56.19,27.34,27.87,49.07,27.74,25.01,23.35,26.11,9.29,16.11,31.78,28.22,23.28,4.68,23.43,26.58
2019-03-12,30.27,21.2,23.96,22.91,19.91,32.36,32.83,24.56,50.39,27.82,32.74,22.29,30.39,30.98,25.62,21.29,9.56,18.36,31.31,32.6,22.44,3.68,20.19,23.37
2019-03-13,30.51,13.49,28.23,32.14,38.17,26.81,48.95,28.04,56.93,40.87,27.26,24.72,23.35,27.7,21.2,29.87,14.04,14.76,36.02,39.42,18.24,3.73,18.4,23.31
2019-03-14,35.77,19.89,17.44,30.03,,35.56,48.24,33.03,59.15,41.2,44.18,28.23,41.55,47.01,28.93,22.89,11.74,25.8,32.33,42.26,25.44,5.73,20.77,25.29
2019-03-15,39.4,23.48,22.26,37.49,,30.48,52.74,34.9,62.47,42.82,41.25,25.44,42.26,43.66,29.03,27.9,14.01,23.58,39.81,45.25,25.98,3.75,31.44,27.55
2019-03-16,24.62,17.82,20.04,33.87,40.12,31.28,48.75,29.53,61.59,45.06,39.86,29.41,35.8,38.95,25.44,22.51,13.58,21.21,39.47,38.88,20.8,5.11,35.56,27.57
2019-03-17,40.29,20.6,20.06,32.05,44.09,30.91,53.11,34.48,58.01,38.41,33.76,25.57,25.29,51.31,24.72,22.9,12.9,23.34,37.94,34.71,19.35,6.54,37.11,24.4
2019-03-18,25.06,15.72,13.85,22.25,24.53,30.02,32.93,26.6,53.12,33.24,32.38,24.32,26.38,43.62,25.56,14.62,12.59,23,36.41,35.73,16.71,,24.96,24.83
2019-03-19,32.16,17.6,10.68,20.71,16.11,20.46,23.67,23.05,50.64,23.29,23.71,20.68,26.96,24.4,18.73,11.14,12.2,12.26,34.85,27.62,13.32,7.63,14.68,20.96
2019-03-20,32.27,24.64,13.44,22.03,23.34,21.72,33.34,26.17,52.29,30.87,29.37,25.29,32.08,25.27,27.02,16.07,10.89,16.07,44.64,30.64,20.98,8.95,14.74,20.39
2019-03-21,,26.97,13.62,36.41,29.31,38.18,42.58,31.94,44.69,35.13,43.07,23.53,30.4,40.04,29.21,22.75,12.15,20.9,48.79,40.17,26.02,11.76,28.04,38.31
2019-03-22,,31.55,20.41,41.36,41.78,48.94,60.9,40.88,58.8,39.85,53.43,33.5,31.44,41.53,29.86,23.92,14.31,22.37,45.06,50.04,29.93,9.88,31.61,33.68
2019-03-23,51.78,32.49,17.02,32.4,32.05,42.12,46.15,37.2,54.97,28.42,46.24,27.66,28.92,38.91,25.97,23.69,14.4,22.85,41.57,44.22,28.38,9.08,27.62,29.78
2019-03-24,53.52,18.15,12.5,35.01,51.8,41.52,59.24,40.44,55.36,36.91,49.6,32.43,21.95,44.91,24.53,21.32,12.81,23.11,44.3,39.44,23.66,8.77,29.68,30.74
2019-03-25,44.31,22.82,10.36,26,39.09,30.82,41.98,33.75,59.19,37.92,37.16,30.05,23.93,46.84,25.55,16.65,13.01,27.23,44.89,39.14,17.36,7,25.41,34.25
2019-03-26,34.14,15.11,10.95,16.33,18.42,29.13,26.94,23.76,38.79,27.7,26.77,24.37,31.07,20.93,21.48,18.95,10.34,11.62,44.32,34.49,19.22,6.9,14.67,21.15
2019-03-27,36.23,19.42,16.58,22.47,21.95,28.21,26.67,24.26,23.73,28.72,36.68,27.21,34.96,26.46,26.04,20.41,10.77,18.75,36.84,39.11,17.15,7.89,20.52,25.49
2019-03-28,63.48,26.04,12.71,29.39,26.23,35.91,35.11,26.63,26.14,36.09,44.55,30.15,30.16,40.21,24.02,23.22,11.66,22.33,41.38,41.75,21.38,10.42,21.46,29.94
2019-03-29,,26.38,12.1,28.04,26.87,43.85,37.52,31.85,33.67,30.25,43.65,35.93,31.57,62.31,29.41,22.95,15.22,29.32,41.2,43.54,25.26,10.03,30.71,35.43
2019-03-30,,24.24,14,34.58,38.96,42.08,49.98,36.55,36.48,37.86,51.53,48.61,26.2,51.38,23.69,18.95,12.73,25.25,44.19,44.38,26.41,7.96,27.47,32.91
2019-03-31,,20.04,11.96,33.74,45.04,46.13,50.63,39.22,31.64,40.05,43.55,62.39,25.08,55.69,23.35,21.21,14.56,22.28,49.58,39.92,21.09,7.99,24.69,30.83
2019-04-01,,25.2,16.18,31.39,41.45,40.36,48.02,42.03,37.35,47.18,51.23,66.74,32.03,54.72,30.68,27.69,15.36,29.36,51.16,50.99,24.18,8.3,25.08,37.57
2019-04-02,21.29,11.31,9.4,27.13,21.38,15.67,30.15,22.49,19.37,31.81,22.45,43.81,27.98,31.17,19.28,22.86,17.18,13.26,52.18,43.83,13,7.69,17.62,32.96
2019-04-03,10.76,7.71,6.2,27.49,22.19,11.1,35.15,19.75,16.25,31.82,10.14,42.76,28.16,40.06,14,20.91,15.85,14.42,48.08,39.81,10.07,4.27,6.2,33.84
2019-04-04,13.8,6.4,6.45,26.54,21.61,11.29,39.56,21.12,16.73,33.55,13.97,47.26,20.9,35.45,16.74,23.86,15.69,12.82,54.47,33.99,11.39,4.36,7.74,25.19
2019-04-05,15.69,10.72,6.96,20.81,21.77,12.3,39.68,21.55,17.41,32.94,13.57,45.78,15.26,43.72,10.29,22.1,15.49,18.69,49.49,29.05,11.17,4.5,11.15,26.82
2019-04-06,18.35,11.41,10.87,21.1,20.02,13.39,35.33,23.13,15.81,32.09,22.51,47.52,25.66,26.33,13.68,19.37,12.88,12.38,47.29,36.25,5.94,4.06,8.21,28.61
2019-04-07,11.8,9.21,7.54,18.77,16.59,9.05,29.31,18.89,14.64,26.18,16.56,52.98,19.22,35.22,10,35,12.63,12.81,48.14,25.62,5.81,3.97,5.08,22.23
2019-04-08,42.31,24.38,13.22,27.35,24.89,25.99,50.3,31.91,19.63,46.36,31.3,43.21,23.58,36.81,16.78,72.49,13.3,19.73,54.3,26.43,14.77,3.86,18.03,28.16
2019-04-09,41.7,22.98,13.81,26.85,29.76,35.54,51.49,47.4,36.61,36.31,39.42,56.25,31.68,29.89,27,70.97,10.4,10.05,61.53,28.14,22.63,2.89,10.31,17.37
2019-04-10,34.91,19.61,13.93,33.75,33.97,21.03,57.4,35.39,24.93,43.26,47.76,58.2,25.61,42.09,19.74,55.26,11.57,14.91,51.1,31.6,17.96,2.79,9.54,19.08
2019-04-11,25.81,17.56,10.9,,24.52,18.24,45.57,34.24,28.28,26.69,29.02,58.77,27.65,39.19,19.23,35.46,12.38,10.02,44.51,36.28,13.71,4.28,16.84,17.57
2019-04-12,24.08,15.13,10.31,,18.37,14.1,33.78,26.03,23.04,21.76,19.57,52.51,20.81,29.61,18.67,18.6,8.88,9.62,52,27.56,12.58,4.57,10.79,13.97
2019-04-13,17.67,15.81,6.79,17.82,16.36,14.59,32.76,22.97,23.23,23.25,21.05,51.3,19.56,23.67,15.96,19.59,12.93,9.42,55.81,25.49,11.47,11.99,11.18,15.39
2019-04-14,17.44,12.29,9.71,17.31,14.63,16.91,29,22.54,22.53,23.25,19.61,57.34,15.62,24.07,18.15,16.68,8.44,6.02,59.68,21.17,13.94,11.24,12.24,12.7
2019-04-15,25.28,18.43,13.04,29.7,23.53,25.95,39.68,31.66,37.04,25.95,28.67,69.78,26.16,33.95,21.39,19.26,9.71,13.92,58.01,37.33,18.2,10.82,13.17,20.89
2019-04-16,51.27,21.51,11.71,37.76,21.33,47.2,52.04,35.51,27.05,32.36,43.46,70.08,26.62,35.98,21.89,20.97,10.88,15.26,55.04,39.72,16.98,7.43,20.97,24.3
2019-04-17,40.24,20.45,12.22,32.29,,36,51.58,42.47,32.41,40.38,36.72,73.39,29.2,32.6,25.62,19.83,13.1,18.45,53.72,48.55,19.26,8.44,18.18,29.18
2019-04-18,24.7,15.05,10.53,35.41,,33.14,46.11,34.44,19.89,41.05,34.5,70.03,22.5,32.68,20.75,21.15,12.86,11.94,57.18,38.59,18.21,9.31,8.65,24.16
2019-04-19,44.29,22.64,11.47,36.09,26.28,36.39,49.16,42.07,30.24,36.59,48.1,58.84,31.57,33.53,25.07,23.08,11.57,13.04,51.12,45.22,18.4,6.49,17.82,22.17
2019-04-20,33.25,14.8,10.36,35.82,32.75,35.39,51.48,41.9,25.11,37.28,50.11,61.55,25.15,41.54,21.38,18.53,13.01,14.26,52.53,44.19,21.45,10.24,14.51,33.38
2019-04-21,44.35,10.43,9.84,39.22,51.57,37.15,71.89,47.82,31.06,42.71,45.36,71.44,20.32,55.86,18.48,15.9,10.58,13.15,52.18,36.65,16.86,5.11,19.57,27.82
2019-04-22,38.15,15.74,10.17,33.28,34.02,30.44,60.48,38.74,21.31,43.03,28.18,66.02,22.19,39.97,17.3,20.03,13.54,12.9,52.72,44.3,12.69,,13.73,29.33
2019-04-23,5.87,6.39,6.39,14.02,15.78,9.95,30.45,17.28,12.5,18.67,7.12,35.95,10.56,32.95,10.19,18.03,13.85,13.02,42.45,32.03,6.83,,8.7,29.99
2019-04-24,9.6,7.63,6.51,22.92,19.22,9.5,37.92,21.3,10.38,29.09,13.22,35.58,18.93,29.59,13.17,23.08,14.18,15.23,49.01,42.21,7.43,9.65,10.21,28.68
2019-04-25,31.75,10.62,7.05,35.79,43.3,16.22,75.01,32.14,14.06,46.99,29.62,47.66,27.79,29.96,21.55,27.06,14.66,15.77,41.28,45.48,13.78,8.28,11.76,26.9
2019-04-26,23.87,12.52,7.06,22.09,,14.22,73.24,27.64,12.29,42.19,22.96,50.8,18.63,31.19,13.4,25.1,14.45,11.62,45.45,40.28,13.74,5.15,16.32,22.89
2019-04-27,18.26,10.85,12.59,23.05,,11.32,46.6,23.76,16.42,32.74,24.61,54.88,17.19,25.41,18.2,27.39,15.79,10.07,50.65,34.03,13.98,4.7,14.75,18.74
2019-04-28,13.55,9.11,10.34,15.76,,11.8,38.92,18.75,12.89,16.22,23.29,49.45,11.45,17.41,11.33,27.46,7.82,8.38,51.04,21.31,7.37,3.62,8.82,12.3
2019-04-29,20.76,12.09,12.04,18.54,,14.93,44.35,23.83,21.58,23.37,21.57,53.05,13.42,17.36,12.61,31.96,9.4,8.19,53.6,24.81,9.56,6.05,7.89,10.23
2019-04-30,19.99,13.74,10.98,23.48,,11.01,42.34,21.01,15.47,23.21,17.87,47.5,20.32,20.61,17.97,26.45,9.5,11.25,54.21,34.19,12.1,7.17,11.12,13.28
2019-05-01,15.65,10.06,21.1,18.65,21.39,8.38,39.55,20.12,19.9,15.58,19.34,35.13,22.92,14.48,16.57,27.67,7.93,6.35,58.46,28.6,9.82,4.73,7.57,10.91
2019-05-02,20.64,9.6,15.44,26.49,21.04,17.81,66.06,25.39,22.4,29.97,35.56,52.15,20.82,31.63,16.45,24.3,8.85,11.55,57.08,35.55,12.7,4.49,9.4,13.28
2019-05-03,28.14,10.78,7.7,37.35,27.25,21.59,73.92,34,25.53,41.35,37.7,47.78,25.76,35.01,21.49,28.39,10.57,13.73,53.73,42.68,14,4.07,18.44,17.21
2019-05-04,22.72,8.07,8.06,20.96,30.87,17.7,68.29,31.68,23.58,37.94,35.44,45.66,17.94,28.77,14.68,28.7,9.4,11.92,51.76,41.21,11.93,3.33,15.5,19.26
2019-05-05,8.82,8.17,5.98,16.28,11.99,9.17,42.98,18.45,12.89,19.1,14.82,49.15,9.39,17.66,10.48,39.23,9.49,5.06,51.33,24.01,6.35,2.85,12.87,17.97
2019-05-06,16.74,10.67,13.51,20.99,10.25,11.31,31.63,19.9,15.8,14.68,14.49,42.6,16.82,16.47,15.84,13.31,6.09,7.06,58.41,29.84,8.07,5.32,10.4,11.82
2019-05-07,31.57,15.11,9.74,27.01,15.43,17.16,40.97,27.85,23.41,18.9,22.83,25.89,28.36,16.86,21.1,20.74,7.29,10.37,61.46,40.87,14.61,4.83,19.98,23.53
2019-05-08,21.07,13.02,6.34,27.36,22.08,13.93,51.88,29.62,25.86,38.68,28.02,14.4,17.27,22.28,18.07,17.6,7.62,14.47,57.07,41.51,11.12,4.54,15.44,19.07
2019-05-09,30.65,15.39,6.67,32.78,34.86,28.79,58.23,33.04,24.58,44.81,30.39,11.68,24.13,21.84,20.09,28.42,10.07,13.29,67.85,38.61,13.81,5.56,18.04,20.89
2019-05-10,33.04,12.33,10.84,25.29,20.72,20.45,50.22,,22.86,26.34,32.59,9.79,23.06,25.15,21.83,25.22,8.47,13.56,55.09,42.38,13.35,3.24,20.87,20.34
2019-05-11,22.13,11.95,5.39,22.08,27.92,15.03,48.6,,22.29,42.77,23.93,12.62,14.39,30.07,14.87,20.4,7.83,12.24,54.1,40.15,9.67,3.07,14.73,14.47
2019-05-12,5.45,6.47,4.9,16.65,13,11.63,30.88,,10.64,33.46,18.69,8.72,11.64,17.2,12.64,17.5,8.73,7.96,48.72,34.84,10.27,7.14,11.09,15.7
2019-05-13,16.3,14.6,7.47,17.37,16.73,14.69,32.79,,11.16,45.49,15.73,7.02,18.09,11.91,16.98,27.14,9.09,11.4,53.29,32.51,10.8,10.86,14.46,20
2019-05-14,21.41,14.47,3.84,17.73,12.84,14.14,27.33,,19.98,16.12,16.8,7.96,16.62,11.21,18.86,24.89,6.46,6.94,59.22,31.67,11.19,10.53,11.13,8.91
2019-05-15,19.96,9.94,6.04,22.36,15.38,16.09,30.76,,16.04,27.74,27.63,11.3,15.3,13.13,12.41,16.68,6.19,9.79,53.45,36.17,7.52,6.18,8.72,12.9
