Datum,Kikinda Centar   ,Novi Sad Rumenačka   ,Novi Sad Liman   ,Beočin Centar   ,Sremska Mitrovica   ,Pančevo Sodara   ,Beograd Novi Beograd   ,Beograd Mostar   ,Beograd Vračar   ,Beograd Zeleno brdo   ,Šabac   ,Kostolac   ,Smederevo Centar   ,Obrenovac Centar   ,Bor Brezonik   ,Bor Gradski park   ,Bor Institut RIM   ,Kragujevac   ,Kosjerić,Zaječar   ,Užice   ,Kraljevo   ,Kamenički Vis EMEP   ,Niš O.š. Sveti Sava   ,Niš IZJZ Niš   ,Kopaonik   ,Vranje   
01.01.2019,8.59,3.57,4.71,3.01,2.22,8.4,4.56,3.75,4.34,13.68,6.3,11.62,20.48,12.16,14.6,18.75,14.01,5.83,3.04,29.2,3.01,9.92,9.81,7.63,5.49,6.04,29.43
02.01.2019,10.59,3.84,5.32,3.75,3.06,11.09,5.99,4.36,5.47,18.05,6.93,13.35,35.67,17.73,13.25,13.3,9.4,7.61,3.21,31.78,3.49,8.78,9.45,8.98,6.6,5.73,15.9
03.01.2019,9.29,,4.45,2.28,2.87,8.81,4.55,2.9,3.55,10.99,5.6,12.35,27.76,13.77,11.34,9.6,5.64,6.5,2.4,23.27,3.32,9.67,8.26,8.1,6.53,8.06,22.72
04.01.2019,8.55,3.09,4.2,2.23,2.39,8.41,4.8,3.63,4.11,10.7,5.2,11.88,42.36,14.06,8.4,7.99,4.01,6.15,2.58,27.05,2.93,8.94,13.48,9.84,7.85,4.33,24.57
05.01.2019,9.93,3.6,5.31,3.91,4.21,26.01,8.76,11.92,11.39,28.15,9.07,14.77,37.48,17.3,29.56,23.18,16.97,7.76,4.2,21.24,2.92,10.16,13.47,13.9,10.73,6.6,12.41
06.01.2019,10,3.87,4.31,2.63,3.38,9.76,5.12,3.04,3.95,12.7,6.42,12.8,24.92,14.17,14.43,10.93,6.14,6.41,3.2,19.97,2.91,8.48,11.66,10.71,7.39,7.9,9.02
07.01.2019,8.97,3.66,4.64,3.46,3.01,9.12,4.97,4.76,5.74,14.12,7.03,12.29,54.89,13.64,18.81,13.49,7.09,6.96,2.3,23.23,2.22,9,10.03,8.14,6.68,5.89,9.03
08.01.2019,12.62,,8.21,12.6,4.48,21.53,11.17,17.95,9.98,33.92,9.9,19.31,58.17,20.58,29.75,17.76,10.27,9.76,4.84,18.18,5.47,10.38,12.55,16.07,20.97,5.76,16.02
09.01.2019,14.61,,11.49,13.03,5.04,18.53,12.81,12.37,8.28,21.77,9.46,18.01,52.04,19.66,41.26,96.97,15.59,8.84,5.43,29.11,6.98,13.49,12.18,16.85,9.63,5.89,13.25
10.01.2019,12.76,,10.34,4.5,4.02,11.48,6.81,3.77,6.8,14.36,6.75,13.78,27.2,15.82,24.77,35.88,28.83,7.76,4.07,14.1,6.37,13.26,12.5,13.59,8.03,9.93,10.17
11.01.2019,12.79,,9.92,3.42,3.45,11.52,6.07,5.26,6.09,20.9,6.45,13.38,38.27,15.73,15.46,13.69,10.87,8.49,3.88,26.96,4.37,19.92,12.02,17.42,7.23,12.64,22.61
12.01.2019,11.94,,10.6,3.09,3.64,19.33,8.93,8.11,9.1,26.61,9.02,17.69,48.01,18.26,21.6,21.71,20.85,10,3.87,32.41,3.57,12.89,12.19,16.6,10.72,7.4,14.42
13.01.2019,16,8.3,16.23,14.96,6.2,22.84,15.38,18.58,8.57,33.57,15.54,21.55,57.89,25.2,24.27,19.2,13.3,12.49,4.62,40.08,4.18,9.93,8.88,20.53,11.54,5.51,19.15
14.01.2019,16.46,8.72,16.18,8.16,6.61,17.6,12.49,15.76,8.11,18.01,16.43,21.24,56.69,24.14,18.78,24.3,61.48,11.6,5.64,49.28,6.81,10.02,13.64,21.3,10.96,6.07,19.6
15.01.2019,12.7,5.04,10.77,2.31,3.75,13.08,6.99,6.77,6.23,16.85,13.92,16.78,50.56,21.88,18.65,16,10.74,11.77,4.19,31.87,3.98,12.4,10.87,16.46,9.35,6.14,29.14
16.01.2019,12.91,6.13,11.47,6.64,10.07,21.47,13.74,28.68,12.55,25.26,34.3,30.3,57.26,29.15,29.31,18.7,12.95,12.82,6.95,36.13,5.26,15.75,9.04,24.62,14.56,6.25,30.99
17.01.2019,14.91,12.64,16.46,14.4,6.94,25.41,16.82,38.78,10.19,22.99,19.11,23.56,51.34,22.41,19.56,14.45,11.6,10.85,8.47,51.88,9.28,10.27,12.02,23.25,18.72,4.39,35.59
18.01.2019,13.2,5.01,11.64,4.18,3.92,17.28,13.99,13.72,7.18,14.08,13.24,21.15,46.43,23.26,14.47,12.83,8.61,13.55,6.75,77.03,10.7,15.1,9.17,29.92,21.65,3.82,49.68
19.01.2019,11.56,3.97,9.97,2.55,2.62,15.59,10.6,6.92,10.44,19.71,7.95,17.26,29.37,15.22,16.61,19.89,7.84,7.95,4.6,35.75,4.21,11.65,9.53,18.37,9.69,4.88,26.7
20.01.2019,11.94,4.4,10.26,6.12,2.57,11.98,7.07,5.02,5.48,14.79,7.01,14.82,18.48,15.77,18.7,34.38,4.53,8.5,4.19,11.47,4.17,15.21,14.07,19.06,10.36,5.75,15.01
21.01.2019,11.68,4.16,9.58,4.21,2.57,12.4,7.51,5.34,5.39,12.81,7.8,14.14,24.43,15.99,33.5,35.99,21.07,12.23,4.13,29.28,3.4,22.97,21.65,29.71,9.78,3.9,16.23
22.01.2019,12.58,4.17,10.27,9.93,2.82,12.15,7.48,4.83,5.37,10.32,7.69,14.96,37.54,17.1,14.63,46.02,5.89,9.09,3.76,12.41,4.83,35.64,12.06,24.37,13,7.66,18.39
23.01.2019,15.17,5.55,11.9,13.76,3.63,15.72,8.83,5.1,7.67,15.71,8.17,16.85,35.62,19.7,23.5,35.87,10.9,12.28,4.01,14.16,6.24,13.72,10.04,21.03,22.94,5.97,14.19
24.01.2019,15.54,5,11.64,8.18,3.82,12.73,7.59,5.44,8.13,17.04,7.68,15.34,19.55,19.36,21.35,34.23,11.11,9.87,6.74,12.92,7.89,31.68,20.35,18.15,11.3,7.16,13.83
25.01.2019,14.67,4.54,10.67,7.09,3.95,11.32,6.7,4.21,6.34,13.34,7.11,14.83,21.87,17.53,18.37,28.64,12.4,8.65,7.96,11.17,6.07,15.25,11.91,16.23,10.4,12.81,22.2
26.01.2019,15.3,5.21,11.13,5.99,4.67,12.43,6.82,6.37,5.7,17.96,10.06,15.4,25.98,20.23,28.28,24.63,15.58,10.78,4.67,22.58,4.19,16.48,19.14,18.57,10.29,9.08,18.9
27.01.2019,21.62,9.88,20.8,22.72,6.93,29.13,18.79,14.75,9.82,23.75,13.57,22.29,83.98,27.1,37.72,34.87,15.55,12.26,7.46,24.74,7.12,15.67,10.34,21.31,14.1,5.89,11.89
28.01.2019,23.76,7.04,18.2,11.62,5.86,22.76,12.19,11.23,7.94,18.18,14.31,18.93,107.99,24.69,32.01,37.63,12.91,12.79,6.31,14.3,12.41,30.15,12.43,31.85,19.77,6.57,13.34
29.01.2019,16.75,5.58,12.54,5.35,4.51,13.9,7.56,6.15,7.48,15.7,10.28,15.5,38.74,19.06,47.88,47.27,25.99,8.12,3.96,30.99,6.22,12.99,11.52,22.56,12.38,6.39,16.21
30.01.2019,16.24,5.64,12.33,7.04,4.22,16.03,8.92,7.53,8.76,18.19,10.43,15.88,30.73,19.78,31.24,30.47,15.06,9.74,4.54,26.93,7.9,15.39,17.45,16.9,10.16,8.07,6.06
31.01.2019,17.83,5.97,14.77,20.51,3.46,23.02,12.58,5.37,11.3,23.25,11.08,16.95,32.35,18.88,52.68,57.08,26.53,9.61,4.2,40.05,7.42,23.19,12.17,20.33,11.17,4.92,8.79
01.02.2019,21.09,12.61,28.41,23.36,7.6,31.94,20.8,18.35,12.19,26.99,17.81,20.81,104.74,22.63,53.11,115.45,61.54,13.8,5.45,33.16,10.55,17.12,9.08,27.77,14.94,4.45,11.52
02.02.2019,22.13,15.65,27.93,17.44,6.39,26.71,12.76,18.15,5.53,12.3,20.08,25.18,99.18,24.44,61.65,55.73,38.7,14.67,4.53,53.19,10.26,11.33,8.08,26.1,20.15,4.81,11.79
03.02.2019,20.86,7.91,19.74,6.76,7.31,28.09,9.65,9.58,5.35,11.21,13.38,23.27,75.57,21.53,66,50.91,50.71,9.96,4.37,45.53,7.42,10.93,,21.19,19.73,6.57,7.64
04.02.2019,15.93,,15.35,3.12,2.24,12.07,6.35,4.45,5,9.3,9.83,15,44.65,15.22,18.34,30.5,42.15,5.84,3.58,42.18,4.79,11.86,,11.16,9.45,5.73,11.32
05.02.2019,15.29,4.38,13.68,2.53,1.78,10.42,5.26,4.07,4.93,9.5,8.91,13.46,18.48,14.75,20.15,147.54,11.18,5.5,4.31,21.44,4.36,9.49,,8.51,8.1,6.18,21.95
06.02.2019,15.55,4.52,14.37,3.25,2,10.65,5.08,3.9,5.54,8.8,9.09,13.92,32.45,14.54,12.59,14.72,11.19,6.18,6.28,31.51,4.29,14.59,,9.41,8,4.8,15.25
07.02.2019,16.48,8.13,17,21.78,3.11,17.09,10,9.03,6.41,13.08,12.88,15.28,45.44,16.92,10.12,138.27,6.76,9.88,7,17.68,3.86,19.86,8.59,12.11,11.1,6.04,13.59
08.02.2019,16.12,5.11,15.02,6.66,2.2,18.58,8.96,7.4,8.12,18.02,8.71,15.88,40.29,16.89,23.82,35.5,6.71,8.39,7.27,21.01,3.98,16.18,7.36,11.6,11.59,6.85,4.92
09.02.2019,20.04,6.16,15.85,5.94,3.54,27.38,19.3,15.74,12.91,24.93,12.93,26.6,51.91,29.87,19.78,15.9,18.33,15.99,7.03,28.73,5.18,17.41,10.73,12.65,11.52,6.75,8.96
10.02.2019,20.7,14.04,21.23,11.05,4.91,28.87,20.95,26.09,13.11,30.78,18.52,26.08,81.7,29.78,58.03,44.04,36.74,10.92,8.99,25.64,5.96,12.37,11.87,18.53,17.45,6.13,12.23
11.02.2019,19.81,7.66,16.03,4.9,4.38,16.29,9.58,15.05,5.78,10.25,14.84,21.03,52.08,24.67,61.68,52.4,43.09,10.22,6.88,23.83,7.34,27.91,11.41,16.32,15.79,5.73,10.28
12.02.2019,17.01,4.78,13.86,3.12,2.89,10.97,6.11,3.35,3.7,7.77,8.13,15.66,50.03,15.77,15.94,14.76,12.2,7.33,4.5,16.5,3.71,11.08,10.7,8.96,8.54,6.17,15.5
13.02.2019,14.76,4.18,15.65,2.76,2.48,10.65,5.08,5.55,4.36,10.67,8.58,16.92,50.45,14.46,9.17,8.48,6.02,6.93,6.07,28.77,3.43,13.95,9.97,9.4,9.13,6.54,8.31
14.02.2019,15.25,4.5,19.37,2.4,2.62,12.93,6.42,9.18,5.33,11.65,12.62,15.78,71.84,15.85,18.99,21.83,17.36,9.55,8.54,27.07,3.8,13.75,15.09,13.01,8.56,5.62,20.27
15.02.2019,15.18,5,18.23,2.64,3.41,21.43,7.78,10.21,8.45,18.05,10.29,24.05,41.5,17.84,13.11,49.84,16.36,9.61,9.3,38.46,4.68,10.55,7.81,10.85,9.57,5.48,28.52
16.02.2019,15.49,4.81,18.38,2.8,3.57,14.2,6.3,12.33,8.26,15.83,13.79,17.23,35.1,18.94,14.86,21.16,9.07,6.29,7.29,28.27,5.98,14.4,14.59,12.35,11.48,9.23,13
17.02.2019,16.13,6.06,19.27,4,7.28,18.86,11.43,18.56,12.83,27.87,19.68,19.58,33.84,41.37,32.64,31.7,21.22,10.24,6.11,33.85,7.33,19.64,18.03,15.43,14.26,5.54,15.82
18.02.2019,17.42,7.08,20.58,5.79,10.74,20.48,12.3,19.72,18.11,34.37,31.88,31.38,35.21,26.01,65.52,31.52,27.27,9.86,7.93,37.61,8.75,14.06,17.34,16.3,14.65,5.19,17.4
19.02.2019,21.07,15.21,30.43,15.3,13.4,25.42,16.27,24.62,22,40.4,25.86,21.16,51.09,36.55,48.68,60.27,35.43,9.39,8.6,34.15,9.82,11.98,14.34,19.22,17.28,7.29,21.07
20.02.2019,17.99,7.06,,5.03,6.58,19.91,11.3,15.63,9.85,17.45,20.21,20.88,55.87,26.8,19.91,23.35,47.1,11.62,9.03,27.1,8.19,15.12,16.3,18.22,14.94,10.24,26.82
21.02.2019,16.79,5.62,,3.33,4.88,14.54,7.78,16.81,8,12.7,15.61,18.16,47.47,25.91,15.06,17.86,14.16,10.66,8.4,36.89,6.79,10.6,15.79,17.67,13.5,7.8,12.12
22.02.2019,17.84,4.83,20.35,3.35,3.2,12.85,6.97,6.06,5.56,9.75,10.92,29.2,27.07,18.49,14.96,21.34,11.05,7.16,5.96,43.12,6.3,10.12,14,13.3,10.05,8.81,18.26
23.02.2019,14.89,3.89,19.01,2.27,2.67,11.08,4.43,3.13,4.5,7.79,8.13,43,33.25,14.59,10.92,80.32,10.49,6.3,9.11,8.76,5.96,10.53,10.93,7.74,9.15,6.56,40.84
24.02.2019,15.03,4.24,18.9,3.59,2.85,11.02,5.55,5.81,5.52,11.54,11.61,21.03,32.66,18.63,35.32,26.68,19.39,7.07,6.56,,4.98,14.81,13.29,8.66,10.31,7.28,
25.02.2019,17.89,5.73,20.19,4.53,5.56,15.61,11.94,14.31,8.02,16.23,19.1,60.1,37.29,19.83,37.96,81.75,21.69,7.81,7.61,32.06,5.16,14.32,18.85,10.29,10.54,9.16,9.44
26.02.2019,18.34,6.63,21.77,4.57,6.39,20.59,13.09,25.87,10.73,19.5,16.7,24.51,55.74,32.75,23.42,22.57,18,11.41,12.08,30.25,6.47,15.08,21.35,21.66,20.89,5.96,25.36
27.02.2019,17.38,5.54,14.43,3.77,4.94,12.89,7.82,8.33,6.04,11.97,14.46,21.55,33.25,19.49,11.53,10.53,5.89,9.27,8.43,45.57,5.84,12.52,13.66,23.34,16.64,6.09,33.34
28.02.2019,18.13,6.85,9.62,4.62,10.65,23.67,15.75,28.68,14.15,23,24.87,34.5,43.85,38.94,19.53,19.7,11.3,8.93,9.35,23.25,8.8,11.47,11.17,20.48,16.49,6.9,15.39
01.03.2019,19.28,7.38,11.49,5.03,7.85,15.57,9.31,18.98,8.29,13.61,18.85,21,35.24,26.99,18.34,19.86,12.33,15.66,9.75,26.07,9.23,13.2,11.79,23.73,18.11,6.87,21.08
02.03.2019,19.07,5.78,11.49,4.11,5.35,13.12,7.96,8.19,5.1,9.38,15.87,22.99,59.77,24.42,16.54,15.69,15.17,16.82,7.38,38.19,6,11.07,9.91,19.61,16.48,6.34,21.27
03.03.2019,18.7,7.83,12.31,7.42,7.4,22.4,15.33,14.15,8.84,15.37,18.08,25.38,48.07,26.92,13.66,13.33,12.98,13.43,7.69,31.06,5.77,8.48,13.93,22.9,19.06,5.14,13.15
04.03.2019,19.71,13.58,15.22,18.04,8.2,25.47,22.13,32.5,14.52,24.31,18.41,23.45,26.17,26.18,42.38,40.95,8.9,9.2,8.38,30.36,10.16,10.88,9.76,16.44,13.52,5.41,12.36
05.03.2019,13.14,8.39,11.82,6.17,6.34,19.08,10.98,15.25,7.57,15.1,16.08,47.8,38.71,43.29,20.55,13.43,19.78,8.95,7.88,32.4,5.77,10.81,7.39,17.17,16.23,4.46,11.29
06.03.2019,9.78,7.8,11.79,6.68,5.17,16.99,8.14,9.38,6.09,13.66,18.77,19.16,34.52,47.93,12.69,20.18,55.64,9.94,6.87,28.28,7.59,8.28,,15.43,14.67,4.94,14.96
07.03.2019,19.88,10.19,13.9,6.88,6.9,15.17,8.57,17.73,4.33,9.51,10.33,21.43,44.92,26.77,32.95,65.42,42.86,7.79,10.51,31.5,12.36,17.28,7.35,15.59,13.62,4.26,14.28
08.03.2019,12.61,15.11,19.21,25.26,10.88,26.28,12.98,18.83,9.34,18.88,9.62,19.89,30.1,35.84,45.21,44.69,78.11,9.56,8.26,54.8,8.7,39.27,6.95,14.75,17.47,4.41,18.38
09.03.2019,11.07,8.04,15.04,7.9,8.23,27.69,16.44,18.81,5.11,13.71,12.4,20.77,33.11,23.1,11.98,12.95,22.38,9.13,7.01,40.13,5.72,11.77,7.31,18.33,18.85,4.4,11.83
10.03.2019,11.78,8.05,14.58,6.44,8.76,14.45,12.65,18.72,6.28,14.51,11.6,21.75,31.53,24.26,13.46,14.1,8.07,,6.36,14.33,6.41,7.8,6.19,14.13,12.87,4.61,6.38
11.03.2019,10.36,5.93,7.71,4.53,4.58,7.66,6.67,8.21,3.18,9.25,6.1,12.83,21.16,20.26,14.45,13.64,7.51,6.82,5.19,15.09,5.81,8.55,6.62,18.04,15.5,5.48,11.93
12.03.2019,10.32,9.63,8.95,4.56,4.53,6.2,7.56,6.39,3.88,11.97,6.07,18.39,23.1,19.27,16.78,11.12,9.5,7.11,5.02,15.26,6.78,9.93,,13.24,12.17,5.92,10.56
13.03.2019,12.46,,30.68,15.89,9.53,9.93,9.03,16.07,4.95,15.02,8.02,5.4,45.6,22.53,22.33,59.65,20.9,9.76,5.93,12.62,7.74,12.33,,12.47,15.56,7.29,10.7
14.03.2019,12.67,8.69,18.47,8.28,5.64,10.81,8.71,10.42,6.01,13.21,10.01,9.76,46.94,19.33,72.7,90.5,13.51,16.22,9.65,27.25,7.62,17.72,,17.94,18.28,9.94,18.72
15.03.2019,13.29,10.61,19.6,10.68,7.25,13.21,12.8,24.81,7.96,18.11,12.48,8.7,44.5,15.9,63.79,47.16,30.93,12.39,7.04,20.47,8.14,11.05,,17.08,15.08,8.96,22.91
16.03.2019,13.33,,19.3,8.45,7.02,11.52,13.31,18.13,5.84,13.92,11.82,9.82,37.28,13.43,29.81,82.98,53.7,11.76,8.42,26.17,6.47,10.46,19.32,19.6,17.12,7.03,15.56
17.03.2019,15.91,,25.95,14.51,14.01,23.52,22.14,26.25,9.73,20.11,9.27,9.61,23.9,10.55,53.3,57.43,52.14,10.01,,31.35,7.83,7.95,15.46,17.68,14.94,4.49,11.73
18.03.2019,11.26,,18.2,5.73,5.84,8.09,9.69,11.57,5.1,11.53,9.01,25.49,23.58,11.54,39.84,49.44,26.92,17.26,,25.58,7.21,10.34,9.51,15.57,14.76,5.02,16.76
19.03.2019,9.81,,16.04,5.36,3.93,5.47,6.05,5.34,2.61,8.52,4.87,5.68,36.79,6.65,25.03,24.76,17.66,10.26,,15.36,6.4,11.53,7.78,16.28,14.67,6.1,15.74
20.03.2019,8.74,5.02,15.44,,3.17,5.69,5.45,5.58,3.05,9.63,4.68,3.17,38.8,6.51,14.96,14.84,8.83,8.88,,30.74,5.43,15.17,11.36,17.22,16.76,5.35,20.8
21.03.2019,8.77,5.51,15.25,5.69,5.7,5.92,6.35,7.45,5.31,11.26,10.32,23.31,25.91,7.36,36,25.6,14.05,8.27,,22.12,5.15,13.04,14.31,16.69,14.56,5.5,21.83
22.03.2019,9.74,7.45,15.96,7.24,7.63,8.73,7.28,14.54,6.85,15.41,10.52,21.28,19.6,9.9,13.17,13.8,15.33,9.52,,18.5,13.03,9.44,15.91,15.11,11.03,6.17,16.91
23.03.2019,8.99,6.75,15.89,5.87,7.41,5.83,7.22,8.29,4.35,15.32,11.31,7.84,20.43,8.98,20.97,25.04,16.48,9.98,,29.42,8.04,21.23,8.99,11.32,11.76,7.36,16.23
24.03.2019,11.33,8.21,22.7,9.72,7.6,11.37,11.48,15.58,6.15,13.67,15.14,16.11,27.77,29.09,28.81,28.84,23.41,9.34,,30.11,8.68,15,10.67,13.7,11.95,14.29,12.24
25.03.2019,12.74,9.81,23.79,12.43,10.34,12.65,8.92,11.16,4.93,15.3,10.93,15.07,30.64,12.37,72.74,39.33,21.45,13.62,,32.15,12.66,12.22,10.58,17.54,12.28,10.88,18.81
26.03.2019,10.13,5.6,16.23,7.27,4.61,5.34,6.96,5.02,2.72,15.27,5.88,19.19,38.6,7.26,16.57,13.65,6.98,10.74,,7.63,5.25,14.41,8.28,13.99,11.14,6.77,40.61
27.03.2019,9.17,5.11,15.26,9.73,4.18,5.45,5.77,5.01,3.21,8.34,5.46,27.11,20.7,6.62,14.8,12.26,5.51,7,,19.49,7.48,15.41,8.7,12.01,8.9,7.9,25.75
28.03.2019,8.97,6.27,13.33,7.18,6.97,10.57,7.8,6.8,6.08,14.49,12,36.1,31.24,8.97,14.22,152.07,9.36,14.04,15.89,21.81,14.73,12.64,3.75,8.81,8.17,10.08,22.92
29.03.2019,8.73,5.29,10.6,6.63,5.08,5.44,7.73,6.14,4.25,18.06,8.93,19.91,23.26,7.53,35.58,42.01,15.66,12.87,13.88,33.95,14.75,11.83,2.9,12.26,12.48,9.22,10.61
30.03.2019,10.59,6.24,11.47,7.71,7.06,6.43,7.42,11.58,6.4,22.49,10.74,56.85,20.39,10.12,79.5,52.93,14.61,11.85,12.43,28.12,13.51,13.35,8.29,10.91,9.62,7.95,6.56
31.03.2019,11.95,9.4,12.34,7.84,8.02,10.72,10.49,15.99,10.4,12.4,10.91,28.16,21.65,12.91,32.24,36.38,18.43,11.96,9.44,22.42,11.54,10,3,10.62,,12.01,8.3
01.04.2019,11.77,7.13,11.94,8.44,6.15,10.73,8.58,10.64,6.41,13.23,8.35,8.01,16.98,14.19,60.49,57.2,34.33,9.47,14.65,27.58,21.85,9.8,12.6,15.18,,12.18,22.19
02.04.2019,13.34,7.82,12.26,11.68,21.36,6.32,7.54,8.23,4.51,8.14,17.43,6.52,33.11,10.48,15.04,203.53,21.03,7.57,7.15,4.35,9.38,10.35,6.62,17.87,,6.47,23.4
03.04.2019,12.51,9.01,14.43,11.33,21.08,6.65,11.9,8.41,5.21,7.34,11.28,6.68,52.72,8.62,15.95,170.65,7.12,8.23,8.25,5.89,8.93,26.95,10.87,13.73,,7.64,10.97
04.04.2019,16.84,12.1,16.89,15.25,9.9,8.28,12.66,10.36,5.53,7.98,9.06,8.05,48.61,10.1,18.41,226.76,8.56,13.85,6.08,4.98,6.97,29.11,9.76,14.99,,6.97,6.15
05.04.2019,15.06,8.75,14.34,9.71,10.83,9.05,11.1,9.9,6.03,9.45,15.63,9.54,44.53,13.41,25.29,77.43,20.24,10.06,8.04,13.79,6.3,31.31,10.15,14.53,17.19,7.42,5.6
06.04.2019,16.15,13.13,22.45,12.1,9.54,7.87,8.96,9.61,5.14,10.62,17.12,7.95,31.94,12.1,18.17,142.18,7.28,11.9,7.73,13.75,7.37,7.56,8.78,14.16,16.52,7.08,6.41
07.04.2019,17.53,20.7,25.53,23.75,16.46,13.56,9.58,8.98,5.18,7.94,,9.59,24.3,12.35,18.96,177.29,14.83,11.83,6.52,13.28,8.21,8.12,8.33,14.95,,8.45,13.89
08.04.2019,23.09,10.71,15.42,9.73,7.62,14.45,13.47,15.72,8.47,13.96,,12.8,33.78,15.51,20.33,101.55,33.04,9.95,7.99,35.76,7.1,11.75,7.65,18.75,,9.47,18.1
09.04.2019,15.85,10.07,14.21,11.37,7.24,10.11,11.08,11.58,8.88,17.4,7.41,25.68,24.85,15.44,23.5,185.7,17.32,8.85,7.92,25.14,6.83,8.7,6.88,14.65,13.59,5.78,14.94
10.04.2019,17.44,9.45,14.18,,9.63,15.79,14.7,21.92,7.91,13.6,13.82,9.9,18.9,22.89,47.81,25.42,11.8,10.6,6.72,16.42,6.89,9.85,7.31,14.17,13.88,6.4,10.15
11.04.2019,15.38,7.76,12.47,,4.91,12.26,10.86,12.63,7.49,14.83,12.58,9.18,27.78,11.7,20.09,18.87,13.75,8.53,5.44,18.22,6.01,7.75,7.86,15.6,16.94,5.24,8.99
12.04.2019,14.25,7.26,13.96,8.24,4,6.93,7.08,7.3,5.47,6.31,4.98,7.07,12.68,7.85,25.08,16.88,7.74,6.5,5.36,20.71,5.91,10.24,9.71,15.49,14.58,5.6,12.44
13.04.2019,13.54,6.71,15.45,7.4,3.54,7.16,7.14,7.18,5.52,7.36,5.72,,18.66,7.58,27.28,44.5,22.52,9.98,7.46,17.92,5.34,24.81,26.12,24.95,16.46,5.45,10.09
14.04.2019,13.95,6.6,15.81,8.08,3.83,7.21,7.72,8.82,5.01,11.76,14.64,7.92,29.51,12.32,23.79,39.76,10.79,10.49,10.82,10.89,4.82,14.43,10.28,21.97,15.56,6.75,12.08
15.04.2019,13.76,7.04,15.83,8.14,3.94,6.86,7.37,7.68,5.59,11.47,7.56,13.91,19.4,8.42,17.37,87.6,7.37,10.41,9.95,7.64,6.16,9.56,6.35,13.12,12.56,5.34,11.33
16.04.2019,14.14,8.32,16.66,8.4,4.88,7.06,7.8,8.21,5.04,13.11,7.77,6.74,14.45,9.76,23.78,22.07,13.99,9.04,8.13,14.62,6.1,11.36,9.04,14.18,13.46,7.62,8.71
17.04.2019,12.99,7.45,15.75,,4.24,7.94,7.26,9.06,5.45,12.59,8.17,8.18,24.49,10.26,25.1,22.83,12.7,8.96,5.96,15.57,9.39,9.47,12.22,14.23,13.96,11.2,9.97
18.04.2019,12.62,9.31,17.9,,4.94,7.14,7.51,8.56,5,8.73,15.3,12.75,16.57,9.64,16.03,133.03,9.89,7.43,6.33,7.5,5.41,6.82,5.56,11.02,11.89,5.03,6.23
19.04.2019,12.67,7.21,15.46,6.93,3.82,6.33,6.43,8.72,4.94,10.58,6.41,23.61,9.71,9.61,16.71,29.7,9.15,6.94,5.58,10.02,5.5,9.65,9.7,14.25,13.56,8,6.88
20.04.2019,12.63,8.21,16.92,8.79,6.09,7.97,8.26,11.45,7.36,11.32,8.28,16.57,15.58,10.79,19.37,90.07,8.08,7.19,8.3,12.97,6.45,8.69,5.52,10.89,12.59,6.24,4.69
21.04.2019,13.49,11.77,20.34,12.23,9.06,11.46,18.21,21.92,9.26,17.09,12.73,13.97,14.07,29.29,57.51,38,7.43,6.79,5.63,7.21,5.14,6.13,7.4,13.06,12.58,6.27,6.55
22.04.2019,18.7,16.42,25.98,17.22,15.43,18.98,13.07,17.04,8.33,8.77,16.54,9.26,11.79,18.24,43.71,115.48,19.22,7.59,5.96,6.42,6.21,7.14,,14.03,13.6,6.94,9.12
23.04.2019,15.66,8.86,14.55,8.3,18.22,44.83,9.13,7.67,5.32,7.93,9.32,8.76,10.85,12.2,18.9,119.5,17.15,7.04,6.17,9.17,4.8,6.54,,13.14,13.98,5.94,5.65
24.04.2019,19.57,14.18,20.03,18.08,16.15,32.88,8.47,10.8,4.86,7.27,9.25,9.6,13.78,12.31,14.96,132.97,21.14,7.15,5.88,9.85,6.5,6.54,8.81,8.34,8.77,7.3,5
25.04.2019,26.39,11.84,16.18,10.86,6.79,18.01,8.62,11.1,4.73,6.76,9.57,10.13,15.62,12.63,15.82,45.68,15.02,7.21,5.48,12.3,6.55,7.17,11.56,9.69,12.46,6.23,8.61
26.04.2019,19.27,18.37,24.73,19.84,8.23,15.62,10.24,9.94,5.09,7.45,8.32,8.84,18.12,13.98,33.68,42.14,32.82,6.69,5.47,14.13,6.06,6.42,10.75,9.26,10.38,6.06,6.82
27.04.2019,17.18,8.67,14.49,13.39,5.34,13.18,9.42,9.14,5.53,8.79,8.42,10.88,30.82,13.99,32.89,21.87,42.4,8.4,5.61,16.51,5.61,6.64,9.87,9.72,10.19,6.58,6.77
28.04.2019,14.97,7.99,13.85,15.64,4.26,8.11,8.03,7.35,5.17,10.49,7.38,8.75,10.61,18.79,18.08,10.13,14.22,7.48,5.42,11.19,4.84,6.77,8.12,7.8,7.3,7.11,5.56
29.04.2019,15.05,8.23,14.02,10.26,4.3,16.75,12.21,12.88,7.75,17.63,7.56,38.65,11.54,14.39,22.6,53.06,25.07,7.04,5.11,11.33,5.42,6.08,9.53,8.91,8.15,7.65,5.97
30.04.2019,15.81,8.62,14.52,11.71,4.54,10.5,9.2,7.75,5.79,9.24,10.91,9.31,10.65,12.9,18.54,7.87,9.2,6.74,5.13,11.81,6.03,6.2,8.35,8.57,7.96,8.07,5.9
01.05.2019,15.94,8.56,14.71,33.68,4.67,10.23,8.79,7.14,5.56,8.08,8.76,8.46,11.5,12.78,17.49,7.25,9.2,7.18,5.13,9.17,5.24,6,8.25,8.67,8.91,8.05,5.74
