Datum,Beograd Novi Beograd,Beograd Stari grad,Beograd Mostar,Beograd Vracar,Beograd Zeleno brdo,Bor Brezonik,Bor Institut RIM,Bor Krivelj,Bor Gradski park,Cacak,Popovac,Kamenicki Vis EMEP,Kikinda,Kosjeric,Kragujevac,Krusevac,Loznica,Nis IZJZ Nis,Nis O.s. Sveti Sava,Obrenovac Centar,Pancevo Sodara,Paracin,Sremska Mitrovica,Sabac,Smederevo Carina,Uzice,Valjevo,Vranje,Zajecar,Smederevo Radinac
2012-12-16,24.32,26.58,9.2,21.46,45.23,615.8,194.89,211.91,255.05,10.37,8.0,6.4,14.86,11.58,18.18,32.31,31.58,11.27,31.04,19.17,46.99,46.63,6.12,6.96,56.28,29.29,21.39,6.4,50.27,33.5
2012-12-17,48.58,53.12,32.73,40.21,40.86,135.39,19.94,41.88,130.7,17.02,12.11,11.95,18.02,6.12,19.46,22.37,19.67,7.67,16.74,21.96,53.05,34.34,12.31,16.17,55.34,24.79,,6.95,9.25,46.54
2012-12-18,54.56,53.73,23.7,34.66,31.69,18.63,6.12,6.64,543.08,15.31,6.12,6.12,8.96,6.12,17.77,16.58,14.16,8.32,11.4,22.98,27.8,11.86,18.31,,43.46,11.49,,6.12,6.12,33.73
2012-12-19,40.44,48.69,36.56,33.18,46.49,21.09,12.85,,497.5,8.09,6.12,6.12,6.12,6.43,16.87,10.85,22.58,6.99,6.12,26.76,28.04,7.99,9.65,,44.59,6.12,,6.12,6.45,33.33
2012-12-20,9.64,11.24,6.72,9.39,18.04,117.49,35.77,34.11,48.9,10.43,6.42,17.8,6.78,7.89,14.79,18.41,20.99,42.94,17.1,17.08,12.29,13.31,9.25,,79.49,6.12,,6.12,19.25,25.24
2012-12-21,18.87,11.04,14.55,24.09,29.73,244.73,50.73,53.31,161.26,13.2,6.89,7.77,6.12,7.61,23.42,20.04,28.24,11.21,17.87,40.27,10.03,23.35,6.74,,60.67,6.12,,14.57,9.03,40.99
2012-12-22,13.72,6.83,6.12,11.73,28.87,78.81,24.65,41.95,40.5,33.62,10.58,19.25,6.48,10.12,46.51,31.26,28.57,6.12,22.23,27.21,8.45,23.73,12.45,,34.44,6.12,,20.36,60.74,31.51
2012-12-23,39.55,47.68,26.44,57.99,62.81,121.28,16.28,78.3,27.32,13.48,23.43,10.51,21.65,10.71,34.52,39.36,55.79,12.03,16.51,31.26,47.59,39.36,20.12,,60.44,6.12,,15.16,49.34,58.83
2012-12-24,47.8,59.08,54.62,72.04,71.06,245.02,142.49,69.85,176.8,18.46,7.54,6.12,15.16,10.76,28.23,36.96,61.99,16.15,26.23,33.54,36.22,28.53,23.53,,39.21,6.12,,28.48,100.02,50.89
2012-12-25,34.34,55.48,52.52,98.02,81.17,375.22,171.35,160.81,199.5,19.43,7.04,6.12,8.81,12.64,24.79,49.28,61.62,25.13,35.94,31.63,27.17,22.52,22.08,,34.5,12.11,,54.44,121.53,44.63
2012-12-26,39.21,68.97,,,93.74,,,,41.2,,,,,,25.66,55.59,64.28,,,,28.11,28.09,24.28,,58.21,,,,98.43,39.03
2012-12-27,,,,,44.08,,,,16.57,,,,,,,,,,,,,,,,,,,,,37.47
2012-12-28,,,,,45.04,,,,125.86,,,,,,,,,,,,,,,,,,,,,34.42
2012-12-29,17.86,46.44,9.9,39.19,52.5,12.49,8.36,12.35,676.89,11.47,,6.12,6.12,11.13,14.31,15.74,34.56,6.58,10.58,28.26,12.71,7.84,8.07,,37.26,6.12,,44.22,22.84,40.59
2012-12-30,21.21,86.06,17.16,47.86,51.55,14.49,58.69,14.53,415.27,6.4,,6.12,9.51,6.12,14.47,17.13,25.2,7.75,15.28,25.34,30.01,9.56,11.72,,45.19,6.12,,40.72,,32.37
2012-12-31,15.88,65.37,8.96,34.69,56.8,40.64,143.85,38.03,91.33,11.85,,16.64,6.12,7.68,13.26,35.37,21.62,6.12,25.09,16.9,19.58,13.37,6.12,,49.71,6.12,,54.32,31.19,22.32
